Class,STRUTS_2_0_10,STRUTS_2_0_14,STRUTS_2_1_0,STRUTS_2_1_8,STRUTS_2_2_0,STRUTS_2_2_3,STRUTS_2_3_1,STRUTS_2_3_10,STRUTS_2_3_20,STRUTS_2_3_30,STRUTS_2_3_37,STRUTS_2_5,STRUTS_2_5_10,STRUTS_2_5_20,STRUTS_2_5_30,STRUTS_6_0_0,average
core/src/main/java/org/apache/struts2/validators/DWRValidator.java,50,0,40,136,0,0,0,0,0,0,0,0,0,0,0,0,14.125
plugins/osgi/src/test/java/org/apache/struts2/osgi/interceptor/OsgiInterceptorTest.java,0,0,0,85,0,0,0,0,2,0,0,0,0,18,0,71,11
xwork-core/src/main/java/com/opensymphony/xwork2/conversion/impl/DefaultConversionFileProcessor.java,0,0,0,0,0,0,0,112,0,0,0,112,0,0,0,0,14
core/src/main/java/com/opensymphony/xwork2/ActionProxy.java,0,0,0,0,0,0,0,0,0,0,0,105,0,30,0,0,8.4375
core/src/test/java/com/opensymphony/xwork2/inject/EarlyInitializableBean.java,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,2.125
core/src/main/java/org/apache/struts2/config/entities/ConstantConfig.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,85.125
apps/portlet/src/main/java/org/apache/struts2/portlet/example/spring/SpringAction.java,37,0,0,0,0,0,0,2,0,0,0,0,58,0,0,0,6.0625
core/src/main/java/com/opensymphony/xwork2/util/classloader/ResourceStore.java,0,0,0,0,0,0,0,0,0,0,0,27,0,29,0,0,3.5
plugins/json/src/test/java/org/apache/struts2/json/JSONInterceptorTest.java,0,0,0,502,0,1,6,0,0,52,0,0,37,25,21,15,41.1875
plugins/osgi/src/test/java/org/apache/struts2/osgi/action/ServiceAction.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2.125
core/src/main/java/org/apache/struts2/views/velocity/components/ComponentDirective.java,29,0,0,1,0,0,0,0,0,0,0,0,0,3,0,44,4.8125
plugins/embeddedjsp/src/main/java/org/apache/struts2/el/parser/NodeVisitor.java,0,0,0,0,25,0,0,0,0,0,0,0,0,30,0,0,3.4375
core/src/test/java/com/opensymphony/xwork2/interceptor/ScopedModelDrivenInterceptorTest.java,0,0,0,0,0,0,0,0,0,0,0,234,0,33,0,18,17.8125
trunk/core/src/main/java/org/apache/struts2/views/tiles/TilesResult.java,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
trunk/core/src/test/java/org/apache/struts2/RequestUtilsTest.java,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0625
plugins/config-browser/src/main/java/org/apache/struts2/config_browser/ActionNamesAction.java,99,15,15,3,16,0,0,37,3,0,0,0,0,3,0,2,12.0625
trunk/apps/showcase/src/main/java/org/apache/struts2/showcase/DateAction.java,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
trunk/extras/src/main/java/org/apache/struts2/views/jasperreports/OgnlValueStackShadowMap.java,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.625
plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/JspCompilationContext.java,0,0,0,631,1350,25,0,2,0,0,0,63,0,35,0,0,131.625
plugins/gxp/src/main/java/org/apache/struts2/views/gxp/AbstractGxpResult.java,0,0,0,0,126,0,0,0,0,0,0,24,0,2,0,0,9.5
core/src/main/java/com/opensymphony/xwork2/CompositeTextProvider.java,0,0,0,0,0,0,0,0,0,0,0,266,0,19,0,0,17.8125
core/src/test/java/org/apache/struts2/views/jsp/ui/StrutsBodyContent.java,25,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,2.25
core/src/main/java/org/apache/struts2/components/template/BaseTemplateEngine.java,59,0,7,1,0,130,8,0,33,0,0,25,0,5,0,0,16.75
trunk/core/src/main/java/org/apache/struts2/impl/InterceptorAdapter.java,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0625
core/src/main/java/org/apache/struts2/portlet/result/PortletActionRedirectResult.java,0,238,238,0,0,0,0,0,0,0,0,0,0,0,0,0,29.75
core/src/main/java/com/opensymphony/xwork2/util/location/Location.java,0,0,0,0,0,0,0,0,0,0,0,69,0,29,0,0,6.125
xwork-core/src/main/java/com/opensymphony/xwork2/config/providers/InterceptorBuilder.java,0,0,0,0,215,0,8,7,0,0,14,220,0,0,0,0,29
core/src/main/java/org/apache/struts2/components/table/SortFilterModel.java,196,199,199,0,0,0,0,0,0,0,0,0,0,0,0,0,37.125
plugins/dojo/src/main/java/org/apache/struts2/dojo/views/freemarker/tags/AutocompleterModel.java,44,44,44,3,0,0,0,0,0,0,0,45,0,0,0,0,11.25
plugins/oval/src/test/java/org/apache/struts2/oval/interceptor/SimpleFieldOGNLExpression.java,0,0,0,41,0,0,0,0,0,0,0,0,0,5,0,0,2.875
core/src/main/java/org/apache/struts2/components/OptionTransferSelect.java,956,2,10,1,0,0,4,18,0,0,0,37,0,3,0,0,64.4375
core/src/main/java/org/apache/struts2/views/velocity/StrutsVelocityServlet.java,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4375
core/src/main/java/org/apache/struts2/components/Label.java,57,7,7,17,0,0,0,0,0,0,0,10,0,3,0,2,6.4375
core/src/main/java/org/apache/struts2/components/template/JspTemplateEngine.java,43,0,16,1,0,0,12,0,0,0,0,23,0,3,0,0,6.125
xwork-core/src/test/java/com/opensymphony/xwork2/config/providers/SomeUnknownHandler.java,0,0,0,0,48,0,0,0,0,0,0,48,0,0,0,0,6
core/src/main/java/org/apache/struts2/result/VelocityResult.java,0,0,0,0,0,0,0,0,0,0,0,241,0,4,0,237,30.125
core/src/main/java/com/opensymphony/xwork2/util/fs/StrutsJarURLConnection.java,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,11.9375
core/src/main/java/org/apache/struts2/dispatcher/filter/StrutsPrepareAndExecuteFilter.java,0,0,0,0,0,0,0,0,0,0,0,126,36,2,0,1,10.3125
apps/showcase/src/main/java/org/apache/struts2/showcase/UITagExample.java,337,7,7,0,0,0,20,600,0,0,0,0,0,0,0,0,60.6875
core/src/test/java/org/apache/struts2/views/jsp/StrutsMockHttpServletResponse.java,72,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,5.75
core/src/main/java/org/apache/struts2/views/jsp/ui/HiddenTag.java,33,0,0,1,0,0,0,0,0,0,0,0,0,4,0,9,2.9375
plugins/dojo/src/test/java/org/apache/struts2/dojo/views/jsp/ui/StrutsMockServletContext.java,161,161,161,3,0,0,0,0,0,0,0,162,0,0,0,0,40.5
plugins/dojo/src/main/java/org/apache/struts2/dojo/views/jsp/ui/AbstractValidateTag.java,45,45,45,26,0,0,0,0,0,0,0,49,0,0,0,0,13.125
trunk/core/src/test/java/org/apache/struts2/dispatcher/VelocityResultTest.java,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9375
xwork-core/src/main/java/com/opensymphony/xwork2/config/ContainerProvider.java,0,0,0,0,57,0,0,0,0,0,0,57,0,0,0,0,7.125
xwork-core/src/test/java/com/opensymphony/xwork2/interceptor/annotations/AllowingByDefaultAction.java,0,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,2.875
trunk/core/src/main/java/org/apache/struts2/views/freemarker/tags/ElseIfModel.java,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5625
trunk/core/src/main/java/org/apache/struts2/components/Param.java,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9375
xwork-core/src/main/java/com/opensymphony/xwork2/util/finder/ClassFinderFactory.java,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,3.625
core/src/test/java/org/apache/struts2/views/jsp/SortIteratorTagTest.java,37,0,0,1,0,0,0,0,0,0,0,4,0,3,0,155,12.5
core/src/test/java/org/apache/struts2/portlet/util/PortletUrlHelperTest.java,156,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0,29.625
core/src/main/java/org/apache/struts2/components/ClosingUIBean.java,35,0,6,1,0,0,0,13,0,0,0,6,0,3,0,1,4.0625
plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/el/JspELException.java,0,0,0,0,26,0,0,0,0,0,0,0,0,30,0,0,3.5
core/src/main/java/org/apache/struts2/interceptor/FetchMetadataInterceptor.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,6.625
