Class,activemq-4.1.0,activemq-5.0.0,activemq-5.1.0,activemq-5.2.0,activemq-5.3.0,activemq-5.4.0,activemq-5.5.0,activemq-5.6.0,activemq-5.7.0,activemq-5.8.0,activemq-5.9.0,activemq-5.10.0,activemq-5.11.0,activemq-5.12.0,activemq-5.13.0,activemq-5.14.0,activemq-5.15.0,activemq-5.16.0,activemq-5.17.0,average
activemq-unit-tests/src/test/java/org/apache/activemq/usecases/DurableSubInBrokerNetworkTest.java,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,9.842105263
activemq-unit-tests/src/test/java/org/apache/activemq/bugs/TempStoreDataCleanupTest.java,0,0,0,0,0,0,0,0,0,261,0,4,0,0,0,0,0,0,0,13.94736842
activemq-core/src/main/java/org/apache/activemq/broker/jmx/CompositeDataConstants.java,0,0,0,42,0,0,4,0,0,44,0,0,0,0,0,0,0,0,0,4.736842105
activemq-openwire-legacy/src/main/java/org/apache/activemq/openwire/v4/BrokerIdMarshaller.java,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,6.789473684
activemq-unit-tests/src/test/java/org/apache/activemq/broker/ft/QueueMasterSlaveTestUsingSharedFileTest.java,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,2.315789474
activemq-unit-tests/src/test/java/org/apache/activemq/command/ActiveMQBytesMessageTest.java,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,24,0,26.94736842
activemq-camel/src/test/java/org/apache/activemq/camel/JmsJdbcXALoadTest.java,0,0,0,0,0,0,0,0,151,0,0,151,0,0,0,0,0,0,0,15.89473684
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/tree/TreeIndex.java,0,416,4,2,0,0,8,0,0,420,0,0,0,0,0,0,0,0,0,44.73684211
activemq-core/src/test/java/org/apache/activemq/perf/SimpleNonPersistentQueueNetworkTest.java,0,0,83,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,8.736842105
activemq-kahadb-store/src/main/java/org/apache/activemq/store/kahadb/disk/util/LinkedNode.java,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,16.84210526
activemq-core/src/test/java/org/apache/activemq/openwire/v7/ConsumerInfoTest.java,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.105263158
assembly/src/test/java/org/apache/activemq/usecases/ThreeBrokerTopicNetworkUsingTcpTest.java,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.473684211
activemq-broker/src/main/java/org/apache/activemq/broker/region/policy/MessageEvictionStrategy.java,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,2.368421053
activemq-core/src/main/java/org/apache/activemq/security/AuthorizationPlugin.java,11,3,0,0,0,0,2,0,0,56,0,0,0,0,0,0,0,0,0,3.789473684
activemq-pool/src/main/java/org/apache/activemq/pool/ActiveMQResourceManager.java,0,0,0,139,0,0,6,53,0,0,165,0,0,0,0,0,0,0,0,19.10526316
kahadb/src/main/java/org/apache/kahadb/index/HashIndex.java,0,0,0,0,480,0,8,2,0,480,0,0,0,0,0,0,0,0,0,51.05263158
activemq-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/CppHeadersGenerator.java,150,220,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19.57894737
activemq-core/src/test/java/org/apache/activemq/openwire/v9/ConnectionInfoTest.java,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.105263158
activemq-amqp/src/test/java/org/apache/activemq/transport/amqp/JMSLargeMessageSendRecvTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,26,124,0,13.52631579
activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/hash/HashPageInfo.java,0,112,21,0,0,0,2,0,0,121,0,0,0,0,0,0,0,0,0,13.47368421
activemq-core/src/main/java/org/apache/activemq/state/ConsumerState.java,11,5,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,2.631578947
activemq-unit-tests/src/test/java/org/apache/activemq/openwire/v9/MessagePullTest.java,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052631579
activemq-core/src/test/java/org/apache/activemq/transport/tcp/SslContextNBrokerServiceTest.java,0,0,0,136,2,0,6,0,0,138,0,0,0,0,0,0,0,0,0,14.84210526
activemq-web-demo/src/test/java/org/apache/activemq/web/JettyServer.java,0,0,0,0,0,80,2,8,0,0,0,0,0,0,7,0,0,0,0,5.105263158
activemq-client/src/main/java/org/apache/activemq/openwire/v10/ConnectionIdMarshaller.java,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,6.789473684
activemq-core/src/test/java/org/apache/activemq/openwire/v6/ShutdownInfoTest.java,0,0,0,0,0,55,2,0,0,55,0,0,0,0,0,0,0,0,0,5.894736842
activemq-core/src/test/java/org/apache/activemq/network/jms/TopicBridgeStandaloneReconnectTest.java,0,0,0,0,0,0,0,363,0,363,0,0,0,0,0,0,0,0,0,38.21052632
activemq-openwire-legacy/src/main/java/org/apache/activemq/openwire/v5/ExceptionResponseMarshaller.java,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,6.789473684
activemq-broker/src/test/java/org/apache/activemq/util/DefaultTestAppender.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,49,6.947368421
activemq-core/src/main/java/org/apache/activemq/transport/discovery/zeroconf/ZeroconfDiscoveryAgent.java,0,0,0,0,0,0,0,237,19,240,0,0,0,0,0,0,0,0,0,26.10526316
activemq-karaf-itest/src/test/java/org/apache/activemq/karaf/itest/AbstractJmsFeatureTest.java,0,0,0,0,0,0,0,0,0,0,72,17,11,0,0,0,80,0,0,9.473684211
activemq-kahadb-store/src/test/java/org/apache/activemq/store/kahadb/disk/journal/PreallocationJournalLatencyTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,4.578947368
activemq-core/src/main/java/org/apache/activemq/transport/TransportSupport.java,34,24,14,0,7,42,8,0,0,138,0,0,0,0,0,0,0,0,0,14.05263158
activemq-jpa-store/src/test/java/org/apache/activemq/broker/store/QuickJPAStoreLoadTester.java,0,46,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.842105263
activemq-client/src/main/java/org/apache/activemq/openwire/v9/ActiveMQBytesMessageMarshaller.java,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052631579
activemq-core/src/main/java/org/apache/activemq/blob/BlobDownloadStrategy.java,0,0,0,0,31,2,0,0,0,33,0,0,0,0,0,0,0,0,0,3.473684211
activemq-core/src/test/java/org/apache/activemq/broker/BrokerRestartTestSupport.java,11,14,5,0,0,9,0,13,0,68,0,0,0,0,0,0,0,0,0,6.315789474
activemq-openwire-legacy/src/main/java/org/apache/activemq/openwire/v8/MessageIdMarshaller.java,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.052631579
activemq-kahadb-store/src/test/java/org/apache/activemq/store/kahadb/disk/journal/DataFileAppenderNoSpaceNoBatchTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,6,0,10.36842105
activemq-unit-tests/src/test/java/org/apache/activemq/network/DrainBridgeTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,22,0,6.894736842
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/JDBCTopicMessageStore.java,0,0,0,0,0,0,0,0,0,412,0,2,4,2,31,8,0,4,0,24.36842105
activemq-unit-tests/src/test/java/org/apache/activemq/transport/tcp/SslContextNBrokerServiceTest.java,0,0,0,0,0,0,0,0,0,138,54,27,6,0,0,0,0,0,0,11.84210526
activemq-core/src/test/java/org/apache/activemq/test/rollback/CloseRollbackRedeliveryQueueTest.java,0,0,0,0,134,0,6,0,0,134,0,0,0,0,0,0,0,0,0,14.42105263
activemq-amqp/src/test/java/org/apache/activemq/transport/amqp/client/AmqpClient.java,0,0,0,0,0,0,0,0,0,0,0,0,0,233,38,2,22,0,0,15.52631579
activemq-core/src/test/java/org/apache/activemq/store/kahadb/TempKahaDBStoreBrokerTest.java,0,0,0,0,59,0,2,0,0,59,0,0,0,0,0,0,0,0,0,6.315789474
assembly/src/test/java/org/apache/activemq/usecases/MultiBrokersMultiClientsTest.java,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.421052632
activemq-unit-tests/src/test/java/org/apache/activemq/bugs/MessageExpiryTimeDifferenceTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,11.78947368
activemq-unit-tests/src/test/java/org/apache/activemq/usecases/RequestReplyNoAdvisoryNetworkTest.java,0,0,0,0,0,0,0,0,0,278,9,0,0,0,0,0,0,0,0,15.10526316
activemq-core/src/main/java/org/apache/activemq/broker/jmx/AbortSlowConsumerStrategyView.java,0,0,0,0,0,118,6,0,0,118,0,0,0,0,0,0,0,0,0,12.73684211
activemq-core/src/test/java/org/apache/activemq/openwire/v4/RemoveInfoTest.java,0,0,0,0,56,0,2,0,0,56,0,0,0,0,0,0,0,0,0,6
activemq-unit-tests/src/test/java/org/apache/activemq/LoadTestBurnIn.java,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,9
activemq-core/src/test/java/org/apache/activemq/kaha/Loader.java,24,110,2,0,0,0,8,0,0,116,0,0,0,0,0,0,0,0,0,13.68421053
activemq-broker/src/main/java/org/apache/activemq/broker/region/DestinationFactoryImpl.java,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,8.315789474
activemq-broker/src/main/java/org/apache/activemq/store/TransactionIdTransformer.java,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1.210526316
activemq-unit-tests/src/test/java/org/apache/activemq/openwire/v3/NetworkBridgeFilterTest.java,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,2.736842105
activemq-core/src/main/java/org/apache/activemq/openwire/v5/ActiveMQTopicMarshaller.java,0,0,0,0,114,0,2,0,0,114,0,0,0,0,0,0,0,0,0,12.10526316
activemq-openwire-legacy/src/main/java/org/apache/activemq/openwire/v3/FlushCommandMarshaller.java,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,6.052631579
activemq-client/src/main/java/org/apache/activemq/openwire/v11/ConnectionInfoMarshaller.java,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,10.57894737
activemq-jms-pool/src/test/java/org/apache/activemq/jms/pool/PooledConnectionTempDestCleanupTest.java,0,0,0,0,0,0,0,0,0,0,223,0,0,50,0,20,0,0,0,15.42105263
activemq-core/src/test/java/org/apache/activemq/usecases/PublishOnQueueConsumedMessageUsingActivemqXMLTest.java,114,54,0,0,0,0,8,14,0,90,0,0,0,0,0,0,0,0,0,14.73684211
activemq-core/src/main/java/org/apache/activemq/store/journal/JournalTransactionStore.java,11,218,0,0,0,19,2,0,0,350,0,0,0,0,0,0,0,0,0,31.57894737
activemq-core/src/test/java/org/apache/activemq/openwire/v6/TransactionInfoTest.java,0,0,0,0,0,58,2,0,0,58,0,0,0,0,0,0,0,0,0,6.210526316
activemq-core/src/main/java/org/apache/activemq/openwire/v6/WireFormatInfoMarshaller.java,0,0,0,0,0,154,2,0,0,154,0,0,0,0,0,0,0,0,0,16.31578947
activemq-kahadb-store/src/main/java/org/apache/activemq/store/kahadb/disk/util/BytesMarshaller.java,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,2.894736842
assembly/src/release/example/src/Log4jJMSAppenderExample.java,0,0,0,0,70,0,0,0,0,0,70,0,0,0,0,0,0,0,0,7.368421053
activemq-openwire-legacy/src/main/java/org/apache/activemq/openwire/v6/SessionIdMarshaller.java,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,7.052631579
activemq-core/src/test/java/org/apache/activemq/management/TimeStatisticTest.java,11,8,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,4.947368421
activemq-core/src/main/java/org/apache/activemq/broker/TransportStatusDetector.java,14,97,0,0,0,0,8,0,0,124,0,0,0,0,0,0,0,0,0,12.78947368
activemq-core/src/main/java/org/apache/activemq/openwire/v1/ConsumerInfoMarshaller.java,33,84,0,0,0,0,2,0,0,242,0,0,0,0,0,0,0,0,0,19
activemq-core/src/test/java/org/apache/activemq/openwire/v5/ProducerInfoTest.java,0,0,0,0,66,0,2,0,0,66,0,0,0,0,0,0,0,0,0,7.052631579
activemq-core/src/main/java/org/apache/activemq/openwire/v8/SessionIdMarshaller.java,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.105263158
activeio/activeio-oneport-openorb/src/main/java/org/apache/activeio/oneport/openorb/OpenORBOpenPortSocketFactory.java,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.052631579
activemq-core/src/main/java/org/apache/activemq/store/kahadaptor/StoreEntryMarshaller.java,47,20,0,0,0,0,2,0,0,45,0,0,0,0,0,0,0,0,0,6
activemq-unit-tests/src/test/java/org/apache/activemq/usecases/QueueConsumerCloseAndReconnectTest.java,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,1.368421053
activemq-core/src/test/java/org/apache/activemq/store/jdbc/JDBCXACommitExceptionTest.java,0,0,0,0,0,0,157,0,0,157,0,0,0,0,0,0,0,0,0,16.52631579
activemq-unit-tests/src/test/java/org/apache/activemq/transport/auto/AutoSslTransportBrokerTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,3.368421053
activemq-core/src/main/java/org/apache/activemq/openwire/v7/RemoveSubscriptionInfoMarshaller.java,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.105263158
activemq-unit-tests/src/test/java/org/apache/activemq/openwire/v9/FlushCommandTest.java,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052631579
activemq-core/src/test/java/org/apache/activemq/network/SSHTunnelNetworkReconnectTest.java,91,155,0,0,0,0,6,0,0,94,0,0,0,0,0,0,0,0,0,18.21052632
activemq-client/src/main/java/org/apache/activemq/openwire/OpenWireFormat.java,0,0,0,0,0,0,0,0,0,680,0,97,0,44,0,5,0,0,41,45.63157895
activemq-core/src/main/java/org/apache/activemq/openwire/v1/BaseDataStreamMarshaller.java,93,429,3,0,0,0,0,0,0,645,0,0,0,0,0,0,0,0,0,61.57894737
activemq-core/src/main/java/org/apache/activemq/openwire/v7/JournalTraceMarshaller.java,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.105263158
activemq-broker/src/main/java/org/apache/activemq/memory/list/DestinationBasedMessageList.java,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,5.157894737
activemq-jaas/src/test/java/org/apache/activemq/jaas/GuestLoginModuleTest.java,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,4.842105263
activemq-core/src/test/java/org/apache/activemq/openwire/v3/ConnectionErrorTest.java,0,51,0,0,0,0,2,0,0,51,0,0,0,0,0,0,0,0,0,5.473684211
activemq-client/src/main/java/org/apache/activemq/openwire/v11/ActiveMQDestinationMarshaller.java,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,6
activemq-unit-tests/src/test/java/org/apache/activemq/JmsTestSupport.java,0,0,0,0,0,0,0,0,0,186,0,0,0,6,0,0,0,0,0,10.10526316
activemq-amqp/src/main/java/org/apache/activemq/transport/amqp/IAmqpProtocolConverter.java,0,0,0,0,0,0,0,0,0,0,36,6,4,38,0,0,0,0,0,4.421052632
activemq-core/src/test/java/org/apache/activemq/openwire/v7/RemoveInfoTest.java,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.105263158
activemq-core/src/main/java/org/apache/activemq/network/NetworkBridgeFilterFactory.java,0,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,2.947368421
activemq-core/src/test/java/org/apache/activemq/broker/policy/IndividualDeadLetterTest.java,11,11,0,5,0,54,8,0,0,107,0,0,0,0,0,0,0,0,0,10.31578947
assembly/src/test/java/org/apache/activemq/config/BrokerXmlConfigTest.java,11,61,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,7.157894737
activemq-client/src/main/java/org/apache/activemq/openwire/v10/MessageAckMarshaller.java,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,8.526315789
activemq-core/src/main/java/org/apache/activemq/broker/scheduler/SchedulerBroker.java,0,0,0,0,0,204,143,138,0,313,0,0,0,0,0,0,0,0,0,42
activemq-core/src/test/java/org/apache/activemq/usecases/DurableSubSelectorDelayTest.java,0,0,0,0,0,0,0,309,0,309,0,0,0,0,0,0,0,0,0,32.52631579
activemq-core/src/main/java/org/apache/activemq/util/ServiceStopper.java,11,29,0,0,0,0,8,0,0,99,0,0,0,0,0,0,0,0,0,7.736842105
activemq-core/src/main/java/org/apache/activemq/openwire/v3/LastPartialCommandMarshaller.java,0,115,0,0,0,0,2,0,0,115,0,0,0,0,0,0,0,0,0,12.21052632
activemq-unit-tests/src/test/java/org/apache/activemq/BrokerDurableRejectedTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,6.526315789
activemq-core/src/main/java/org/apache/activemq/usage/Usage.java,0,419,8,0,52,101,8,11,0,417,0,0,0,0,0,0,0,0,0,53.47368421
activemq-tooling/maven-activemq-perf-plugin/src/main/java/org/apache/activemq/tool/properties/JmsConsumerProperties.java,79,5,0,0,0,0,9,12,0,97,0,0,0,0,0,0,0,0,0,10.63157895
activemq-leveldb-store/src/test/java/org/apache/activemq/leveldb/test/IndexRebuildTest.java,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,128,13.47368421
activemq-core/src/main/java/org/apache/activemq/ActiveMQTopicSubscriber.java,11,11,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,8.894736842
activemq-unit-tests/src/test/java/org/apache/activemq/broker/util/PluginBrokerTest.java,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,4.631578947
activemq-web-console/src/test/java/org/apache/activemq/web/tool/Main.java,11,28,0,0,0,13,2,0,0,5,1,0,9,0,18,1,0,0,0,4.631578947
activemq-client/src/main/java/org/apache/activemq/command/BrokerId.java,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,3.789473684
activemq-core/src/main/java/org/apache/activemq/proxy/ProxyConnection.java,16,44,0,0,0,0,15,0,0,122,0,0,0,0,0,0,0,0,0,10.36842105
activemq-unit-tests/src/test/java/org/apache/activemq/selector/SelectorParserTest.java,0,0,0,0,0,0,0,0,0,73,19,0,0,0,0,0,0,0,0,4.842105263
assembly/src/release/examples/openwire/ecommerce/src/TransactionsDemo.java,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,47,0,4.947368421
activemq-unit-tests/src/test/java/org/apache/activemq/perf/SlowConsumerTopicTest.java,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,3.894736842
activemq-amq-store/src/main/java/org/apache/activemq/kaha/ListContainer.java,0,0,0,0,0,0,0,0,0,186,186,0,0,0,0,0,0,0,0,19.57894737
activemq-core/src/test/java/org/apache/activemq/openwire/v9/SessionInfoTest.java,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.105263158
activemq-unit-tests/src/test/java/org/apache/activemq/perf/SimpleNonPersistentQueueNetworkTest.java,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,4.368421053
activemq-core/src/test/java/org/apache/activemq/store/MessagePriorityTest.java,0,0,0,0,0,186,216,214,0,554,0,0,0,0,0,0,0,0,0,61.57894737
activemq-unit-tests/src/test/java/org/apache/activemq/proxy/AMQ4889Test.java,0,0,0,0,0,0,0,0,0,0,0,135,0,80,0,0,47,0,0,13.78947368
activemq-optional/src/main/java/org/apache/activemq/transport/ws/WSTransportServer.java,0,0,0,0,0,106,0,52,49,103,0,0,0,0,0,0,0,0,0,16.31578947
activemq-client/src/main/java/org/apache/activemq/filter/ComparisonExpression.java,0,0,0,0,0,0,0,0,0,482,0,0,3,0,0,38,0,0,28,29
activemq-broker/src/main/java/org/apache/activemq/broker/view/DestinationDotFilePlugin.java,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,2.578947368
activemq-unit-tests/src/test/java/org/apache/activemq/openwire/v2/ProducerInfoTest.java,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,2.894736842
activemq-shiro/src/main/java/org/apache/activemq/shiro/ShiroPlugin.java,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,12.94736842
activemq-openwire-generator/src/main/java/org/apache/activemq/openwire/tool/CppMarshallingHeadersGenerator.java,185,286,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24.89473684
activemq-client/src/main/java/org/apache/activemq/command/ConsumerId.java,0,0,0,0,0,0,0,0,0,122,11,0,0,0,0,0,0,0,0,7
activemq-unit-tests/src/test/java/org/apache/activemq/bugs/embedded/ThreadExplorer.java,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,2,0,6,9.263157895
activemq-unit-tests/src/test/java/org/apache/activemq/broker/NioQueueSubscriptionTest.java,0,0,0,0,0,0,0,0,0,129,0,35,0,0,0,0,0,0,0,8.631578947
activemq-core/src/test/java/org/apache/activemq/transport/vm/VMTransportBrokerTest.java,11,6,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,2.842105263
activemq-xmpp/src/main/java/org/apache/activemq/transport/xmpp/ProtocolConverter.java,605,290,0,0,0,116,6,0,0,0,669,0,0,0,0,0,0,0,0,88.73684211
activemq-core/src/test/java/org/apache/activemq/usecases/MessageGroupNewConsumerTest.java,0,0,0,0,178,0,6,0,0,178,0,0,0,0,0,0,0,0,0,19.05263158
activemq-ra/src/test/java/org/apache/activemq/ra/ActiveMQResourceAdapterJavaBeanEqualityTest.java,11,18,0,0,0,0,2,0,0,0,0,0,0,32,0,0,0,0,0,3.315789474
activemq-openwire-legacy/src/main/java/org/apache/activemq/openwire/v7/ResponseMarshaller.java,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052631579
activemq-console/src/main/java/org/apache/activemq/console/command/store/amq/CommandLineSupport.java,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,6.473684211
activemq-core/src/test/java/org/apache/activemq/openwire/v3/TransactionInfoTest.java,0,52,0,0,0,0,2,0,0,52,0,0,0,0,0,0,0,0,0,5.578947368
activemq-core/src/test/java/org/apache/activemq/bugs/AMQ3678Test.java,0,0,0,0,0,0,0,220,0,220,0,0,0,0,0,0,0,0,0,23.15789474
activemq-web/src/test/java/org/apache/activemq/web/JettyServer.java,11,35,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,6.789473684
activemq-unit-tests/src/test/java/org/apache/activemq/usecases/TopicSubscriptionZeroPrefetchTest.java,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,177,34,0,17.21052632
activemq-client/src/main/java/org/apache/activemq/openwire/v12/ResponseMarshaller.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,6.736842105
activemq-unit-tests/src/test/java/org/apache/activemq/transport/tcp/TcpTransportInactiveDuringHandshakeTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,29,12.31578947
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ActiveMQBytesMessageMarshaller.java,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,6.052631579
activemq-core/src/test/java/org/apache/activemq/openwire/v4/JournalTopicAckTest.java,0,0,0,0,61,0,2,0,0,61,0,0,0,0,0,0,0,0,0,6.526315789
activemq-broker/src/main/java/org/apache/activemq/broker/jmx/ManagedTempQueueRegion.java,0,0,0,0,0,0,0,0,0,67,1,0,0,0,0,0,0,0,0,3.578947368
activemq-console/src/main/java/org/apache/activemq/console/filter/RegExQueryFilter.java,11,41,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3.631578947
activemq-mqtt/src/main/java/org/apache/activemq/transport/mqtt/MQTTSslTransportFactory.java,0,0,0,0,0,0,0,0,0,76,0,6,15,0,0,0,0,0,0,5.105263158
activemq-kahadb-store/src/main/java/org/apache/activemq/store/kahadb/disk/index/Index.java,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,5.947368421
activemq-ra/src/test/java/org/apache/activemq/ra/UnsubscribeResubscribeTest.java,0,0,0,0,77,0,2,0,0,0,0,0,2,21,0,8,0,0,0,5.789473684
activemq-unit-tests/src/test/java/org/apache/activemq/security/AbstractCachedLDAPAuthorizationModuleTest.java,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,2,0,3.421052632
activemq-console/src/main/java/org/apache/activemq/console/filter/WildcardToRegExTransformFilter.java,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.157894737
activemq-unit-tests/src/test/java/org/apache/activemq/MessageEvictionTest.java,0,0,0,0,0,0,0,0,0,283,71,0,0,0,0,1,0,0,0,18.68421053
activemq-core/src/test/java/org/apache/activemq/camel/component/ActiveMQReplyToHeaderUsingConverterTest.java,0,103,33,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.94736842
activemq-core/src/main/java/org/apache/activemq/util/TransactionTemplate.java,11,31,0,0,0,0,8,0,0,71,0,0,0,0,0,0,0,0,0,6.368421053
activemq-broker/src/main/java/org/apache/activemq/util/ThreadTracker.java,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,5.526315789
activemq-core/src/main/java/org/apache/activemq/store/kahadaptor/KahaTransaction.java,24,81,0,0,0,0,22,0,0,119,0,0,0,0,0,0,0,0,0,12.94736842
activemq-core/src/main/java/org/apache/activemq/openwire/v8/BaseCommandMarshaller.java,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.105263158
activemq-web/src/main/java/org/apache/activemq/web/MessageListenerServlet.java,100,322,0,1,0,119,229,89,14,0,38,0,0,0,0,0,0,0,0,48
activemq-stomp/src/test/java/org/apache/activemq/transport/stomp/Stomp11SslAuthTest.java,0,0,0,0,0,0,0,0,0,60,0,0,0,25,0,0,0,0,0,4.473684211
activemq-openwire-legacy/src/main/java/org/apache/activemq/openwire/v6/ConnectionInfoMarshaller.java,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,10.31578947
activemq-unit-tests/src/test/java/org/apache/activemq/openwire/v4/TransactionIdTestSupport.java,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,2.473684211
activeio/activeio-core/src/main/java/org/apache/activeio/xnet/ServerService.java,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.894736842
activemq-openwire-legacy/src/main/java/org/apache/activemq/openwire/v2/DiscoveryEventMarshaller.java,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,7.105263158
activemq-core/src/main/java/org/apache/activemq/broker/region/cursors/PendingList.java,0,0,0,0,0,31,0,86,0,111,0,0,0,0,0,0,0,0,0,12
activemq-unit-tests/src/test/java/org/apache/activemq/openwire/v1/IntegerResponseTest.java,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,2.473684211
activemq-unit-tests/src/test/java/org/apache/activemq/bugs/SparseAckReplayAfterStoreCleanupLevelDBStoreTest.java,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,9,0,0,39,4.105263158
