Class,cxf-2.2,cxf-2.3.0,cxf-2.4.0,cxf-2.5.0,cxf-2.6.0,cxf-2.7.0,cxf-3.0.0,cxf-3.1.0,cxf-3.2.0,cxf-3.3.0,cxf-3.4.0,cxf-3.5.0,cxf-3.5.3,average
tools/corba/src/main/java/org/apache/cxf/tools/corba/common/idltypes/IdlAttribute.java,0,0,0,0,0,0,0,0,8,0,0,0,0,0.615384615
systests/rs-security/src/test/java/org/apache/cxf/systest/jaxrs/security/saml/SecureBookStore.java,0,0,0,48,0,0,0,0,6,0,0,0,0,4.153846154
rt/ws/security/src/main/java/org/apache/cxf/ws/security/trust/DefaultSymmetricBinding.java,0,0,0,0,0,0,66,0,8,0,0,0,0,5.692307692
core/src/main/java/org/apache/cxf/endpoint/ClientLifeCycleManager.java,0,0,0,0,0,0,28,0,2,0,0,0,0,2.307692308
rt/ws/security/src/test/java/org/apache/cxf/ws/security/wss4j/SignatureConfirmationTest.java,0,12,22,0,0,0,8,11,97,3,40,4,0,15.15384615
rt/features/metrics/src/main/java/org/apache/cxf/metrics/micrometer/MicrometerMetricsProvider.java,0,0,0,0,0,0,0,0,0,0,0,99,0,7.615384615
rt/ws/security/src/main/java/org/apache/cxf/ws/security/cache/MemoryReplayCacheFactory.java,0,0,0,0,35,0,35,0,0,0,0,0,0,5.384615385
systests/ws-security/src/test/java/org/apache/cxf/systest/ws/policy/JavaFirstPolicyServiceTest.java,0,0,0,0,0,123,500,0,49,8,36,0,0,55.07692308
core/src/main/java/org/apache/cxf/helpers/HttpHeaderHelper.java,0,0,0,0,0,0,135,0,38,21,0,0,0,14.92307692
distribution/src/main/release/samples/sts_issue_operation/src/main/java/demo/sts/provider/token/TokenException.java,0,0,37,37,0,0,0,0,0,0,0,0,0,5.692307692
systests/src/test/java/org/apache/cxf/systest/mtom/EchoService.java,0,45,0,0,0,0,0,0,0,0,0,0,0,3.461538462
rt/rs/client/src/test/java/org/apache/cxf/jaxrs/resources/BookStoreSubresourcesOnly.java,0,0,0,0,0,0,54,0,14,0,0,0,0,5.230769231
rt/rs/extensions/providers/src/test/java/org/apache/cxf/jaxrs/resources/jaxb/package-info.java,0,0,0,0,21,5,0,0,0,0,0,0,0,2
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/AbstractJAXRSFactoryBean.java,225,117,123,9,4,18,60,18,125,4,1,0,0,54.15384615
services/sts/systests/advanced/src/test/java/org/apache/cxf/systest/sts/claims/Server.java,0,0,0,46,0,0,0,0,0,0,0,46,0,7.076923077
rt/rs/security/sso/oidc/src/main/java/org/apache/cxf/rs/security/oidc/idp/FormIdTokenResponse.java,0,0,0,0,0,0,0,0,32,0,0,0,0,2.461538462
distribution/src/main/release/samples/jax_rs/search/src/main/java/demo/jaxrs/search/server/Catalog.java,0,0,0,0,0,0,0,318,112,2,7,0,0,33.76923077
distribution/src/main/release/samples/jax_rs/tracing_brave/src/main/java/demo/jaxrs/tracing/server/CatalogApplication.java,0,0,0,0,0,0,0,0,45,4,0,0,0,3.769230769
distribution/src/main/release/samples/jax_rs/spring_security/src/main/java/demo/jaxrs/service/Customer.java,0,0,0,43,0,0,0,0,0,0,0,0,0,3.307692308
rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/type/array/DuplicateArrayReturnItem.java,0,0,0,0,2,0,0,0,2,0,0,0,0,0.307692308
systests/uncategorized/src/test/java/org/apache/cxf/systest/corba/CorbaTimeoutTest.java,0,0,0,0,0,0,0,0,101,7,6,0,0,8.769230769
rt/management-web/src/main/java/org/apache/cxf/management/web/logging/atom/AtomPushEngineConfigurator.java,0,213,0,0,0,0,9,0,210,0,0,0,0,33.23076923
distribution/src/main/release/samples/sts/src/main/java/demo/wssec/client/Client.java,0,0,0,0,0,84,13,0,6,4,0,0,0,8.230769231
systests/databinding/src/test/java/org/apache/cxf/systest/jaxb/validators/PassedObject.java,0,0,0,0,0,0,55,0,0,0,0,0,0,4.230769231
rt/ws/transfer/src/test/java/org/apache/cxf/ws/transfer/integration/FragmentPutInsertAfterTest.java,0,0,0,0,0,0,0,0,194,12,0,0,0,15.84615385
distribution/src/main/release/samples/corba/bank_ws_addressing/src/corba/server/BankImpl.java,0,3,0,0,125,0,0,0,0,0,0,0,0,9.846153846
common/common/src/main/java/org/apache/cxf/helpers/NSStack.java,0,4,0,0,135,0,0,0,0,0,0,0,0,10.69230769
systests/src/test/java/org/apache/cxf/systest/swa/SwAServiceImpl.java,7,149,0,0,0,0,0,0,0,0,0,0,0,12
systests/src/test/java/org/apache/cxf/systest/bus/BusShutdownTest.java,0,108,0,0,0,0,0,0,0,0,0,0,0,8.307692308
rt/bindings/http/src/test/java/org/apache/cxf/binding/http/mtom/MtomTest.java,0,2,0,0,91,0,0,0,0,0,0,0,0,7.153846154
rt/rs/security/jose/src/main/java/org/apache/cxf/rs/security/jose/jwe/AesGcmContentDecryptionAlgorithm.java,0,0,0,0,0,0,0,41,41,0,0,0,0,6.307692308
systests/jaxws/src/test/java/org/apache/cxf/systest/jaxws/schemavalidation/PersonServiceRPC.java,0,0,0,0,0,0,0,45,0,0,0,0,0,3.461538462
systests/ws-security/src/test/java/org/apache/cxf/systest/ws/wssec11/server/StaxServer11Restricted.java,0,0,0,0,0,0,46,0,6,0,0,0,0,4
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/ManagedRMManager.java,0,0,0,87,14,13,0,0,14,2,0,0,0,10
systests/src/test/java/org/apache/cxf/systest/ws/addr_fromwsdl/WSAFromWSDLTest.java,2,157,0,0,0,0,0,0,0,0,0,0,0,12.23076923
api/src/main/java/org/apache/cxf/common/xmlschema/XmlSchemaInvalidOperation.java,0,0,0,0,33,0,33,0,0,0,0,0,0,5.076923077
distribution/src/main/release/samples/jaxws_graalvm_dynamic/client/src/main/java/org/apache/handlers/types/FaultDetail.java,0,0,0,0,0,0,0,0,0,0,0,84,0,6.461538462
systests/ws-security/src/test/java/org/apache/cxf/systest/ws/basicauth/Server.java,0,0,0,0,0,0,0,0,47,0,0,0,0,3.615384615
rt/javascript/src/main/java/org/apache/cxf/javascript/JavascriptQueryHandlerRegistry.java,0,48,0,0,0,0,0,0,0,0,0,0,0,3.692307692
rt/rs/security/jose-parent/jose/src/main/java/org/apache/cxf/rs/security/jose/jwe/JweJsonProducer.java,0,0,0,0,0,0,0,0,201,6,45,2,0,19.53846154
services/sts/systests/sts-osgi/src/main/java/org/apache/cxf/systest/sts/osgi/CommonCallbackHandler.java,0,0,0,0,0,0,0,0,56,2,0,0,0,4.461538462
rt/rs/security/jose/src/main/java/org/apache/cxf/rs/security/jose/jws/JwsSignatureProvider.java,0,0,0,0,0,0,0,31,31,0,0,0,0,4.769230769
systests/ws-security/src/test/java/org/apache/cxf/systest/ws/x509/DoubleItIntermediaryImpl.java,0,0,0,0,0,0,68,0,22,0,0,0,0,6.923076923
rt/ws/policy/src/main/java/org/apache/cxf/ws/policy/ServiceModelPolicyUpdater.java,0,127,6,0,0,0,71,0,6,2,0,0,0,16.30769231
rt/ws/eventing/src/test/java/org/apache/cxf/ws/eventing/integration/notificationapi/FireEvent.java,0,0,0,0,0,0,62,0,0,0,0,0,0,4.769230769
systests/uncategorized/src/test/java/org/apache/cxf/systest/beanincreationexception/TestBeanABOImpl.java,0,0,0,37,74,0,0,0,0,0,2,0,0,8.692307692
distribution/src/main/release/samples/ws_rm/src/main/java/demo/ws_rm/common/MessageLossSimulator.java,0,0,0,132,0,0,5,0,43,0,0,0,0,13.84615385
api/src/main/java/org/apache/cxf/feature/StaxTransformFeature.java,0,0,0,0,91,4,95,0,0,0,0,0,0,14.61538462
tools/wsdlto/core/src/main/java/org/apache/cxf/tools/wsdlto/core/RandomValueProvider.java,0,0,0,0,0,0,12,0,8,0,0,0,0,1.538461538
core/src/main/java/org/apache/cxf/common/util/ProxyHelper.java,0,0,0,0,0,0,88,0,56,69,3,4,0,16.92307692
rt/transports/http-undertow/src/test/java/org/apache/cxf/transport/http_undertow/UndertowHTTPTestHandler.java,0,0,0,0,0,0,0,0,78,0,2,0,0,6.153846154
common/common/src/test/java/org/apache/cxf/common/i18n/MessageTest.java,0,0,0,0,76,0,0,0,0,0,0,0,0,5.846153846
rt/frontend/js/src/main/java/org/apache/cxf/js/rhino/JsServiceFactoryBean.java,0,0,0,0,0,0,0,0,21,0,0,0,0,1.615384615
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/spring/NamespaceHandler.java,0,0,0,0,0,0,0,0,2,0,0,0,0,0.153846154
distribution/src/main/release/samples/aegis_standalone/src/org/apache/cxf/demo/aegis/types/Animal.java,31,0,0,31,0,0,0,0,0,0,0,0,0,4.769230769
rt/transports/http-hc/src/main/java/org/apache/cxf/transport/http/asyncclient/CXFHttpAsyncResponseConsumer.java,0,0,0,0,0,96,14,0,4,0,6,0,0,9.230769231
rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/provider/AtomFeedProviderTest.java,28,0,0,0,93,0,0,0,0,0,0,0,0,9.307692308
systests/tracing/src/test/java/org/apache/cxf/systest/jaxrs/tracing/opentracing/IsLogContaining.java,0,0,0,0,0,0,0,0,0,47,0,0,0,3.615384615
rt/bindings/xml/src/main/java/org/apache/cxf/binding/xml/interceptor/XMLMessageInInterceptor.java,2,34,0,0,0,0,2,0,31,0,0,0,0,5.307692308
rt/ws/transfer/src/main/java/org/apache/cxf/ws/transfer/resourcefactory/ResourceFactoryImpl.java,0,0,0,0,0,0,0,0,148,1,0,0,0,11.46153846
systests/cdi/base/src/main/java/org/apache/cxf/systests/cdi/base/BookStore.java,0,0,0,0,0,0,0,0,75,32,0,3,0,8.461538462
services/wsn/wsn-core/src/main/java/org/apache/cxf/wsn/NotificationBrokerMBean.java,0,0,0,0,35,0,0,0,10,0,0,0,0,3.461538462
systests/src/test/java/org/apache/cxf/systest/http_jetty/continuations/HelloWorker.java,67,67,0,0,0,0,0,0,0,0,0,0,0,10.30769231
integration/cdi/src/main/java/org/apache/cxf/cdi/DelegateContextAnnotatedType.java,0,0,0,0,0,0,0,0,0,185,0,0,0,14.23076923
rt/rs/security/oauth-parent/oauth2/src/test/java/org/apache/cxf/rs/security/oauth2/grants/code/JPACMTOAuthDataProviderTest.java,0,0,0,0,0,0,0,0,122,14,0,0,0,10.46153846
rt/rs/security/xml/src/main/java/org/apache/cxf/rs/security/saml/AbstractSamlInHandler.java,0,0,0,295,0,0,135,115,154,3,3,0,0,54.23076923
rt/transports/jms/src/main/java/org/apache/cxf/transport/jms/JMSDestination.java,601,125,13,18,43,21,420,27,44,56,25,0,0,107.1538462
api/src/main/java/org/apache/cxf/transport/Observable.java,0,7,2,0,0,0,39,0,0,0,0,0,0,3.692307692
rt/transports/http-jetty/src/main/java/org/apache/cxf/transport/http_jetty/blueprint/JettyServerEngineFactoryParser.java,0,0,0,0,93,0,22,54,28,23,0,0,0,16.92307692
rt/rs/microprofile-client/src/test/java/org/apache/cxf/microprofile/client/ClientHeadersTest.java,0,0,0,0,0,0,0,0,0,92,0,0,0,7.076923077
distribution/src/main/release/samples/wsdl_first_https/src/demo/hw_https/server/GreeterImpl.java,0,0,0,43,0,0,0,0,0,0,0,0,0,3.307692308
services/sts/sts-core/src/test/java/org/apache/cxf/sts/token/validator/JWTTokenValidatorTest.java,0,0,0,0,0,0,0,0,452,45,13,0,0,39.23076923
rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/ext/multipart/AttachmentTest.java,46,0,0,0,0,0,0,0,6,9,0,0,0,4.692307692
distribution/src/main/release/samples/wsdl_first_https/src/demo/hw_https/client/Client.java,42,0,0,88,0,0,0,0,0,0,0,0,0,10
rt/rs/client/src/main/java/org/apache/cxf/jaxrs/client/spec/ClientBuilderImpl.java,0,0,0,0,0,0,151,0,44,23,0,0,0,16.76923077
api/src/main/java/org/apache/cxf/interceptor/OutgoingChainInterceptor.java,0,0,0,0,223,0,223,0,0,0,0,0,0,34.30769231
systests/transport-undertow/src/test/java/org/apache/cxf/systest/http_undertow/http2/BookServerHttp2.java,0,0,0,0,0,0,0,0,0,0,0,45,0,3.461538462
systests/ws-specs/src/test/java/org/apache/cxf/systest/ws/addr_fromwsdl/Server.java,0,108,0,0,0,15,2,0,36,2,0,0,0,12.53846154
services/sts/systests/basic/src/test/java/org/apache/cxf/systest/sts/deployment/STSServer.java,0,0,0,46,0,0,0,0,8,0,0,24,0,6
rt/rs/security/jose-parent/jose/src/main/java/org/apache/cxf/rs/security/jose/jwe/AbstractJweEncryption.java,0,0,0,0,0,0,0,0,232,17,13,2,0,20.30769231
common/common/src/main/java/org/apache/cxf/helpers/FileUtils.java,7,47,8,13,316,0,0,0,0,0,0,0,0,30.07692308
systests/jaxws/src/test/java/org/apache/cxf/systest/handlers/ModifyNumberHandler.java,0,76,0,0,2,0,0,0,2,0,0,0,0,6.153846154
api/src/main/java/org/apache/cxf/staxutils/transform/IgnoreNamespacesWriter.java,0,0,0,0,47,0,47,0,0,0,0,0,0,7.230769231
api/src/main/java/org/apache/cxf/endpoint/Endpoint.java,0,0,0,0,0,4,58,0,0,0,0,0,0,4.769230769
rt/ws/security/src/main/java/org/apache/cxf/ws/security/policy/model/SecurityContextToken.java,90,0,0,16,0,0,106,0,0,0,0,0,0,16.30769231
rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/provider/SourceProviderTest.java,18,3,76,24,28,0,3,0,65,23,0,0,0,18.46153846
systests/transports/src/test/java/org/apache/cxf/systest/https/conduit/HTTPSProxyConduitTest.java,0,0,0,0,0,0,0,100,48,12,0,0,0,12.30769231
rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/AsyncResponseImplTest.java,0,0,0,0,0,0,0,0,162,10,28,0,0,15.38461538
services/sts/systests/advanced/src/test/java/org/apache/cxf/systest/sts/batch/STSServer.java,0,0,0,0,50,0,0,0,2,2,0,50,0,8
distribution/src/main/release/samples/wsdl_first_pure_xml/src/main/java/demo/hw/server/Server.java,0,0,0,42,0,0,0,0,0,6,0,0,0,3.692307692
maven-plugins/java2wadl-plugin/src/main/java/org/apache/cxf/maven_plugin/javatowadl/ParseJavaDocMojo.java,0,0,0,0,0,0,217,116,33,89,4,0,0,35.30769231
systests/uncategorized/src/test/java/org/apache/cxf/systest/soap/SoapActionGreeterImpl.java,0,38,0,0,0,0,0,0,2,0,0,0,0,3.076923077
api/src/main/java/org/apache/cxf/helpers/NSDecl.java,0,0,0,0,61,0,61,0,0,0,0,0,0,9.384615385
rt/ws/addr/src/test/java/org/apache/cxf/ws/addressing/soap/OneWayDecoupledFaultHandlerTest.java,0,0,73,0,2,73,0,0,0,0,0,0,0,11.38461538
systests/jaxws/src/test/java/org/apache/cxf/systest/provider/CXF4130Test.java,0,0,0,0,96,0,0,0,29,4,0,0,0,9.923076923
systests/src/test/java/org/apache/cxf/systest/jaxws/ServerMisc.java,23,120,0,0,0,0,0,0,0,0,0,0,0,11
systests/cdi/cdi-owb/cdi-multiple-apps-owb/src/test/java/org/apache/cxf/systest/jaxrs/cdi/jetty/JettyEmbeddedTest.java,0,0,0,0,0,0,0,0,49,3,0,0,0,4
tools/javato/ws/src/test/java/org/apache/cxf/tools/fortest/addr/AddressingFeatureException.java,0,0,0,0,1,0,0,0,0,0,0,0,0,0.076923077
rt/core/src/main/java/org/apache/cxf/clustering/SequentialStrategy.java,0,4,0,0,40,0,0,0,0,0,0,0,0,3.384615385
systests/cdi/src/test/java/org/apache/cxf/systest/jaxrs/cdi/jetty/AbstractJettyServer.java,0,0,0,0,0,0,105,0,105,0,0,0,0,16.15384615
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/model/wadl/DocTarget.java,0,0,60,0,0,0,60,0,0,0,0,0,0,9.230769231
distribution/src/main/release/samples/groovy_spring_support/src/main/java/demo/spring/client/Client.java,0,0,0,44,2,0,0,0,2,2,0,0,0,3.846153846
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/policy/RSPAssertionBuilder.java,0,0,0,0,0,0,64,0,6,0,0,0,0,5.384615385
distribution/src/main/release/samples/jaxws_dispatch_provider/src/demo/hwDispatch/server/GreeterSoapMessageProvider.java,0,0,0,53,0,0,0,0,0,0,0,0,0,4.076923077
systests/src/test/java/org/apache/cxf/systest/jaxws/ClientServerRPCLitDefatulAnnoTest.java,0,68,0,0,0,0,0,0,0,0,0,0,0,5.230769231
systests/jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/BookStoreSimple.java,0,0,0,0,37,12,0,0,36,0,0,0,0,6.538461538
systests/jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/URIResolverImpl.java,0,37,0,0,0,0,0,0,0,0,0,0,0,2.846153846
core/src/main/java/org/apache/cxf/service/model/BindingMessageInfo.java,0,0,0,0,0,0,54,0,6,0,0,0,0,4.615384615
systests/cdi/src/test/java/org/apache/cxf/systest/jaxrs/BookStoreService.java,0,0,0,0,0,0,44,2,46,0,0,0,0,7.076923077
systests/ws-specs/src/test/java/org/apache/cxf/systest/ws/addr_wsdl/jaxwsmm/MessageProviderWithAddressingPolicy.java,0,74,0,0,0,0,0,0,7,0,0,0,0,6.230769231
services/sts/systests/basic/src/test/java/org/apache/cxf/systest/sts/template/StaxServer.java,0,0,0,0,0,0,0,46,0,0,0,46,0,7.076923077
systests/jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/provider/CXFJaxbContextResolver.java,0,0,0,0,0,0,0,0,0,0,0,332,0,25.53846154
api/src/main/java/org/apache/cxf/interceptor/AbstractOutDatabindingInterceptor.java,0,0,0,0,187,6,189,0,0,0,0,0,0,29.38461538
rt/ws/security/src/main/java/org/apache/cxf/ws/security/policy/model/Header.java,54,0,0,0,0,0,54,0,0,0,0,0,0,8.307692308
core/src/main/java/org/apache/cxf/interceptor/transform/TransformOutInterceptor.java,0,0,0,0,0,0,151,0,56,4,30,0,0,18.53846154
distribution/src/main/release/samples/logbrowser/src/main/java/demo/logbrowser/App.java,0,0,0,56,6,0,0,0,58,0,0,0,0,9.230769231
distribution/src/main/release/samples/ruby_spring_support/src/main/java/demo/spring/servlet/Server.java,0,0,0,64,64,0,0,0,0,0,0,0,0,9.846153846
rt/rs/security/http-signature/src/test/java/org/apache/cxf/rs/security/httpsignature/provider/MockSecurityProvider.java,0,0,0,0,0,0,0,0,0,31,2,0,0,2.538461538
rt/ws/security/src/main/java/org/apache/cxf/ws/security/trust/STSClient.java,854,448,284,509,223,101,1484,25,30,0,26,0,0,306.4615385
rt/rs/security/oauth-parent/oauth2/src/main/java/org/apache/cxf/rs/security/oauth2/provider/DefaultSubjectCreator.java,0,0,0,0,0,0,0,0,37,0,0,0,0,2.846153846
distribution/src/main/release/samples/js_browser_client_simple/src/main/java/demo/hw/client/Get.java,0,0,0,117,0,0,0,0,12,2,0,0,0,10.07692308
rt/databinding/jibx/src/main/java/org/apache/cxf/jibx/JibxSimpleTypes.java,0,0,240,0,10,0,0,0,240,0,0,0,0,37.69230769
rt/rs/security/oauth-parent/oauth/src/main/java/org/apache/cxf/rs/security/oauth/provider/OAuthServiceException.java,0,0,0,38,2,0,0,0,4,0,0,40,0,6.461538462
core/src/main/java/org/apache/cxf/common/util/PropertiesLoaderUtils.java,0,0,0,0,0,0,87,12,12,0,12,0,0,9.461538462
tools/common/src/main/java/org/apache/cxf/tools/util/ClassCollector.java,8,54,0,0,4,0,43,0,34,4,0,0,0,11.30769231
systests/databinding/src/test/java/org/apache/cxf/systest/xmlbeans/GreeterImpl.java,0,80,0,28,0,0,5,0,91,0,0,0,0,15.69230769
rt/bindings/jbi/src/test/java/org/apache/cxf/binding/jbi/interceptor/JBIFaultOutInterceptorTest.java,0,0,0,106,0,0,0,0,0,0,0,0,0,8.153846154
distribution/src/main/release/samples/corba/hello_world/src/cxf/client/Client.java,0,0,0,0,43,0,0,0,0,0,0,0,0,3.307692308
systests/rs-http-sci/src/test/java/org/apache/demo/applications/empty/BookApplication.java,0,0,0,0,0,0,0,26,2,0,0,0,0,2.153846154
common/common/src/main/java/org/apache/cxf/configuration/spring/SpringBeanMap.java,0,4,0,0,108,0,0,0,0,0,0,0,0,8.615384615
rt/frontend/jaxws/src/main/java/org/apache/cxf/transport/http_jaxws_spi/HttpServletRequestAdapter.java,0,0,0,0,0,0,0,414,53,0,2,0,0,36.07692308
rt/management/src/test/java/org/apache/cxf/management/interceptor/ResponseTimeMessageInInterceptor2Test.java,0,176,0,0,2,0,0,176,0,0,0,0,0,27.23076923
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/ext/xml/XMLSource.java,0,266,170,0,14,0,89,0,143,6,0,3,0,53.15384615
rt/ws/policy/src/main/java/org/apache/cxf/ws/policy/attachment/reference/LocalDocumentReferenceResolver.java,31,0,0,0,0,0,0,0,6,0,0,0,0,2.846153846
api/src/test/java/org/apache/cxf/configuration/spring/PersonQNameImpl.java,0,0,0,0,69,0,69,0,0,0,0,0,0,10.61538462
systests/jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/jaxws/BookStoreJaxws.java,0,0,29,0,0,0,0,0,2,0,0,0,0,2.384615385
common/common/src/test/java/org/apache/cxf/common/xmlschema/DOMErrorException.java,0,38,0,0,38,0,0,0,0,0,0,0,0,5.846153846
rt/bindings/corba/src/main/java/org/apache/cxf/binding/corba/interceptors/CorbaStreamOutInterceptor.java,0,0,0,0,4,0,0,0,12,0,0,0,0,1.230769231
systests/src/test/java/org/apache/cxf/systest/factory_pattern/ManualHttpMulitplexClientServerTest.java,0,153,0,0,0,0,0,0,0,0,0,0,0,11.76923077
systests/ws-specs/src/test/java/org/apache/cxf/systest/ws/wssec10/server/UserNameOverTransportRestricted.java,0,31,31,0,0,0,0,0,0,0,0,0,0,4.769230769
rt/rs/security/oauth-parent/oauth2/src/main/java/org/apache/cxf/rs/security/oauth2/services/RedirectionBasedGrantService.java,0,0,0,0,322,26,195,201,409,21,16,18,0,92.92307692
rt/rs/extensions/reactor/src/main/java/org/apache/cxf/jaxrs/reactor/client/ReactorUtils.java,0,0,0,0,0,0,0,0,0,47,0,0,0,3.615384615
rt/frontend/jaxws/src/main/java/org/apache/cxf/jaxws/handler/types/package-info.java,0,0,0,0,0,0,22,0,2,0,0,0,0,1.846153846
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/utils/MimeTypesIntersector.java,0,0,0,0,0,0,0,0,0,26,0,0,0,2
rt/rs/security/oauth-parent/oauth/src/main/java/org/apache/cxf/rs/security/oauth/filters/OAuthRequestFilter.java,0,0,0,59,4,0,29,0,9,4,0,61,0,12.76923077
rt/rs/description-common-openapi/src/main/java/org/apache/cxf/jaxrs/common/openapi/SyntheticServletConfig.java,0,0,0,0,0,0,0,0,0,0,52,0,0,4
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/client/JaxrsClientCallback.java,0,0,0,0,0,120,120,0,0,0,0,0,0,18.46153846
systests/jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/BookCxfContinuationServer.java,0,0,0,0,0,0,50,0,4,0,0,23,0,5.923076923
rt/core/src/main/java/org/apache/cxf/interceptor/transform/TransformOutInterceptor.java,0,0,128,20,144,0,0,0,0,0,0,0,0,22.46153846
tools/javato/ws/src/test/java/org/apache/cxf/tools/fortest/cxf2934/Name.java,0,49,0,0,0,0,0,0,0,0,0,0,0,3.769230769
distribution/src/main/release/samples/integration/JBI/internal_provider_internal_consumer/service-unit/src/test/provider/HelloWorldProvider.java,0,0,0,62,0,0,0,0,0,0,0,0,0,4.769230769
osgi/itests/src/test/java/org/apache/cxf/osgi/itests/soap/GreeterImpl.java,0,0,0,0,0,0,28,0,0,0,0,0,0,2.153846154
rt/wsdl/src/main/java/org/apache/cxf/wsdl/interceptors/BareInInterceptor.java,0,0,0,0,0,0,156,2,26,0,9,4,0,15.15384615
api/src/main/java/org/apache/cxf/service/model/MessagePartInfo.java,4,19,0,0,0,0,161,0,0,0,0,0,0,14.15384615
api/src/test/java/org/apache/cxf/common/util/PackageUtilsTest.java,0,0,0,0,38,0,38,0,0,0,0,0,0,5.846153846
systests/jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/Document.java,0,0,0,0,0,0,0,0,38,0,0,0,0,2.923076923
rt/transports/http/src/main/java/org/apache/cxf/transport/http/Cookie.java,0,0,53,0,2,0,0,0,15,0,4,0,0,5.692307692
services/sts/systests/advanced/src/test/java/org/apache/cxf/systest/sts/binarysecuritytoken/BinarySecurityTokenTest.java,0,0,0,116,9,7,55,5,51,15,1,78,0,25.92307692
rt/ws/security/src/main/java/org/apache/cxf/ws/security/policy/builders/LayoutBuilder.java,74,0,22,5,5,0,70,0,0,0,0,0,0,13.53846154
api/src/main/java/org/apache/cxf/transport/ConduitInitiator.java,0,0,0,0,0,0,54,0,0,0,0,0,0,4.153846154
systests/jaxws/src/test/java/org/apache/cxf/systest/handlers/SoapFaultHandlerTest.java,0,0,0,0,0,0,88,0,17,4,0,0,0,8.384615385
distribution/src/main/release/samples/java_first_jaxws/src/test/java/demo/hw/server/HelloWorldImplTest.java,0,0,0,0,56,0,0,0,0,0,0,0,0,4.307692308
core/src/test/java/org/apache/cxf/transport/ChainInitiationObserverTest.java,0,0,0,0,0,0,92,0,20,10,0,0,0,9.384615385
services/sts/systests/advanced/src/test/java/org/apache/cxf/systest/sts/custom_onbehalfof/STSServer.java,0,0,0,0,0,0,0,50,2,2,0,50,0,8
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/ext/search/client/Property.java,0,0,102,222,120,0,0,0,0,0,0,0,0,34.15384615
distribution/src/main/release/samples/sts_issue_operation/src/main/java/demo/sts/provider/token/Saml1TokenProvider.java,0,0,181,181,0,0,0,0,0,0,0,0,0,27.84615385
services/sts/systests/advanced/src/test/java/org/apache/cxf/systest/sts/sts_sender_vouches/STSSenderVouchesTest.java,0,0,0,0,0,0,129,0,35,10,1,63,0,18.30769231
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/ext/search/sql/SQLPrinterVisitor.java,0,0,96,0,96,0,0,0,0,0,0,0,0,14.76923077
distribution/src/main/release/samples/corba/hello_world/src/corba/server/Server.java,0,0,0,0,96,0,0,0,0,0,0,0,0,7.384615385
rt/rs/security/oauth-parent/oauth2/src/main/java/org/apache/cxf/rs/security/oauth2/grants/refresh/RefreshTokenGrant.java,0,0,0,0,0,0,55,0,6,2,0,0,0,4.846153846
core/src/test/java/org/apache/cxf/common/util/URIParserUtilTest.java,0,0,0,0,0,0,0,0,0,127,0,0,0,9.769230769
systests/rs-security/src/test/java/org/apache/cxf/systest/jaxrs/security/samlsso/MetadataServer.java,0,0,0,0,0,0,0,57,14,0,0,0,0,5.461538462
services/wsn/wsn-core/src/main/java/org/apache/cxf/wsn/AbstractCreatePullPoint.java,0,0,0,124,22,0,0,0,16,2,0,0,0,12.61538462
distribution/src/main/release/samples/wsdl_first/src/main/java/com/example/customerservice/server/CustomerServiceServer.java,0,50,0,0,0,0,0,0,0,15,0,0,0,5
core/src/main/java/org/apache/cxf/ws/addressing/WSAContextUtils.java,0,0,0,0,0,0,55,2,4,0,0,0,0,4.692307692
testutils/src/main/java/org/apache/hello_world_xml_http/wrapped/GreeterImpl.java,0,0,0,0,0,0,0,0,8,0,0,0,0,0.615384615
tools/validator/src/main/java/org/apache/cxf/tools/validator/internal/model/XInput.java,2,0,0,0,0,0,2,0,0,0,0,0,0,0.307692308
systests/transports/src/test/java/org/apache/cxf/systest/https/BusServer.java,0,0,0,0,0,0,0,73,6,0,0,0,0,6.076923077
rt/core/src/main/java/org/apache/cxf/interceptor/StaxOutEndingInterceptor.java,0,0,63,0,63,0,0,0,0,0,0,0,0,9.692307692
