Class,cxf-2.2,cxf-2.3.0,cxf-2.4.0,cxf-2.5.0,cxf-2.6.0,cxf-2.7.0,cxf-3.0.0,cxf-3.1.0,cxf-3.2.0,cxf-3.3.0,cxf-3.4.0,cxf-3.5.0,cxf-3.5.3,average
core/src/test/java8/org/apache/cxf/interceptor/security/DeprecatedSecurityContextTest.java,0,0,0,0,0,0,0,0,0,0,45,0,0,3.461538462
api/src/main/java/org/apache/cxf/service/model/BindingFaultInfo.java,0,0,0,0,0,0,39,0,0,0,0,0,0,3
core/src/main/java/org/apache/cxf/common/util/SystemPropertyAction.java,0,0,0,0,0,0,81,0,10,19,0,0,0,8.461538462
rt/ws/policy/src/main/java/org/apache/cxf/ws/policy/PolicyVerificationInInterceptor.java,32,18,0,7,8,0,8,2,36,0,0,0,0,8.538461538
rt/rs/security/jose/src/test/java/org/apache/cxf/rs/security/jose/jws/JwsJsonProducerTest.java,0,0,0,0,0,0,0,108,108,0,0,0,0,16.61538462
rt/ws/security/src/main/java/org/apache/cxf/ws/security/policy/interceptors/SecureConversationTokenInterceptorProvider.java,267,41,33,19,198,0,40,2,22,11,0,0,0,48.69230769
rt/rs/security/xml/src/main/java/org/apache/cxf/rs/security/xml/XmlSigInInterceptor.java,0,0,0,0,63,0,0,0,4,0,0,0,0,5.153846154
distribution/src/main/release/samples/soap_header/src/demo/soap_header/client/Client.java,0,0,0,117,0,0,0,0,0,0,0,0,0,9
tools/validator/src/main/java/org/apache/cxf/tools/validator/internal/model/XFault.java,2,0,0,0,0,0,2,0,0,0,0,0,0,0.307692308
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/provider/AbstractAtomProvider.java,0,74,0,0,74,0,0,0,0,0,0,0,0,11.38461538
systests/src/test/java/org/apache/cxf/systest/mtom_feature/HelloImpl.java,0,35,0,0,0,0,0,0,0,0,0,0,0,2.692307692
distribution/src/main/release/samples/sts_issue_operation/src/main/java/demo/sts/provider/cert/CertificateVerificationResult.java,0,0,54,54,0,0,0,0,0,0,0,0,0,8.307692308
rt/management-web/src/main/java/org/apache/cxf/management/web/browser/client/ui/browser/BrowseViewImpl.java,0,0,74,0,0,0,0,0,74,0,0,0,0,11.38461538
rt/transports/http/src/test/java/org/apache/cxf/transport/https/httpclient/CertificatesToPlayWith.java,0,0,0,0,0,0,0,515,2,66,0,0,0,44.84615385
systests/rs-sse/rs-sse-jetty/src/test/java/org/apache/cxf/systest/jaxrs/sse/jetty/JettyEmbeddedTest.java,0,0,0,0,0,0,0,0,49,3,0,0,0,4
rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/provider/NewCookieHeaderProviderTest.java,58,0,0,0,0,0,0,0,0,0,0,0,0,4.461538462
rt/security-saml/src/test/java/org/apache/cxf/rt/security/saml/xacml2/RequestComponentBuilderTest.java,0,0,0,0,0,0,0,0,222,7,0,0,0,17.61538462
systests/src/test/java/org/apache/cxf/systest/ws/addr_wsdl/Server.java,2,62,0,0,0,0,0,0,0,0,0,0,0,4.923076923
api/src/main/java/org/apache/cxf/internal/CXFAPINamespaceHandler.java,0,0,0,0,0,65,65,0,0,0,0,0,0,10
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/policy/RM12AssertionBuilder.java,0,0,0,0,0,0,135,0,27,0,0,0,0,12.46153846
systests/jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/nonspring/NonSpringJaxrsServletBookServer.java,0,0,0,0,0,0,0,0,0,0,73,0,0,5.615384615
rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/provider/RuntimeDelegateImplTest.java,75,0,0,0,0,0,0,0,0,0,0,0,0,5.769230769
distribution/src/main/release/samples/jaxws_handlers/src/demo/handlers/server/Server.java,0,0,0,43,0,0,0,0,0,0,0,0,0,3.307692308
systests/src/test/java/org/apache/cxf/systest/provider/XMLServer.java,0,45,0,0,0,0,0,0,0,0,0,0,0,3.461538462
systests/src/test/java/org/apache/cxf/systest/factory_pattern/HttpNumberImpl.java,0,43,0,0,0,0,0,0,0,0,0,0,0,3.307692308
rt/ws/addr/src/main/java/org/apache/cxf/ws/addressing/impl/AddressingBuilderImpl.java,0,0,0,0,69,0,69,0,0,0,0,0,0,10.61538462
core/src/test/java/org/apache/cxf/common/util/XmlSchemaPrimitiveUtilsTest.java,0,0,0,0,0,0,38,0,4,7,0,0,0,3.769230769
testutils/src/test/java/org/apache/cxf/test/XPathAssertTest.java,0,0,0,0,0,0,71,0,4,22,0,0,0,7.461538462
api/src/main/java/org/apache/cxf/service/model/ServiceSchemaInfo.java,14,0,0,0,0,0,57,0,0,0,0,0,0,5.461538462
systests/rs-security/src/test/java/org/apache/cxf/systest/jaxrs/security/oauth2/BookServerOAuth2.java,0,0,0,0,0,0,57,0,57,0,0,0,0,8.769230769
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/ext/ResponseStatus.java,0,0,0,0,0,0,0,33,0,0,0,0,0,2.538461538
integration/tracing/tracing-brave/src/main/java/org/apache/cxf/tracing/brave/AbstractBraveClientInterceptor.java,0,0,0,0,0,0,0,0,63,3,0,0,0,5.076923077
services/xkms/xkms-client/src/main/java/org/apache/cxf/xkms/client/XKMSInvoker.java,0,0,0,0,0,0,267,4,15,0,0,0,0,22
rt/rs/security/jose/src/main/java/org/apache/cxf/rs/security/jose/jws/EcDsaJwsSignatureVerifier.java,0,0,0,0,0,0,0,81,81,0,0,0,0,12.46153846
rt/rs/extensions/providers/src/main/java/org/apache/cxf/jaxrs/provider/json/JSONProvider.java,0,0,0,0,542,65,193,30,252,25,4,20,0,87
tools/common/src/main/java/org/apache/cxf/tools/util/OutputStreamCreator.java,0,0,0,0,0,35,0,0,8,0,0,0,0,3.307692308
rt/ws/security/src/main/java/org/apache/cxf/ws/security/wss4j/policyhandlers/StaxSymmetricBindingHandler.java,0,0,0,0,0,0,680,89,255,0,58,4,0,83.53846154
rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/provider/XSLTJaxbProviderTest.java,0,74,157,0,37,35,34,0,60,36,17,0,0,34.61538462
systests/uncategorized/src/test/java/org/apache/cxf/systest/mtom_schema_validation/ExceptionTypeException.java,0,0,0,0,0,0,53,0,6,0,0,0,0,4.538461538
systests/cdi/src/test/java/org/apache/cxf/systest/jaxrs/cdi/BookStore.java,0,0,0,0,0,0,0,77,77,0,0,0,0,11.84615385
api/src/main/java/org/apache/cxf/service/model/EndpointInfo.java,14,0,6,0,9,0,149,0,0,0,0,0,0,13.69230769
systests/uncategorized/src/test/java/org/apache/cxf/systest/lifecycle/LifeCycleTest.java,0,200,0,58,0,5,0,0,70,15,2,0,0,26.92307692
api/src/main/java/org/apache/cxf/common/util/StringUtils.java,0,0,0,0,227,0,227,0,0,0,0,0,0,34.92307692
services/wsn/wsn-core/src/test/java/org/apache/cxf/wsn/RiTest.java,0,0,0,26,14,0,0,0,2,0,0,0,0,3.230769231
systests/rs-sse/rs-sse-tomcat/src/test/java/org/apache/cxf/systest/jaxrs/sse/tomcat/TomcatWarTest.java,0,0,0,0,0,0,0,0,49,7,0,0,0,4.307692308
rt/rs/security/xml/src/main/java/org/apache/cxf/rs/security/saml/assertion/Claim.java,0,0,0,90,0,0,90,0,0,0,0,0,0,13.84615385
rt/bindings/soap/src/main/java/org/apache/cxf/binding/soap/wsdl/extensions/SoapOperation.java,0,0,0,0,26,0,0,0,0,0,0,0,0,2
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/ext/multipart/MultipartInputFilter.java,0,0,0,0,0,0,0,0,25,0,0,0,0,1.923076923
distribution/src/main/release/samples/jax_rs/basic_http2_jetty/src/main/java/http2demo/common/Customer.java,0,0,0,0,0,0,0,0,0,0,0,43,0,3.307692308
rt/rs/security/jose-parent/jose/src/main/java/org/apache/cxf/rs/security/jose/jws/JwsException.java,0,0,0,0,0,0,0,0,49,0,2,0,0,3.923076923
common/common/src/test/java/org/apache/cxf/common/util/PropertiesLoaderUtilsTest.java,0,0,0,0,65,0,0,0,0,0,0,0,0,5
rt/frontend/jaxws/src/test/java/org/apache/cxf/jaxws/URIMappingInterceptorRPCTest.java,0,0,0,0,14,0,184,0,0,0,0,0,0,15.23076923
rt/frontend/jaxws/src/main/java/org/apache/cxf/jaxws/JaxWsClientFactoryBean.java,5,18,10,0,2,0,0,0,8,0,0,0,0,3.307692308
rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/model/wadl/jaxb/Book.java,0,78,9,4,6,2,87,0,0,0,0,0,0,14.30769231
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/impl/ConfigurationImpl.java,0,0,0,0,0,0,201,20,58,48,0,0,0,25.15384615
distribution/src/main/release/samples/corba/bank_ws_addressing/src/corba/client/Client.java,0,7,0,0,124,0,0,0,0,0,0,0,0,10.07692308
rt/rs/security/oauth-parent/oauth2/src/main/java/org/apache/cxf/rs/security/oauth2/grants/code/JwtRequestCodeFilter.java,0,0,0,0,0,0,0,147,118,2,0,29,0,22.76923077
common/common/src/main/java/org/apache/cxf/common/util/ReflectionInvokationHandler.java,113,0,0,4,113,0,0,0,0,0,0,0,0,17.69230769
integration/jca/src/test/java/org/apache/cxf/jca/cxf/handlers/TestTarget.java,0,0,0,0,0,0,0,0,80,0,0,0,0,6.153846154
rt/rs/security/oauth-parent/oauth/src/main/java/org/apache/cxf/rs/security/oauth/services/AuthorizationRequestService.java,0,0,0,71,5,10,8,0,20,0,0,82,0,15.07692308
tools/javato/ws/src/test/java/org/apache/cxf/tools/java2wsdl/processor/HelloBare.java,0,0,0,0,33,0,0,0,2,0,0,0,0,2.692307692
rt/ws/security/src/main/java/org/apache/cxf/ws/security/policy/model/SignatureToken.java,113,0,5,0,0,0,114,0,0,0,0,0,0,17.84615385
rt/rs/extensions/providers/src/main/java/org/apache/cxf/jaxrs/provider/json/utils/PrefixCollectingXMLStreamWriter.java,0,0,0,0,182,0,0,0,10,0,0,0,0,14.76923077
systests/uncategorized/src/test/java/org/apache/cxf/systest/bus/BusShutdownTest.java,0,112,0,0,0,38,0,0,33,8,0,0,0,14.69230769
systests/jaxws/src/test/java/org/apache/cxf/systest/jaxws/metrics/JAXWSClientMetricsTest.java,0,0,0,0,0,0,0,0,0,0,143,0,0,11
systests/ws-security/src/test/java/org/apache/cxf/systest/ws/wssec11/server/AbstractServerRestricted.java,0,0,0,0,0,220,28,0,154,0,0,0,0,30.92307692
rt/transports/jms/src/main/java/org/apache/cxf/transport/jms/JMSOldConfigHolder.java,212,428,22,18,2,10,472,0,0,0,0,0,0,89.53846154
systests/uncategorized/src/test/java/org/apache/cxf/systest/soap12/GreeterImpl.java,0,55,0,0,0,4,0,0,12,0,2,0,0,5.615384615
systests/jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/JAXRSSoapBookTest.java,0,783,243,23,49,39,100,7,496,36,23,0,0,138.3846154
systests/jaxws/src/test/java/org/apache/cxf/systest/handlers/AddNumbersServiceUnwrap.java,0,85,21,0,0,15,0,0,14,1,0,0,0,10.46153846
rt/rs/security/oauth-parent/oauth2/src/test/java/org/apache/cxf/rs/security/oauth2/grants/code/JPACodeDataProviderTest.java,0,0,0,0,0,0,0,0,159,11,2,0,0,13.23076923
systests/jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/reactive/RxJava3MaybeService.java,0,0,0,0,0,0,0,0,0,0,0,81,0,6.230769231
systests/databinding/src/test/java/org/apache/cxf/systest/jaxb/validators/MyCustomHandler.java,0,0,0,0,0,0,37,0,2,0,0,0,0,3
rt/transports/jms/src/main/java/org/apache/cxf/transport/jms/spring/JMSConduitBeanDefinitionParser.java,21,0,0,0,2,0,68,0,0,0,0,0,0,7
systests/transport-jms/src/test/java/org/apache/cxf/systest/jms/security/TwoWayJMSImplBase.java,0,0,0,0,0,0,0,0,117,0,117,0,0,18
core/src/main/java/org/apache/cxf/binding/Binding.java,0,0,0,0,0,0,52,0,14,0,0,0,0,5.076923077
tools/common/src/test/java/org/apache/cxf/tools/common/toolspec/AbstractToolContainerTest.java,0,0,0,0,0,0,0,0,0,10,4,0,0,1.076923077
rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/ext/multipart/ContentDispositionTest.java,36,0,0,0,0,0,14,0,11,7,0,0,0,5.230769231
systests/databinding/src/test/java/org/apache/cxf/systest/jaxb/shareclasses/service/foo/FooService.java,0,0,0,0,0,0,27,0,54,0,0,0,0,6.230769231
rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/inheritance/ws1/WS1Exception.java,0,0,0,0,1,0,5,6,0,0,0,0,0,0.923076923
core/src/main/java/org/apache/cxf/bus/osgi/OSGIBusListener.java,0,0,0,0,0,0,219,2,52,10,0,9,0,22.46153846
systests/jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/failover/AbstractFailoverTest.java,0,0,0,0,0,0,0,0,395,5,42,0,0,34
rt/transports/http/src/test/java/org/apache/cxf/transport/http/HTTPConduitURLEasyMockTest.java,37,218,209,18,25,93,49,0,173,16,0,0,0,64.46153846
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/provider/XSLTJaxbProvider.java,0,327,93,7,2,27,223,46,207,9,15,4,0,73.84615385
rt/core/src/main/java/org/apache/cxf/workqueue/WorkQueueManagerImplMBeanWrapper.java,82,2,0,0,65,0,0,0,0,0,0,0,0,11.46153846
systests/uncategorized/src/test/java/org/apache/cxf/systest/management/ManagedBusTest.java,0,150,45,0,6,4,0,0,60,10,13,0,0,22.15384615
rt/rs/security/oauth-parent/oauth/src/main/java/org/apache/cxf/rs/security/oauth/utils/OAuthUtils.java,0,0,0,209,66,102,8,0,75,5,2,287,0,58
rt/rs/security/sso/oidc/src/main/java/org/apache/cxf/rs/security/oidc/common/IdToken.java,0,0,0,0,0,0,0,61,42,0,0,0,0,7.923076923
systests/jaxws/src/test/java/org/apache/cxf/systest/handlers/TrivialSOAPHandlerTest.java,0,92,0,0,0,0,0,0,26,4,0,0,0,9.384615385
rt/management-web/src/main/java/org/apache/cxf/management/web/browser/client/service/settings/IdentifierGeneratorImpl.java,0,0,26,0,0,0,0,0,26,0,0,0,0,4
rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/SourceSequence.java,0,0,30,27,0,15,22,0,28,6,10,2,0,10.76923077
systests/ws-security/src/test/java/org/apache/cxf/systest/ws/wssec11/WSSecurity111Test.java,0,0,87,0,6,13,128,0,32,92,13,0,0,28.53846154
rt/javascript/src/main/java/org/apache/cxf/javascript/JavascriptPrefixes.java,0,0,0,0,37,0,0,0,0,0,0,0,0,2.846153846
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/impl/tl/ThreadLocalServletConfig.java,49,2,0,0,0,0,0,0,6,0,0,0,0,4.384615385
rt/transports/jbi/src/main/java/org/apache/cxf/transport/jbi/wsdl11/JBITransportPlugin.java,0,0,0,41,0,0,0,0,0,0,0,0,0,3.153846154
rt/rs/security/oauth-parent/oauth2/src/main/java/org/apache/cxf/rs/security/oauth2/tokens/jwt/AbstactJwtAccessTokenValidator.java,0,0,0,0,0,0,0,63,63,0,0,0,0,9.692307692
rt/rs/security/oauth-parent/oauth2/src/main/java/org/apache/cxf/rs/security/oauth2/grants/code/JPACMTCodeDataProvider.java,0,0,0,0,0,0,0,0,114,61,20,0,0,15
rt/rs/security/oauth-parent/oauth2/src/test/java/org/apache/cxf/rs/security/oauth2/grants/code/JPACMTOAuthDataProviderOpenJPATest.java,0,0,0,0,0,0,0,0,44,5,0,0,0,3.769230769
rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/xmlconfig/BeanWithDate.java,36,0,0,0,0,0,0,0,2,0,0,0,0,2.923076923
rt/transports/http-netty/netty-server/src/main/java/org/apache/cxf/transport/http/netty/server/blueprint/Activator.java,0,0,0,0,0,0,45,0,22,0,0,0,0,5.153846154
systests/uncategorized/src/test/java/org/apache/cxf/systest/cxf6319/Cxf6319TestCase.java,0,0,0,0,0,0,0,0,75,4,0,0,0,6.076923077
core/src/main/java/org/apache/cxf/databinding/WrapperHelper.java,0,0,0,0,0,0,39,0,10,0,0,0,0,3.769230769
systests/src/test/java/org/apache/cxf/systest/jms/GreeterImplTwoWayJMSAppCorrelationIDStaticPrefixSales.java,32,32,0,0,0,0,0,0,0,0,0,0,0,4.923076923
rt/javascript/javascript-tests/src/test/java/org/apache/cxf/javascript/RPCClientTest.java,0,0,0,0,195,0,3,0,92,14,0,0,0,23.38461538
systests/ws-security/src/test/java/org/apache/cxf/systest/ws/action/SignatureServer.java,0,0,0,0,0,0,0,41,0,0,0,0,0,3.153846154
rt/javascript/src/test/java/org/apache/cxf/javascript/JavascriptTestUtilities.java,110,2,0,2,446,0,0,0,0,0,0,0,0,43.07692308
systests/rs-security/src/test/java/org/apache/cxf/systest/jaxrs/security/oidc/OIDCKeysServiceTest.java,0,0,0,0,0,0,0,0,0,0,189,0,0,14.53846154
systests/cdi/cdi-weld/cdi-producers-weld/src/test/java/org/apache/cxf/systest/jaxrs/cdi/jetty/JettyEmbeddedTest.java,0,0,0,0,0,0,0,0,92,49,2,0,0,11
rt/transports/http-jetty/src/test/java/org/apache/cxf/transport/http_jetty/JettyContextInspectorTest.java,0,4,0,0,4,0,60,0,0,0,0,0,0,5.230769231
rt/ws/security/src/main/java/org/apache/cxf/ws/security/kerberos/KerberosClient.java,0,0,0,150,0,0,18,49,24,11,24,0,0,21.23076923
core/src/main/java/org/apache/cxf/bus/managers/HeaderManagerImpl.java,0,0,0,0,0,0,65,0,12,2,5,0,0,6.461538462
rt/rs/description-openapi-v3/src/main/java/org/apache/cxf/jaxrs/openapi/SwaggerProperties.java,0,0,0,0,0,0,0,0,0,69,69,0,0,10.61538462
rt/ws/rm/src/test/java/org/apache/cxf/ws/rm/ProtocolVariationTest.java,0,0,0,0,48,0,3,0,6,8,0,0,0,5
rt/frontend/jaxrs/src/test/java/org/apache/cxf/jaxrs/MetadataMapTest.java,67,0,0,0,0,0,0,0,0,0,0,0,0,5.153846154
rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/override/OverrideTypeTest.java,0,0,0,0,0,0,0,0,12,7,0,0,0,1.461538462
tools/corba/src/main/java/org/apache/cxf/tools/corba/common/idltypes/IdlScopeBase.java,0,0,0,0,57,0,0,0,8,12,14,0,0,7
core/src/main/java/org/apache/cxf/common/logging/RegexLoggingFilter.java,0,0,0,0,0,0,0,0,0,117,2,6,0,9.615384615
rt/rs/security/oauth-parent/oauth2/src/main/java/org/apache/cxf/rs/security/oauth2/services/AuthorizationCodeGrantService.java,0,0,0,0,99,0,61,95,163,0,5,28,0,34.69230769
systests/transports/src/test/java/org/apache/cxf/systest/https/ciphersuites/CipherSuitesServer.java,0,0,0,0,0,0,0,47,0,0,0,0,0,3.615384615
rt/bindings/soap/src/main/java/org/apache/cxf/binding/soap/interceptor/ReadHeadersInterceptor.java,125,52,47,0,11,0,41,286,123,0,0,13,0,53.69230769
rt/ws/security/src/main/java/org/apache/cxf/ws/security/sts/provider/STSException.java,0,0,37,81,0,0,0,0,28,2,0,0,0,11.38461538
api/src/test/java/org/apache/cxf/common/util/XmlSchemaPrimitiveUtilsTest.java,0,0,0,0,38,0,38,0,0,0,0,0,0,5.846153846
rt/rs/security/http-signature/src/main/java/org/apache/cxf/rs/security/httpsignature/HTTPSignatureConstants.java,0,0,0,0,0,0,0,0,0,0,59,0,0,4.538461538
rt/rs/sse/src/main/java/org/apache/cxf/jaxrs/sse/client/InboundSseEventListener.java,0,0,0,0,0,0,0,0,31,0,0,0,0,2.384615385
rt/ws/transfer/src/main/java/org/apache/cxf/ws/transfer/dialect/fragment/FragmentDialect.java,0,0,0,0,0,0,0,0,619,4,4,25,0,50.15384615
rt/rs/security/jose-parent/jose-jaxrs/src/main/java/org/apache/cxf/rs/security/jose/jaxrs/multipart/JwsMultipartContainerResponseFilter.java,0,0,0,0,0,0,0,0,46,2,0,0,0,3.692307692
rt/rs/extensions/json-basic/src/main/java/org/apache/cxf/jaxrs/json/basic/JsonMapObject.java,0,0,0,0,0,0,0,0,122,31,44,0,0,15.15384615
systests/rs-security/src/test/java/org/apache/cxf/systest/jaxrs/security/jose/jwejws/BookServerReference.java,0,0,0,0,0,0,0,0,59,0,0,0,0,4.538461538
systests/microprofile/client/async/src/test/java/org/apache/cxf/systest/microprofile/rest/client/mock/AsyncInvocationInterceptorFactoryTestImpl2.java,0,0,0,0,0,0,0,0,0,65,0,0,0,5
systests/transports/src/test/java/org/apache/cxf/jms/testsuite/services/Test0008Impl.java,0,39,39,0,0,0,0,0,0,0,0,0,0,6
services/sts/systests/basic/src/test/java/org/apache/cxf/systest/sts/bearer/Saml2CallbackHandler.java,0,0,0,68,2,0,12,4,12,0,0,0,0,7.538461538
systests/src/test/java/org/apache/cxf/systest/jaxrs/SimpleLoggingAspect.java,0,32,0,0,0,0,0,0,0,0,0,0,0,2.461538462
rt/ws/addr/src/test/java/org/apache/cxf/ws/addressing/VersionTransformerTest.java,15,0,0,0,83,0,0,0,0,0,0,0,0,7.538461538
systests/transports/src/test/java/org/apache/cxf/systest/http/BusServer.java,0,64,0,0,0,29,0,2,6,0,0,0,0,7.769230769
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/impl/tl/ThreadLocalHttpServletRequest.java,260,68,0,0,0,0,0,13,2,0,0,0,0,26.38461538
systests/cdi/base/src/main/java/org/apache/cxf/systests/cdi/base/contract/BookStoreImpl.java,0,0,0,0,0,0,0,0,0,0,0,50,0,3.846153846
core/src/main/java/org/apache/cxf/workqueue/OneShotAsyncExecutor.java,0,0,0,0,0,0,47,4,12,0,0,0,0,4.846153846
core/src/test/java/org/apache/cxf/interceptor/security/SecureAnnotationsInterceptorTest.java,0,0,0,0,0,0,120,0,30,5,6,0,0,12.38461538
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/client/ClientState.java,0,118,0,0,0,14,118,0,0,0,0,0,0,19.23076923
systests/jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/BookResourceLocator.java,0,0,0,0,0,0,0,0,0,0,0,0,40,3.076923077
core/src/main/java/org/apache/cxf/configuration/spring/JAXBBeanFactory.java,0,0,0,0,0,0,73,0,32,0,0,0,0,8.076923077
systests/jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/jibx/JibxResource.java,0,0,0,0,0,37,0,37,0,0,0,0,0,5.692307692
rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/MetadataMap.java,124,0,0,0,0,0,0,0,0,0,0,0,0,9.538461538
rt/core/src/main/java/org/apache/cxf/wsdl11/WSDLLocatorImpl.java,91,0,0,0,0,0,0,0,0,0,0,0,0,7
systests/ws-specs/src/test/java/org/apache/cxf/systest/ws/policy/AddressingPolicyExternalAttachmentWsdl11Test.java,0,0,0,0,0,0,136,0,32,3,0,0,0,13.15384615
rt/javascript/javascript-rt/src/main/java/org/apache/cxf/javascript/JavascriptPrefixes.java,0,0,0,0,37,0,0,0,0,0,0,0,0,2.846153846
integration/jca/src/main/java/org/apache/cxf/jca/core/resourceadapter/AbstractManagedConnectionImpl.java,0,0,0,0,8,0,0,0,14,1,3,0,0,2
systests/databinding/src/test/java/org/apache/cxf/systest/jaxb/shareclasses/service/bar/BarService.java,0,0,0,0,0,0,27,0,54,0,0,0,0,6.230769231
systests/transport-hc5/src/test/java/org/apache/cxf/systest/hc5/https/hostname/HostnameVerificationTest.java,0,0,0,0,0,0,0,0,0,0,0,0,369,28.38461538
systests/jaxws/src/test/java/org/apache/cxf/systest/handlers/types/package-info.java,0,4,23,0,0,0,0,0,2,0,0,0,0,2.230769231
systests/ws-security/src/test/java/org/apache/cxf/systest/ws/spnego/Server.java,0,0,0,0,0,0,47,47,0,0,0,0,0,7.230769231
rt/transports/websocket/src/main/java/org/apache/cxf/transport/websocket/jetty/JettyWebSocketServletDestination.java,0,0,0,0,0,0,87,87,0,0,0,0,0,13.38461538
systests/jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/XXETest.java,0,0,0,0,0,0,0,0,54,4,0,0,0,4.461538462
rt/core/src/test/java/org/apache/cxf/interceptor/security/SecureAnnotationsInterceptorTest.java,0,0,122,0,4,6,120,0,0,0,0,0,0,19.38461538
rt/rs/security/oauth-parent/oauth2/src/test/java/org/apache/cxf/rs/security/oauth2/tokens/hawk/HawkAccessTokenValidatorTest.java,0,0,0,0,0,0,93,5,22,9,0,0,0,9.923076923
rt/core/src/main/java/org/apache/cxf/bus/extension/ExtensionException.java,0,0,0,0,0,0,50,0,0,0,0,0,0,3.846153846
systests/jaxws/src/test/java/org/apache/cxf/systest/jaxws/DocLitWrappedCodeFirstBaseService.java,0,32,0,0,0,0,0,0,6,0,0,0,0,2.923076923
rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/type/java5/CollectionServiceInterface.java,52,7,0,0,2,0,0,0,12,0,4,0,0,5.923076923
systests/databinding/src/test/java/org/apache/cxf/systest/aegis/AegisJaxWsTest.java,0,139,15,0,1,0,0,0,36,8,0,0,0,15.30769231
distribution/src/main/release/samples/oauth/client/src/main/java/demo/oauth/client/controllers/GetProtectedResourceController.java,0,0,0,136,0,0,0,6,4,0,0,136,0,21.69230769
rt/rs/security/http-signature/src/main/java/org/apache/cxf/rs/security/httpsignature/filters/CreateSignatureClientFilter.java,0,0,0,0,0,0,0,0,0,113,113,0,0,17.38461538
rt/bindings/corba/src/test/java/org/apache/cxf/binding/corba/types/CorbaHandlerUtilsTest.java,31,0,0,0,2,0,0,0,56,13,29,21,0,11.69230769
api/src/test/java/org/apache/cxf/staxutils/transform/OutTransformWriterTest.java,0,0,0,0,419,89,508,0,0,0,0,0,0,78.15384615
rt/javascript/src/test/java/org/apache/cxf/javascript/fortest/SimpleDocLitWrapped.java,7,6,0,0,82,0,0,0,0,0,0,0,0,7.307692308
rt/databinding/aegis/src/test/java/org/apache/cxf/aegis/type/basic/DynamicProxyTest.java,0,0,0,0,0,0,0,0,2,9,13,0,0,1.846153846
common/common/src/main/java/org/apache/cxf/common/util/PrimitiveUtils.java,0,0,0,0,86,0,0,0,0,0,0,0,0,6.615384615
systests/transport-undertow/src/test/java/org/apache/cxf/systest/http_undertow/SessionAnnotationGreeterImpl.java,0,0,0,0,0,0,0,0,93,0,0,0,0,7.153846154
rt/transports/http-jetty/src/main/java/org/apache/cxf/transport/http_jetty/spring/JettySpringTypesFactory.java,173,2,22,0,2,0,6,1,74,4,0,14,0,22.92307692
systests/transport-undertow/src/test/java/org/apache/cxf/systest/http_undertow/SessionServer.java,0,0,0,0,0,0,0,0,59,0,0,0,0,4.538461538
systests/ws-security/src/test/java/org/apache/cxf/systest/ws/bindings/StaxServer.java,0,0,0,0,0,0,47,0,0,0,0,0,0,3.615384615
systests/uncategorized/src/test/java/org/apache/cxf/systest/mtom_schema_validation/Server.java,0,0,0,0,0,0,49,0,8,0,0,0,0,4.384615385
systests/src/test/java/org/apache/cxf/systest/mtom/ServerWithJMS.java,61,61,0,0,0,0,0,0,0,0,0,0,0,9.384615385
systests/databinding/src/test/java/org/apache/cxf/systest/jibx/GreeterImpl.java,0,0,76,16,0,0,0,76,0,0,0,0,0,12.92307692
rt/rs/security/oauth-parent/oauth2/src/test/java/org/apache/cxf/rs/security/oauth2/utils/crypto/CodeGrantEncryptingDataProvider.java,0,0,0,0,0,0,55,0,16,0,0,0,0,5.461538462
systests/transport-undertow/src/test/java/org/apache/cxf/systest/http_undertow/websocket/SuperBook.java,0,0,0,0,0,0,0,0,45,0,0,0,0,3.461538462
rt/rs/security/oauth-parent/oauth2/src/main/java/org/apache/cxf/rs/security/oauth2/services/AccessTokenValidatorService.java,0,0,0,0,0,35,19,10,44,0,0,0,0,8.307692308
