Class,Xerces-J_1_1_0,Xerces-J_1_2_0,Xerces-J_1_3_0,Xerces-J_1_4_0,Xerces-J_2_0_0,Xerces-J_2_1_0,Xerces-J_2_2_0,Xerces-J_2_3_0,Xerces-J_2_4_0,Xerces-J_2_5_0,Xerces-J_2_6_0,Xerces-J_2_7_0,Xerces-J_2_8_0,Xerces-J_2_9_0,Xerces-J_2_10_0,Xerces-J_2_11_0,Xerces-J_2_12_0,average
src/org/apache/xerces/validators/datatype/DatatypeValidatorFactory.java,330,262,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,39.05882353
src/org/w3c/dom/Document.java,478,0,409,0,0,153,0,0,428,0,0,0,0,0,0,0,0,86.35294118
src/org/xml/sax/ext/DeclHandler.java,131,0,30,0,0,0,0,0,141,0,0,0,0,0,0,0,0,17.76470588
src/org/apache/xerces/readers/XCatalog.java,10,0,0,0,643,0,0,0,0,0,0,0,0,0,0,0,0,38.41176471
src/org/apache/xerces/domx/events/DocumentEvent.java,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.941176471
src/org/xml/sax/helpers/XMLReaderFactory.java,136,0,0,0,158,93,0,0,247,0,0,0,0,0,0,0,0,37.29411765
src/org/apache/xerces/impl/xs/util/XIntPool.java,0,0,0,0,79,0,0,0,0,0,0,69,0,11,0,0,0,9.352941176
src/org/apache/xerces/utils/XMLMessageProvider.java,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,5.352941176
src/org/apache/html/dom/HTMLModElementImpl.java,56,0,2,0,2,0,0,0,0,3,0,74,2,11,0,0,0,8.823529412
src/org/apache/xerces/dom/EntityImpl.java,43,16,0,78,10,70,0,0,0,11,40,77,0,11,0,0,0,20.94117647
src/org/apache/xerces/parsers/BasicParserConfiguration.java,0,0,0,0,568,2,27,1,0,10,53,173,0,11,0,0,0,49.70588235
src/org/apache/xerces/impl/xs/XSTypeDecl.java,0,0,0,0,79,22,0,81,0,0,0,0,0,0,0,0,0,10.70588235
src/org/apache/xerces/xs/XSAttributeUse.java,0,0,0,0,0,0,0,0,0,0,132,67,6,11,0,18,0,13.76470588
src/dom3/org/w3c/dom/DOMConfiguration.java,0,0,0,0,0,0,0,378,300,431,93,414,0,0,0,0,0,95.05882353
src/org/apache/xerces/dom/DOMValidationConfiguration.java,0,0,0,0,0,571,21,578,0,0,0,0,0,0,0,0,0,68.82352941
src/org/apache/xerces/impl/xs/psvi/XSModelGroup.java,0,0,0,0,0,100,0,36,2,0,98,0,0,0,0,0,0,13.88235294
src/org/apache/xerces/dom3/as/ASNotationDeclaration.java,0,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0,0,2.588235294
src/org/apache/html/dom/HTMLOListElementImpl.java,56,0,2,0,2,0,0,0,0,3,0,73,2,11,0,0,0,8.764705882
src/org/apache/xerces/domx/events/EventListener.java,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.647058824
src/org/w3c/dom/html/HTMLTextAreaElement.java,187,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,17.64705882
src/org/apache/xerces/impl/dv/XSSimpleType.java,0,0,0,0,287,170,0,19,0,0,2,82,0,11,0,0,0,33.58823529
src/org/apache/xerces/dom3/ls/LSProgressEvent.java,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,5.176470588
src/org/w3c/dom/NodeList.java,57,0,26,0,0,4,0,0,41,0,0,0,0,0,0,0,0,7.529411765
src/org/apache/wml/WMLBrElement.java,79,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,0,9.235294118
tests/dom/DTest.java,1758,0,0,0,0,0,0,0,74,0,0,145,0,11,2,0,0,117.0588235
src/org/apache/html/dom/NameNodeListImpl.java,150,0,0,0,2,0,0,0,0,8,0,125,0,11,0,0,0,17.41176471
src/org/w3c/dom/events/MutationEvent.java,82,0,72,0,0,16,0,0,108,0,0,0,0,0,0,0,0,16.35294118
src/org/apache/xerces/readers/StreamingCharReader.java,93,0,0,2,1388,0,0,0,0,0,0,0,0,0,0,0,0,87.23529412
src/org/apache/xerces/validators/common/XMLContentModel.java,141,40,10,5,182,0,0,0,0,0,0,0,0,0,0,0,0,22.23529412
src/org/apache/xerces/validators/datatype/UnknownFacetException.java,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.117647059
src/org/apache/html/dom/HTMLDirectoryElementImpl.java,56,0,2,0,2,0,0,0,0,3,0,73,2,11,0,0,0,8.764705882
src/org/apache/xerces/impl/xs/psvi/XSElementDeclaration.java,0,0,0,0,0,167,0,109,2,0,166,0,0,0,0,0,0,26.11764706
src/org/apache/xerces/xpointer/XPointerErrorHandler.java,0,0,0,0,0,0,0,0,0,0,0,112,0,11,3,0,0,7.411764706
src/org/apache/xerces/xs/AttributePSVI.java,0,0,0,0,0,0,0,0,0,0,70,67,0,11,0,0,0,8.705882353
src/org/apache/html/dom/HTMLIsIndexElementImpl.java,56,0,2,0,2,0,0,0,0,3,0,73,2,11,0,0,0,8.764705882
src/org/apache/xerces/impl/xs/XSAttributeGroupDecl.java,0,0,0,0,302,289,0,27,0,83,38,69,15,17,121,0,9,57.05882353
src/org/apache/xerces/validators/dtd/DTDImporter.java,418,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.17647059
src/org/apache/xerces/parsers/XMLGrammarPreparser.java,0,0,0,0,0,373,14,9,0,17,0,102,0,11,100,0,0,36.82352941
src/org/apache/xerces/parsers/SoftReferenceSymbolTableConfiguration.java,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,4.941176471
src/org/apache/xerces/dom/DocumentImpl.java,509,392,277,289,2245,208,0,0,19,27,0,239,4,380,261,0,0,285.2941176
src/org/apache/xerces/validators/schema/identity/Unique.java,0,0,87,6,87,0,0,0,0,0,0,0,0,0,0,0,0,10.58823529
src/org/apache/xerces/impl/XMLNamespaceBinder.java,0,0,0,0,871,149,64,139,0,10,5,79,0,11,2,0,0,78.23529412
src/org/w3c/dom/DocumentType.java,111,0,65,0,0,9,0,0,80,0,0,0,0,0,0,0,0,15.58823529
src/org/apache/xerces/util/EntityResolverWrapper.java,0,0,0,0,170,15,0,0,0,0,0,67,0,11,5,0,0,15.76470588
src/dom3/org/w3c/dom/TypeInfo.java,0,0,0,0,0,0,0,83,125,89,61,164,0,0,0,0,0,30.70588235
src/org/w3c/dom/html/HTMLDOMImplementation.java,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
src/org/apache/xerces/utils/XMLCharacterProperties.java,0,0,0,54,520,0,0,0,0,0,0,0,0,0,0,0,0,33.76470588
samples/dom/traversal/IteratorView.java,35,0,4,0,2,0,0,0,0,0,0,113,0,11,11,0,8,10.82352941
src/org/apache/xerces/validators/datatype/SchemaDateTimeException.java,0,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,8.117647059
src/org/w3c/dom/ls/DOMParserFilter.java,0,0,0,0,0,0,0,0,0,165,165,0,0,0,0,0,0,19.41176471
src/org/apache/xerces/stax/DefaultNamespaceContext.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,7.058823529
tests/dom/range/Test.java,709,0,6,0,4,0,0,0,156,0,0,100,0,11,0,0,0,58
src/org/apache/wml/WMLTimerElement.java,87,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,0,9.705882353
src/org/apache/xerces/dom3/as/NodeEditAS.java,0,0,0,0,114,0,0,0,1,0,0,0,0,0,0,0,0,6.764705882
src/org/apache/xml/serialize/Printer.java,367,40,0,77,2,0,0,0,0,0,0,67,0,21,4,0,0,34
src/org/w3c/dom/Comment.java,30,0,14,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4
src/org/apache/xerces/impl/dv/xs/YearMonthDurationDV.java,0,0,0,0,0,0,0,0,0,0,0,60,0,12,2,0,0,4.352941176
src/org/w3c/dom/html/HTMLOListElement.java,54,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,5.588235294
src/org/xml/sax/Configurable.java,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.117647059
src/org/apache/xerces/impl/dv/InvalidDatatypeValueException.java,0,0,0,0,80,0,0,0,0,0,0,72,0,11,0,0,0,9.588235294
src/org/apache/xerces/util/XMLResourceIdentifierImpl.java,0,0,0,0,221,0,0,0,55,0,0,67,0,11,0,0,0,20.82352941
src/org/apache/xerces/impl/xs/util/XS10TypeHelper.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3.647058824
src/org/apache/xerces/xinclude/XIncludeNamespaceSupport.java,0,0,0,0,0,0,0,0,0,111,20,71,0,12,0,0,0,12.58823529
src/org/w3c/dom/html/HTMLTableSectionElement.java,118,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,11.88235294
src/org/xml/sax/EntityResolver.java,193,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,17.82352941
src/org/apache/xerces/dom/AttrImpl.java,262,42,984,41,349,120,0,52,38,0,12,118,6,21,27,0,0,121.8823529
src/org/apache/xerces/xinclude/XIncludeMessageFormatter.java,0,0,0,0,0,0,0,0,0,125,0,69,0,11,23,0,0,13.41176471
tests/schema/config/FixedAttrTest.java,0,0,0,0,0,0,0,0,0,0,0,0,82,11,0,0,0,5.470588235
src/org/apache/xerces/xni/grammars/Grammar.java,0,0,0,0,98,12,0,0,0,0,6,67,0,11,0,0,0,11.41176471
src/org/apache/xerces/parsers/StandardParserConfiguration.java,0,0,0,0,855,576,49,15,6,8,0,118,41,11,24,0,0,100.1764706
tests/schema/config/IgnoreXSIType_A_C_Test.java,0,0,0,0,0,0,0,0,0,0,0,0,157,11,0,0,0,9.882352941
tests/dom/traversal/AllTests.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,2.529411765
src/org/apache/xerces/dom3/as/ASContentModel.java,0,0,0,0,138,0,0,0,1,0,0,0,0,0,0,0,0,8.176470588
src/org/apache/xerces/impl/dv/xs/SchemaDVFactoryImpl.java,0,0,0,0,388,172,0,6,6,74,87,138,0,11,326,0,0,71.05882353
src/org/apache/xerces/impl/dv/dtd/NOTATIONDatatypeValidator.java,0,0,0,0,152,91,0,0,0,0,0,69,0,11,4,0,0,19.23529412
src/org/apache/xerces/impl/XML11DocumentScannerImpl.java,0,0,0,0,0,681,0,41,0,66,171,154,8,11,8,0,0,67.05882353
src/org/apache/wml/WMLBigElement.java,80,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,0,9.294117647
src/org/apache/xerces/impl/xs/identity/IDValue.java,0,0,0,0,150,4,0,2,0,0,150,0,0,0,0,0,0,18
tools/src/XMLCharGenerator.java,0,0,0,0,0,0,0,0,0,0,0,334,0,11,0,0,0,20.29411765
src/org/apache/xerces/dom3/as/ASDataType.java,0,0,0,0,213,0,0,0,1,0,0,0,0,0,0,0,0,12.58823529
src/org/apache/wml/WMLOneventElement.java,75,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,0,9
src/org/w3c/dom/html/HTMLUListElement.java,41,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,4.411764706
src/org/apache/xerces/impl/xs/traversers/XSDAbstractTraverser.java,0,0,0,0,608,182,0,37,0,195,19,542,193,74,200,0,148,129.2941176
src/whiteboard/org/apache/xerces/tree/Doctype.java,499,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,58.70588235
tests/dom/serialize/TestSerializeDOMOut.java,0,164,0,0,6,1,0,0,0,0,0,80,0,11,0,0,0,15.41176471
src/org/apache/html/dom/HTMLParamElementImpl.java,56,0,2,0,2,0,0,0,0,3,0,75,2,11,0,0,0,8.882352941
src/org/apache/xerces/parsers/XIncludeParserConfiguration.java,0,0,0,0,0,0,0,0,0,217,114,81,0,11,0,0,0,24.88235294
src/org/apache/xerces/impl/XMLEntityHandler.java,0,0,0,0,109,0,0,0,0,4,0,80,0,11,0,0,0,12
src/org/apache/xerces/xs/XSImplementation.java,0,0,0,0,0,0,0,0,0,0,88,67,0,11,16,0,0,10.70588235
src/org/apache/xerces/dom/DeferredDocumentImpl.java,466,116,8,27,883,214,0,170,0,11,12,87,4,31,66,2,0,123.3529412
src/org/apache/xerces/utils/StringHasher.java,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,7.823529412
src/org/apache/xerces/impl/xs/XSElementDecl.java,0,0,0,0,189,220,0,33,0,12,39,101,16,18,19,5,0,38.35294118
src/org/apache/xerces/xni/psvi/AttributePSVI.java,0,0,0,0,61,17,0,2,2,0,78,0,0,0,0,0,0,9.411764706
src/org/apache/xerces/impl/xs/opti/DefaultText.java,0,0,0,0,0,0,0,0,0,274,4,69,0,21,2,0,0,21.76470588
src/org/apache/xerces/impl/xs/models/XSCMValidator.java,0,0,0,0,117,3,0,0,16,0,0,71,0,11,41,0,0,15.23529412
src/org/apache/wml/dom/WMLAccessElementImpl.java,104,0,0,0,0,0,0,0,0,0,0,145,2,11,2,0,0,15.52941176
tests/jaxp/JAXPSpecTest.java,0,0,0,0,0,0,0,0,0,256,0,99,0,11,0,0,0,21.52941176
src/org/apache/xerces/impl/XML11NamespaceBinder.java,0,0,0,0,0,0,0,124,0,23,0,69,0,11,0,0,0,13.35294118
src/org/apache/xerces/validators/common/CMException.java,97,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,11.41176471
src/org/apache/xerces/impl/msg/ExceptionMessages.java,0,0,0,0,174,174,0,0,0,0,0,0,0,0,0,0,0,20.47058824
src/org/apache/xerces/impl/dv/InvalidDatatypeFacetException.java,0,0,0,0,81,0,0,0,0,0,0,72,0,11,0,0,0,9.647058824
src/org/apache/html/dom/HTMLElementImpl.java,104,0,0,0,0,18,0,0,0,11,0,71,6,179,0,0,0,22.88235294
src/org/apache/xerces/stax/events/EntityReferenceImpl.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,5.470588235
src/org/apache/xerces/validators/datatype/DatatypeValidatorFactoryImpl.java,0,398,511,540,489,0,0,0,0,0,0,0,0,0,0,0,0,114
src/org/apache/xerces/utils/regex/BMPattern.java,272,6,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,32.35294118
src/org/apache/xerces/dom3/as/ASObjectList.java,0,0,0,0,41,0,0,0,1,0,0,0,0,0,0,0,0,2.470588235
src/org/apache/xerces/validators/datatype/RecurringDurationDatatypeValidator.java,0,631,387,614,0,0,0,0,0,0,0,0,0,0,0,0,0,96
src/javax/xml/parsers/FilePathToURI.java,0,0,0,0,0,0,0,169,169,0,0,0,0,0,0,0,0,19.88235294
src/org/apache/xerces/validators/common/SimpleContentModel.java,537,253,8,17,773,0,0,0,0,0,0,0,0,0,0,0,0,93.41176471
src/org/apache/xerces/validators/datatype/DateDatatypeValidator.java,0,0,0,118,118,0,0,0,0,0,0,0,0,0,0,0,0,13.88235294
src/org/apache/xerces/impl/xpath/regex/Op.java,0,0,0,0,289,1,0,0,0,0,0,69,0,11,22,0,0,23.05882353
src/org/apache/wml/WMLBElement.java,80,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,0,9.294117647
src/dom3/org/w3c/dom/bootstrap/DOMImplementationRegistry.java,0,0,0,0,0,0,0,0,210,23,44,209,0,0,0,0,0,28.58823529
src/org/xml/sax/helpers/NamespaceSupport.java,689,0,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,81.05882353
src/org/apache/xerces/impl/dtd/XMLEntityDecl.java,0,0,0,0,155,0,0,0,0,0,0,69,0,11,0,0,0,13.82352941
design/src/DesignDoc.java,0,0,0,0,1172,0,0,0,0,57,0,67,0,11,0,0,0,76.88235294
src/dom3/org/w3c/dom/DOMErrorHandler.java,0,0,0,0,0,45,0,0,25,39,12,45,0,0,0,0,0,9.764705882
src/org/apache/xerces/impl/dv/xs/FullDVFactory.java,0,0,0,0,0,203,0,2,6,24,31,69,0,11,2,0,0,20.47058824
src/org/apache/xerces/parsers/XML11Configurable.java,0,0,0,0,0,0,0,0,0,0,0,28,0,11,0,0,0,2.294117647
src/org/apache/xerces/parsers/SAXParser.java,657,86,9,4,1553,63,2,2,4,0,0,74,0,11,0,0,0,145
src/org/apache/wml/dom/WMLPElementImpl.java,112,0,0,0,0,0,0,0,0,0,0,159,2,11,2,0,0,16.82352941
src/org/apache/xerces/xs/datatypes/XSDecimal.java,0,0,0,0,0,0,0,0,0,0,0,64,0,11,0,0,0,4.411764706
src/dom3/org/w3c/dom/bootstrap/DOMImplementationListImpl.java,0,0,0,0,0,0,0,0,75,2,0,75,0,0,0,0,0,8.941176471
tests/schema/config/IgnoreXSIType_C_CA_Test.java,0,0,0,0,0,0,0,0,0,0,0,0,180,11,0,0,0,11.23529412
src/org/apache/xerces/impl/xs/psvi/XSAttributeDeclaration.java,0,0,0,0,0,105,0,37,2,0,98,0,0,0,0,0,0,14.23529412
src/org/apache/xerces/impl/dtd/DTDGrammar.java,0,0,0,0,1220,2023,0,48,39,6,8,115,70,11,29,0,154,219
src/org/apache/xerces/util/XMLErrorCode.java,0,0,0,0,0,0,0,0,0,0,0,81,0,11,0,0,0,5.411764706
samples/sax/SAX2Writer.java,399,116,0,38,447,0,0,0,0,0,0,0,0,0,0,0,0,58.82352941
src/org/apache/xerces/impl/xs/opti/SchemaParsingConfig.java,0,0,0,0,0,0,0,802,0,0,165,366,0,409,48,0,0,105.2941176
tests/schema/annotations/XSParticleAnnotationsTest.java,0,0,0,0,0,0,0,0,0,0,0,0,574,11,0,0,0,34.41176471
src/org/apache/xerces/dom3/Document3.java,0,0,0,0,333,333,0,0,0,0,0,0,0,0,0,0,0,39.17647059
src/org/apache/xerces/impl/io/UCSReader.java,0,0,0,0,337,8,0,0,0,0,0,69,0,113,4,0,0,31.23529412
src/org/apache/wml/dom/WMLBrElementImpl.java,96,0,0,0,0,0,0,0,0,0,0,129,2,11,2,0,0,14.11764706
src/org/apache/xerces/validators/schema/identity/Selector.java,0,0,244,36,252,0,0,0,0,0,0,0,0,0,0,0,0,31.29411765
src/dom3/org/w3c/dom/CDATASection.java,0,0,0,0,0,54,0,0,53,17,6,54,0,0,0,0,0,10.82352941
src/org/apache/xerces/xinclude/XIncludeTextReader.java,0,0,0,0,0,0,0,0,0,312,404,287,2,17,60,0,8,64.11764706
src/org/apache/xerces/dom/ParentNode.java,972,241,621,11,509,57,0,10,0,5,0,101,23,17,4,0,10,151.8235294
src/org/apache/xerces/validators/common/CMStateSet.java,312,0,20,0,332,0,0,0,0,0,0,0,0,0,0,0,0,39.05882353
src/org/apache/xerces/impl/dv/DTDDVFactory.java,0,0,0,0,88,46,12,0,0,0,0,70,0,11,10,0,0,13.94117647
src/org/apache/xerces/utils/SymbolCache.java,4,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,15.23529412
src/org/apache/xerces/xs/ItemPSVI.java,0,0,0,0,0,0,0,0,0,0,226,67,0,11,26,19,13,21.29411765
src/org/apache/wml/WMLMetaElement.java,106,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,0,10.82352941
src/org/w3c/dom/CDATASection.java,48,0,34,0,0,4,0,0,48,0,0,0,0,0,0,0,0,7.882352941
src/whiteboard/org/apache/xerces/tree/AttributeListEx.java,104,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,12.23529412
src/org/apache/xerces/dom/CommentImpl.java,6,0,0,0,10,0,0,0,0,0,0,69,0,11,0,0,0,5.647058824
src/org/apache/xerces/impl/dv/dtd/DatatypeValidatorFactory.java,0,0,0,0,84,84,0,0,0,0,0,0,0,0,0,0,0,9.882352941
src/org/w3c/dom/events/EventTarget.java,102,0,94,0,0,14,0,0,102,0,0,0,0,0,0,0,0,18.35294118
src/org/w3c/dom/ls/LSInput.java,0,0,0,0,0,0,0,0,0,0,202,202,0,0,0,0,0,23.76470588
src/org/apache/xerces/impl/XMLEntityDescription.java,0,0,0,0,0,0,0,0,0,0,0,47,0,11,0,0,0,3.411764706
src/org/apache/xerces/utils/IntStack.java,0,0,151,0,151,0,0,0,0,0,0,0,0,0,0,0,0,17.76470588
src/org/apache/xerces/impl/xs/models/CMBuilder.java,0,0,0,0,520,561,0,56,0,74,0,78,0,11,183,0,0,87.23529412
src/whiteboard/org/apache/xerces/tree/NamespacedNode.java,135,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,15.88235294
src/org/apache/xerces/readers/XMLDeclRecognizer.java,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,11.23529412
src/dom3/org/w3c/dom/DocumentFragment.java,0,0,0,0,0,62,0,0,33,15,5,53,0,0,0,0,0,9.882352941
src/javax/xml/parsers/ParserConfigurationException.java,90,93,4,0,75,0,0,0,88,0,0,0,0,0,0,0,0,20.58823529
src/org/apache/xerces/xni/XNIException.java,0,0,0,0,127,0,0,0,0,0,0,70,0,11,36,0,0,14.35294118
tests/schema/config/IdIdrefCheckingTest.java,0,0,0,0,0,0,0,0,0,0,0,0,167,11,0,0,0,10.47058824
src/org/apache/html/dom/ObjectFactory.java,0,0,0,0,0,0,0,0,0,0,0,538,0,11,56,0,4,35.82352941
src/org/apache/xerces/utils/regex/Token.java,1403,98,0,53,1448,0,0,0,0,0,0,0,0,0,0,0,0,176.5882353
src/org/apache/xerces/impl/dv/xs/StringDV.java,0,0,0,0,82,2,0,0,0,0,0,69,0,11,0,0,0,9.647058824
src/org/apache/xerces/readers/AbstractCharReader.java,93,0,6,2,1397,0,0,0,0,0,0,0,0,0,0,0,0,88.11764706
samples/dom/wrappers/Xerces.java,0,0,0,0,178,0,0,0,0,0,0,67,0,11,8,0,0,15.52941176
samples/dom/ASBuilder.java,0,0,0,0,294,6,0,14,4,0,0,298,0,0,0,0,0,36.23529412
src/org/apache/xerces/impl/xs/XSComplexTypeDecl.java,0,0,0,0,200,305,0,38,0,18,14,357,25,17,64,2,0,61.17647059
src/org/apache/wml/WMLFieldsetElement.java,86,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,0,9.647058824
src/org/apache/xerces/impl/dv/xs/DayDV.java,0,0,0,0,149,33,0,6,0,0,0,105,5,11,6,0,0,18.52941176
src/org/apache/xerces/impl/dv/xs/IDREFDV.java,0,0,0,0,89,5,0,0,0,0,0,69,0,11,0,0,0,10.23529412
src/org/apache/xerces/utils/regex/ParseException.java,89,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,10.47058824
src/org/apache/xerces/validators/common/CMLeaf.java,183,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,21.52941176
samples/jaxp/TypeInfoWriter.java,0,0,0,0,0,0,0,0,0,0,0,606,25,11,0,0,0,37.76470588
src/org/apache/xerces/impl/dv/xs/TypeValidator.java,0,0,0,0,133,13,0,8,0,0,0,77,0,11,0,0,41,16.64705882
src/org/apache/xerces/stax/events/EndDocumentImpl.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,2.588235294
src/org/apache/xerces/impl/xs/XSGroupDecl.java,0,0,0,0,76,47,0,8,0,7,4,69,15,18,27,0,0,15.94117647
src/org/apache/xerces/impl/xpath/regex/CaseInsensitiveMap.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,9.529411765
src/org/apache/xerces/xni/parser/XMLDocumentSource.java,0,0,0,0,84,3,0,0,0,0,0,67,0,11,0,0,0,9.705882353
src/org/apache/xerces/dom/DeferredElementNSImpl.java,177,4,0,17,18,4,0,8,0,0,2,70,0,28,4,0,0,19.52941176
src/org/apache/wml/dom/WMLMetaElementImpl.java,126,0,0,0,0,0,0,0,0,0,0,128,2,11,2,0,0,15.82352941
tests/schema/config/BasicTest.java,0,0,0,0,0,0,0,0,0,0,0,0,76,11,0,0,0,5.117647059
samples/xni/Writer.java,0,0,0,0,725,2,12,2,43,4,0,77,50,11,0,0,0,54.47058824
src/org/apache/xml/serialize/Encodings.java,186,2,125,0,4,0,0,108,0,7,0,69,0,29,0,0,0,31.17647059
src/org/apache/xerces/dom/ASDOMImplementationImpl.java,0,0,0,0,0,144,0,0,3,2,0,67,0,11,9,0,0,13.88235294
src/org/apache/xerces/impl/dv/xs/DayTimeDurationDV.java,0,0,0,0,0,0,0,0,0,0,0,59,0,11,2,0,0,4.235294118
src/org/apache/xerces/impl/xpath/regex/RegexParser.java,0,0,0,0,1272,168,0,0,116,0,0,69,0,29,175,4,3,108
src/org/apache/xerces/impl/dtd/AbstractDTDGrammar.java,0,0,0,0,1869,1869,0,0,0,0,0,0,0,0,0,0,0,219.8823529
src/org/apache/xerces/dom3/DOMConfiguration.java,0,0,0,0,0,0,0,379,0,501,365,417,0,0,0,0,0,97.76470588
src/org/apache/xerces/xs/datatypes/ByteList.java,0,0,0,0,0,0,0,0,0,0,0,58,0,11,4,4,0,4.529411765
src/org/apache/xerces/dom/DOMErrorImpl.java,0,0,0,0,186,58,0,11,0,3,0,77,0,11,2,0,0,20.47058824
src/org/apache/xerces/xinclude/XIncludeFatalError.java,0,0,0,0,0,0,0,0,0,94,94,0,0,0,0,0,0,11.05882353
src/org/apache/xerces/impl/validation/XMLGrammarPoolImpl.java,0,0,0,0,243,243,0,0,0,0,0,0,0,0,0,0,0,28.58823529
src/org/apache/wml/WMLDocument.java,72,0,0,0,0,0,0,0,0,0,0,67,0,11,2,0,0,8.941176471
samples/xni/XMLGrammarBuilder.java,0,0,0,0,0,345,4,2,10,0,0,84,54,11,0,0,0,30
src/org/apache/xerces/readers/StringReader.java,78,16,2,0,987,0,0,0,0,0,0,0,0,0,0,0,0,63.70588235
src/org/w3c/dom/html/HTMLHtmlElement.java,29,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,3.352941176
src/org/apache/xerces/impl/dtd/XML11DTDValidator.java,0,0,0,0,0,0,0,133,7,12,0,70,0,11,0,0,0,13.70588235
src/org/apache/xerces/utils/regex/Op.java,290,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,34.11764706
src/org/apache/xerces/validators/schema/identity/Field.java,0,0,202,51,223,0,0,0,0,0,0,0,0,0,0,0,0,28
src/org/w3c/dom/html/HTMLModElement.java,41,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,4.470588235
src/org/apache/xml/serialize/SecuritySupport.java,0,0,0,0,0,0,0,0,0,0,0,148,0,13,28,0,0,11.11764706
src/org/apache/xerces/validators/dtd/CMException.java,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.705882353
src/whiteboard/org/apache/xerces/tree/DtdEventListener.java,258,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,30.35294118
src/org/apache/xerces/msg/DatatypeMessages.java,4,3,0,46,106,0,0,0,0,0,0,0,0,0,0,0,0,9.352941176
tests/schema/config/FeaturePropagationTest.java,0,0,0,0,0,0,0,0,0,0,0,0,176,11,0,0,0,11
src/org/w3c/dom/html/HTMLParagraphElement.java,28,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3.235294118
src/org/apache/xerces/impl/xs/traversers/XSAnnotationInfo.java,0,0,0,0,0,0,0,0,0,0,0,69,0,11,2,0,0,4.823529412
src/org/w3c/dom/ls/DOMResourceResolver.java,0,0,0,0,0,0,0,0,0,65,65,0,0,0,0,0,0,7.647058824
src/org/apache/xerces/impl/RevalidationHandler.java,0,0,0,0,0,90,7,0,0,1,7,69,0,11,0,0,0,10.88235294
src/org/apache/xerces/parsers/AbstractDOMParser.java,0,0,0,0,1662,1253,132,306,12,83,2194,841,33,53,139,0,0,394.5882353
src/org/apache/xerces/impl/msg/ImplementationMessages.java,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,11.76470588
src/org/apache/xerces/impl/dv/xs/UnionDV.java,0,0,0,0,83,2,0,0,0,0,0,69,0,11,0,0,0,9.705882353
samples/sax/SAXWriter.java,0,149,2,32,456,0,0,0,0,0,0,0,0,0,0,0,0,37.58823529
