Class,1,1.1,1.2,1.3,1.4,1.5.0,1.6.0,2.0.0,2.1.0,2.2.0,2.3.0,2.4.0,2.5.0,2.6.0,2.7.0,2.8.0,2.9.0,2.10.0,2.11.0,2.12.0,jackrabbit-2.13.0,jackrabbit-2.14.0,jackrabbit-2.15.0,jackrabbit-2.16.0,jackrabbit-2.17.0,jackrabbit-2.18.0,jackrabbit-2.19.0,jackrabbit-2.20.0,average
jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/query/jsr283/qom/QueryObjectModelConstants.java,0,0,0,0,0,86,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.142857143
jackrabbit-core/src/test/java/org/apache/jackrabbit/core/query/SQL2NodeLocalNameTest.java,0,0,0,0,0,0,0,0,0,0,94,27,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5.035714286
jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/query/qom/ColumnImpl.java,0,0,0,0,0,133,0,22,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6.035714286
contrib/classloader/src/test/java/org/apache/jackrabbit/classloader/PatternPathTest.java,9,9,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.428571429
jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/commons/cnd/package-info.java,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.714285714
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/security/authorization/CompiledPermissions.java,0,0,0,0,0,74,3,0,0,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.785714286
contrib/jcr-server/webdav/src/java/org/apache/jackrabbit/webdav/observation/ObservationDavServletRequest.java,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.535714286
jackrabbit-jcr-tests/src/main/java/org/apache/jackrabbit/test/api/query/TestAll.java,0,0,74,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
contrib/jcr-server/webdav/src/java/org/apache/jackrabbit/webdav/DavMethods.java,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.35714286
jackrabbit/src/main/java/org/apache/jackrabbit/core/state/db/OraclePersistenceManager.java,0,349,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.92857143
jackrabbit-ocm/src/main/java/org/apache/jackrabbit/ocm/exception/LockingException.java,0,0,0,0,25,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.928571429
jackrabbit-core/src/test/java/org/apache/jackrabbit/core/query/QueryResultTest.java,0,0,220,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.142857143
jackrabbit/src/main/java/org/apache/jackrabbit/core/query/OrQueryNode.java,9,9,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.214285714
jackrabbit/src/main/java/org/apache/jackrabbit/core/query/ExactQueryNode.java,9,9,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.071428571
contrib/jcr-server/webdav/src/java/org/apache/jackrabbit/webdav/observation/Filter.java,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.571428571
jcr-server/webdav/src/java/org/apache/jackrabbit/webdav/observation/ObservationConstants.java,72,9,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
jackrabbit-spi2jcr/src/test/java/org/apache/jackrabbit/spi2jcr/RepositorySetup.java,0,0,0,0,0,267,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.07142857
jackrabbit-jcr-rmi/src/main/java/org/apache/jackrabbit/rmi/remote/RemoteEventCollection.java,0,0,81,0,2,0,79,79,0,0,0,0,0,64,0,0,0,0,0,0,0,26,0,0,0,0,0,0,11.82142857
jackrabbit-core/src/test/java/org/apache/jackrabbit/api/jsr283/security/AccessControlListTest.java,0,0,0,0,0,496,121,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.07142857
jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/query/xpath/QueryBuilder.java,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2.571428571
jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/commons/xml/Exporter.java,0,0,0,0,0,562,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,20.64285714
jackrabbit-jcr-tests/src/main/java/org/apache/jackrabbit/test/api/observation/EventResult.java,0,0,136,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.214285714
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/data/DataStoreException.java,0,0,0,0,56,4,2,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,4.214285714
jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/commons/jackrabbit/user/package-info.java,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.714285714
contrib/nt-ns-util/src/main/java/org/apache/jackrabbit/util/name/NamespaceExtractor.java,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.107142857
textfilters/src/test/org/apache/jackrabbit/core/query/test/MSExcelTest.java,31,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.571428571
jackrabbit-jcr-tests/src/main/java/org/apache/jackrabbit/test/api/version/simple/AbstractVersionTest.java,0,0,0,0,0,0,0,144,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/security/authorization/acl/EntryFilterImpl.java,0,0,0,0,0,0,0,0,0,116,50,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.535714286
jackrabbit-data/src/main/java/org/apache/jackrabbit/core/data/LazyFileInputStream.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,5.964285714
jackrabbit/src/main/java/org/apache/jackrabbit/core/nodetype/NodeTypeRegistryListener.java,9,9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.428571429
jackrabbit/src/main/java/org/apache/jackrabbit/core/config/SecurityConfig.java,0,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.928571429
jackrabbit-jcr2spi/src/test/java/org/apache/jackrabbit/jcr2spi/AbstractMoveTest.java,0,0,0,0,75,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.321428571
jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/conversion/PathResolver.java,0,0,0,0,48,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
jackrabbit-jcr2spi/src/test/java/org/apache/jackrabbit/jcr2spi/RemoveItemTest.java,0,0,0,0,180,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143
jackrabbit/src/main/java/org/apache/jackrabbit/core/nodetype/EffectiveNodeTypeCache.java,155,16,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.35714286
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/TestContentLoader.java,0,0,0,0,0,0,0,0,257,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9.821428571
jackrabbit-jcr-rmi/src/main/java/org/apache/jackrabbit/rmi/remote/RemoteWorkspace.java,0,0,187,0,3,0,186,192,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5
jackrabbit-core/src/test/java/org/apache/jackrabbit/core/query/lucene/directory/DirectoryManagerTest.java,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.928571429
jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/privilege/PrivilegeDefinitionWriter.java,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75
jackrabbit-classloader/src/main/java/org/apache/jackrabbit/classloader/ArchiveClassPathEntry.java,0,0,0,576,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.14285714
jackrabbit-jcr-tests/src/main/java/org/apache/jackrabbit/test/api/WorkspaceTest.java,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
jackrabbit-jcr-tests/src/main/java/org/apache/jackrabbit/test/api/nodetype/CanSetPropertyBinaryTest.java,0,0,251,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9.285714286
jackrabbit-ocm/src/test/java/org/apache/jackrabbit/ocm/manager/query/AnnotationScopeQueryTest.java,0,0,0,0,244,60,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.57142857
jackrabbit-jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/state/WorkspaceItemStateFactory.java,0,0,0,0,424,282,105,61,559,14,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
jackrabbit-ocm/src/main/java/org/apache/jackrabbit/ocm/manager/ManagerConstant.java,0,0,0,0,38,14,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.214285714
jcr-server/webdav/src/java/org/apache/jackrabbit/webdav/DavConstants.java,145,45,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.78571429
jackrabbit-jcr-rmi/src/main/java/org/apache/jackrabbit/rmi/server/principal/ServerGroup.java,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,10,4.214285714
jackrabbit-ocm/src/main/java/org/apache/jackrabbit/ocm/manager/collectionconverter/impl/ManagedHashMap.java,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285714286
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/constraint/NotConstraint.java,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.892857143
jackrabbit/src/test/java/org/apache/jackrabbit/core/JackrabbitRepositoryStub.java,9,9,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.821428571
contrib/jcr-commands/src/java/org/apache/jackrabbit/command/lock/Lock.java,9,9,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/RepositoryContext.java,0,0,0,0,0,0,0,0,0,311,53,68,0,0,21,26,0,0,0,0,0,0,0,5,0,0,0,0,17.28571429
jackrabbit/src/main/java/org/apache/jackrabbit/core/nodetype/NodeDefId.java,9,25,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.142857143
jackrabbit/src/test/java/org/apache/jackrabbit/core/nodetype/converter/TestAll.java,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.785714286
jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/logging/package-info.java,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.714285714
jackrabbit-aws-ext/src/main/java/org/apache/jackrabbit/aws/ext/ds/S3Backend.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,38,203,14,24,0,27,0,0,0,4,0,0,40.96428571
jackrabbit-webdav/src/main/java/org/apache/jackrabbit/webdav/header/Header.java,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964285714
jackrabbit-ocm/src/main/java/org/apache/jackrabbit/ocm/mapper/impl/annotation/Bean.java,0,0,0,0,54,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.857142857
jackrabbit-core/src/test/java/org/apache/jackrabbit/api/security/user/NestedGroupTest.java,0,0,0,0,0,159,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25
jcr-rmi/src/java/org/apache/jackrabbit/rmi/xml/WorkspaceImportContentHandler.java,9,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.142857143
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/persistence/bundle/NGKDbNameIndex.java,0,0,0,0,0,0,0,71,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.071428571
contrib/jcr-commands/src/java/org/apache/jackrabbit/command/lock/RefreshLock.java,9,9,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.964285714
contrib/tck-candidate/src/main/java/org/apache/jackrabbit/server/RepositorySetup.java,260,9,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.92857143
jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/QPropertyDefinitionImpl.java,0,0,0,0,190,0,0,158,6,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.78571429
jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/nodetype/compact/CompactNodeTypeDefReader.java,0,0,0,0,0,709,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.64285714
jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/query/xpath/SimpleNode.java,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.464285714
jackrabbit-spi-commons/src/test/java/org/apache/jackrabbit/spi/commons/query/xpath/XPathOrderByTest.java,0,0,0,0,0,0,100,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.642857143
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/fs/FileSystemPathUtil.java,0,0,226,0,0,4,0,0,0,0,4,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,16.5
jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/stats/TimeSeriesMax.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,65,0,0,0,0,0,0,0,0,7.392857143
jackrabbit-jcr2spi/src/test/java/org/apache/jackrabbit/jcr2spi/nodetype/RemoveMixinTest.java,0,0,0,0,118,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.071428571
contrib/spi/jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/operation/RemoveLabel.java,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.428571429
jackrabbit-jcr-server/src/main/java/org/apache/jackrabbit/server/BasicCredentialsProvider.java,0,0,112,0,0,0,14,8,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,5
jackrabbit-api/src/main/java/org/apache/jackrabbit/api/security/principal/NoSuchPrincipalException.java,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142857143
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/stats/QueryStatDtoOccurrenceComparator.java,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,2.357142857
jackrabbit-jcr-rmi/src/main/java/org/apache/jackrabbit/rmi/server/jmx/JCRServerMBean.java,0,0,41,0,0,33,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
jackrabbit-jcr-rmi/src/main/java/org/apache/jackrabbit/rmi/client/DefaultContentHandler.java,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.214285714
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/state/ItemStateStore.java,0,0,105,0,0,0,0,6,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.714285714
jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/name/NameConstants.java,0,0,0,0,445,11,30,154,0,158,8,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.17857143
jackrabbit-jcr-tests/src/main/java/org/apache/jackrabbit/test/api/query/qom/EquiJoinConditionTest.java,0,0,0,0,0,0,0,90,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
contrib/bdb-persistence/src/java/org/apache/jackrabbit/core/state/bdb/NodeStateTupleBinding.java,11,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.214285714
jca/src/java/org/apache/jackrabbit/jca/JCAConnectionManager.java,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.785714286
jackrabbit-jcr-commons/src/test/java/org/apache/jackrabbit/name/TestAll.java,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.071428571
jackrabbit/src/site/xdoc/doc/hops/FirstHop.java,30,16,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.285714286
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/nodetype/EffectiveNodeType.java,0,0,1122,4,96,27,0,684,0,8,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,69.71428571
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/state/db/SimpleDbPersistenceManager.java,0,0,29,0,0,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142857143
jackrabbit-jcr-rmi/src/main/java/org/apache/jackrabbit/rmi/client/security/ClientAccessControlEntry.java,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.607142857
jackrabbit-jcr-rmi/src/main/java/org/apache/jackrabbit/rmi/client/iterator/ClientVersionIterator.java,0,0,71,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.607142857
contrib/spi/jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/state/ItemState.java,0,508,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.28571429
jackrabbit-aws-ext/src/main/java/org/apache/jackrabbit/aws/ext/ds/S3BackendResourceAbortableInputStream.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,1.75
jackrabbit-core/src/test/java/org/apache/jackrabbit/core/ReadWhileSaveTest.java,0,0,0,0,98,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.714285714
jackrabbit-ocm/src/test/java/org/apache/jackrabbit/ocm/testmodel/interfaces/AnotherInterface.java,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.785714286
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/security/authorization/PrivilegeBits.java,0,0,0,0,0,0,0,0,0,0,547,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/security/authentication/AuthContextProvider.java,0,0,0,0,0,170,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.678571429
test/performance/jackrabbit14/src/test/java/org/apache/jackrabbit/performance/PerformanceTest.java,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jackrabbit-jcr-server/src/main/java/org/apache/jackrabbit/server/io/VersionHistoryHandler.java,0,0,0,0,135,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,5.607142857
jackrabbit-api/src/main/java/org/apache/jackrabbit/api/jsr283/nodetype/InvalidNodeTypeDefinitionException.java,0,0,0,0,0,67,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.785714286
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/security/principal/PrincipalProvider.java,0,0,0,0,0,127,0,21,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,5.678571429
contrib/jcr-server/client/src/java/org/apache/jackrabbit/webdav/client/methods/UpdateMethod.java,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
jackrabbit/src/test/java/org/apache/jackrabbit/test/api/query/XPathOrderByTest.java,9,11,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.785714286
contrib/jcr-commands/src/java/org/apache/jackrabbit/command/cli/SourceCommand.java,9,9,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.464285714
contrib/jcr-commands/src/java/org/apache/jackrabbit/command/version/Merge.java,9,9,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285714286
jcr-server/webdav/src/java/org/apache/jackrabbit/webdav/property/DavProperty.java,70,45,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.642857143
jackrabbit-jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/nodetype/NodeDefinitionImpl.java,0,0,0,0,103,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.357142857
jackrabbit-spi2dav/src/main/java/org/apache/jackrabbit/spi2dav/EventImpl.java,0,0,0,0,0,0,59,63,6,4,0,61,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7.035714286
jackrabbit-jca/src/test/java/org/apache/jackrabbit/jca/test/ConnectionFactoryTest.java,0,0,106,0,0,16,27,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.571428571
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/persistence/bundle/Oracle9PersistenceManager.java,0,0,0,284,59,16,0,22,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.85714286
contrib/jcr-commands/src/java/org/apache/jackrabbit/command/ext/StartJackrabbitSingleton.java,9,9,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.821428571
jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/commons/repository/JNDIRepository.java,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
jackrabbit/src/test/java/org/apache/jackrabbit/test/api/WorkspaceCloneReferenceableTest.java,9,9,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.107142857
contrib/backup/src/main/java/org/apache/jackrabbit/backup/LaunchBackup.java,0,305,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.78571429
jackrabbit-jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/operation/Update.java,0,0,0,0,83,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.428571429
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/security/principal/FallbackPrincipalProvider.java,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.892857143
jackrabbit-webdav/src/main/java/org/apache/jackrabbit/webdav/WebdavResponse.java,0,0,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142857143
jackrabbit-api/src/main/java/org/apache/jackrabbit/api/jsr283/query/Row.java,0,0,0,0,0,0,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.428571429
jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/util/ISO9075.java,0,0,188,0,30,2,0,37,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,9.321428571
jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/name/Matcher.java,0,0,0,0,0,98,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.214285714
jackrabbit-webdav/src/main/java/org/apache/jackrabbit/webdav/ordering/package-info.java,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.714285714
jackrabbit-ocm/src/main/java/org/apache/jackrabbit/ocm/manager/objectconverter/impl/AbstractLazyLoader.java,0,0,0,0,0,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.428571429
jackrabbit-data/src/main/java/org/apache/jackrabbit/core/data/db/ResettableTempFileInputStream.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,2.285714286
jackrabbit/src/test/java/org/apache/jackrabbit/test/api/query/XPathDocOrderTest.java,9,11,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75
jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/query/sql/Token.java,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.464285714
jackrabbit-ocm/src/main/java/org/apache/jackrabbit/ocm/exception/RepositoryException.java,0,0,0,0,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.571428571
jackrabbit/src/main/java/org/apache/jackrabbit/core/nodetype/converter/SchemaConversionException.java,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.428571429
jackrabbit-jcr-rmi/src/main/java/org/apache/jackrabbit/rmi/jackrabbit/package-info.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.642857143
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/DefaultRedoLogFactory.java,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.035714286
jackrabbit-jcr-tests/src/main/java/org/apache/jackrabbit/test/api/query/SaveTest.java,0,0,249,2,0,0,0,24,0,0,0,0,4,3,0,2,0,0,0,0,0,0,4,0,0,0,0,0,10.28571429
