Class,release-0.3.0,release-0.4.0,release-0.5.0,release-0.6.0,release-0.7.0,release-0.8.0,release-0.9.0,release-0.10.0,release-0.11.0,release-0.12.0,release-0.13.0,release-0.14.0,release-0.15.0,release-0.16.0,release-0.17.0,average
src/org/apache/pig/impl/util/UriUtil.java,0,0,0,0,0,42,0,4,0,7,18,0,0,0,0,4.733333333
contrib/zebra/src/test/org/apache/hadoop/zebra/pig/TestTableMergeJoinMultipleColsSort.java,0,0,0,224,29,6,0,0,0,0,213,0,0,0,0,31.46666667
src/org/apache/pig/newplan/ReverseDependencyOrderWalkerWOSeenChk.java,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,5.666666667
test/org/apache/pig/test/TestTuple.java,0,0,0,0,0,126,0,0,105,0,0,30,0,0,0,17.4
contrib/zebra/src/test/org/apache/hadoop/zebra/io/TestNegative.java,0,619,0,42,27,0,0,0,0,0,646,0,0,0,0,88.93333333
test/org/apache/pig/test/utils/ScriptSchemaTestLoader.java,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,3.666666667
src/org/apache/pig/builtin/IntAvg.java,225,15,0,58,2,3,0,0,0,0,0,0,0,37,0,22.66666667
src/org/apache/pig/impl/streaming/DefaultInputHandler.java,30,0,0,0,46,0,0,0,0,0,0,0,0,0,0,5.066666667
test/org/apache/pig/test/utils/ReportingUDF.java,0,0,0,0,0,0,0,41,0,0,0,4,0,0,0,3
test/org/apache/pig/tez/TestTezJobExecution.java,0,0,0,0,0,0,0,0,0,0,0,0,0,80,129,13.93333333
contrib/zebra/src/test/org/apache/hadoop/zebra/mapred/TestBasicTableIOFMoreLocal.java,0,44,0,0,0,0,0,0,0,0,44,0,0,0,0,5.866666667
src/org/apache/pig/builtin/ATAN.java,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,2.133333333
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/stats/COV.java,280,0,0,0,9,6,0,0,0,0,0,0,0,0,0,19.66666667
contrib/penny/java/src/main/java/org/apache/pig/penny/apps/ds/DSCoordinator.java,0,0,0,0,0,0,44,0,44,0,0,0,0,0,0,5.866666667
test/perf/pigmix/src/java/org/apache/pig/test/pigmix/mapreduce/L5.java,0,0,0,0,0,0,0,0,0,225,10,0,0,0,0,15.66666667
src/org/apache/pig/data/FieldIsNullException.java,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2
src/org/apache/pig/impl/logicalLayer/optimizer/LogicalTransformer.java,326,170,0,5,0,0,213,0,0,0,0,0,0,0,0,47.6
src/org/apache/pig/impl/io/NullableFloatWritable.java,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.733333333
src/org/apache/pig/parser/RegisterResolver.java,0,0,0,0,0,0,0,0,0,0,0,0,0,89,29,7.866666667
src/org/apache/pig/impl/io/BinStorageOutputFormat.java,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,3.333333333
contrib/zebra/src/test/org/apache/hadoop/zebra/tfile/TestTFileLzoCodecsByteArrays.java,0,0,0,42,0,0,0,0,0,0,42,0,0,0,0,5.6
src/org/apache/pig/impl/builtin/SampleLoader.java,0,200,0,14,215,0,0,0,0,0,0,0,0,0,0,28.6
src/org/apache/pig/builtin/MIN.java,171,0,0,41,1,16,0,0,207,1,6,0,0,0,0,29.53333333
src/org/apache/pig/builtin/COUNT.java,91,18,0,40,1,16,17,0,3,0,0,0,0,0,0,12.4
test/org/apache/pig/builtin/TestOrcStorage.java,0,0,0,0,0,0,0,0,0,0,0,410,18,0,8,29.06666667
test/org/apache/pig/parser/TestErrorHandling.java,0,0,0,0,0,0,241,31,56,34,0,0,0,0,2,24.26666667
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/DoubleAbs.java,82,0,0,0,3,6,0,0,0,0,0,2,0,0,0,6.2
contrib/zebra/src/test/org/apache/hadoop/zebra/io/TestMapOfRecord.java,0,391,0,10,0,0,0,0,0,0,391,0,0,0,0,52.8
test/org/apache/pig/spark/TestIndexedKey.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,10.93333333
src/org/apache/pig/pen/EquivalenceClasses.java,192,0,0,30,0,0,231,0,0,0,0,0,0,0,0,30.2
src/org/apache/pig/backend/hadoop/executionengine/mapreduceExec/SortPartitioner.java,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.933333333
src/org/apache/pig/pen/DerivedData.java,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4
test/org/apache/pig/test/TestCustomSlicer.java,49,0,0,0,89,0,0,0,0,0,0,0,0,0,0,9.2
src/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/PigWritableComparators.java,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,36.26666667
test/e2e/pig/udfs/java/org/apache/pig/test/udf/evalfunc/TOMAP.java,0,0,0,0,0,0,67,3,0,0,0,0,0,0,0,4.666666667
src/org/apache/pig/tools/pigstats/mapreduce/MRJobStats.java,0,0,0,0,0,0,0,0,0,0,518,32,0,0,44,39.6
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/util/ToTuple.java,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,5
src/org/apache/pig/backend/hadoop/executionengine/util/MapRedUtil.java,0,92,0,26,250,468,19,6,0,0,208,28,44,0,4,76.33333333
src/org/apache/pig/newplan/logical/rules/LoadTypeCastInserter.java,0,0,0,0,0,33,0,0,0,36,0,0,0,0,0,4.6
contrib/zebra/src/java/org/apache/hadoop/zebra/types/SimpleCharStream.java,0,487,0,487,0,0,0,0,0,0,0,0,0,0,0,64.93333333
contrib/zebra/src/java/org/apache/hadoop/zebra/io/MetaFile.java,0,256,0,6,0,0,0,0,0,0,256,0,0,0,0,34.53333333
src/org/apache/pig/builtin/StringMax.java,151,0,0,38,0,2,0,0,0,0,0,0,2,27,0,14.66666667
test/org/apache/pig/test/TestScalarAliases.java,0,0,0,0,0,582,30,17,177,0,0,15,517,0,0,89.2
src/org/apache/pig/impl/logicalLayer/LOProject.java,463,0,0,50,0,21,472,0,0,0,0,0,0,0,0,67.06666667
src/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/PigOutputCommitter.java,0,0,0,141,311,27,0,165,41,81,0,0,0,0,46,54.13333333
src/org/apache/pig/backend/hadoop/accumulo/FixedByteArrayOutputStream.java,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,3.066666667
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/FloatUlp.java,85,0,0,0,3,0,0,0,0,0,0,2,0,0,0,6
src/org/apache/pig/impl/logicalLayer/RemoveRedundantOperators.java,155,4,0,2,0,0,129,0,0,0,0,0,0,0,0,19.33333333
src/org/apache/pig/backend/hadoop/executionengine/spark/operator/NativeSparkOperator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,6.4
test/org/apache/pig/test/TestGTOrEqual.java,409,0,0,0,0,0,0,0,52,155,6,0,0,0,0,41.46666667
test/org/apache/pig/test/NonDefaultBagFactory.java,41,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2.933333333
src/org/apache/pig/newplan/logical/relational/LOStream.java,0,0,0,0,0,116,0,4,0,21,0,0,0,0,0,9.4
test/org/apache/pig/test/TestNewPlanColumnPrune.java,0,0,0,0,0,458,396,0,21,317,0,0,8,0,28,81.86666667
src/org/apache/pig/backend/hadoop/hbase/HBaseTableInputFormat.java,0,0,0,0,0,197,1,0,0,0,0,0,0,0,0,13.2
src/org/apache/pig/pen/DisplayExamples.java,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.86666667
test/org/apache/pig/test/utils/TypeCheckingTestUtil.java,110,0,0,7,29,0,36,12,4,0,0,0,0,0,0,13.2
src/org/apache/pig/backend/hadoop/executionengine/spark/converter/MergeJoinConverter.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,5.666666667
test/org/apache/pig/test/TestMonitoredUDF.java,0,0,0,0,0,174,0,17,0,0,0,0,0,0,0,12.73333333
src/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/SortKeyInfo.java,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,5
src/org/apache/pig/newplan/logical/visitor/TypeCheckingExpVisitor.java,0,0,0,0,0,0,1364,25,20,384,77,0,0,23,3,126.4
shims/src/hadoop23/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/PigMapBase.java,0,0,0,0,0,0,0,138,0,0,0,0,0,0,138,18.4
src/org/apache/pig/builtin/CBRT.java,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,2.133333333
contrib/zebra/src/java/org/apache/hadoop/zebra/schema/package-info.java,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,2.933333333
src/org/apache/pig/builtin/AVG.java,234,17,0,54,3,17,0,0,0,0,44,0,0,7,0,25.06666667
test/org/apache/pig/test/TestPOUserFunc.java,397,0,0,0,0,0,2,0,0,60,0,0,0,0,0,30.6
src/org/apache/pig/backend/hadoop/executionengine/tez/plan/TezCompiler.java,0,0,0,0,0,0,0,0,0,0,0,2462,54,400,155,204.7333333
src/org/apache/pig/impl/logicalLayer/LogicalPlanCloneHelper.java,477,0,0,3,0,0,427,0,0,0,0,0,0,0,0,60.46666667
src/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/MapReducePOStoreImpl.java,0,0,0,14,212,49,0,5,0,0,43,0,0,0,0,21.53333333
src/org/apache/pig/data/BinSedesTupleFactory.java,0,0,0,0,0,73,0,0,13,0,0,0,0,0,0,5.733333333
src/org/apache/pig/NonFSLoadFunc.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.666666667
src/org/apache/pig/experimental/logical/expression/EqualExpression.java,0,0,0,0,72,72,0,0,0,0,0,0,0,0,0,9.6
src/org/apache/pig/builtin/JsonStorage.java,0,0,0,0,0,0,0,277,0,42,10,25,0,0,0,23.6
src/org/apache/pig/impl/plan/PlanException.java,156,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10.53333333
src/org/apache/pig/builtin/UPPER.java,0,0,0,0,0,89,0,0,0,0,0,4,0,0,0,6.2
src/org/apache/pig/builtin/ToUnixTime.java,0,0,0,0,0,0,0,0,95,2,0,5,0,0,0,6.8
test/org/apache/pig/test/TestJobControlCompiler.java,0,0,0,0,0,0,0,0,254,0,62,126,16,0,43,33.4
contrib/zebra/src/java/org/apache/hadoop/zebra/tfile/CompareUtils.java,0,0,0,98,0,0,0,0,0,0,98,0,0,0,0,13.06666667
test/org/apache/pig/builtin/TestBigTypeSort.java,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,5.2
test/org/apache/pig/test/TestScriptUDF.java,0,0,0,0,0,429,198,154,390,122,3,45,0,0,6,89.8
src/org/apache/pig/newplan/DotPlanDumper.java,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,23
test/org/apache/pig/test/TestOptimizeNestedLimit.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,17.66666667
src/org/apache/pig/backend/local/executionengine/physicalLayer/relationalOperators/POSplitOutput.java,131,0,0,3,132,0,0,0,0,0,0,0,0,0,0,17.73333333
test/org/apache/pig/test/TestPOMapLookUp.java,68,4,0,0,0,0,0,0,0,28,0,0,0,0,0,6.666666667
contrib/zebra/src/test/org/apache/hadoop/zebra/types/TestStorageCollection.java,0,174,0,34,2,0,0,0,0,0,174,0,0,0,0,25.6
src/org/apache/pig/experimental/logical/expression/ExpToPhyTranslationVisitor.java,0,0,0,0,513,513,0,0,0,0,0,0,0,0,0,68.4
src/org/apache/pig/builtin/CurrentTime.java,0,0,0,0,0,0,0,0,54,44,0,9,0,0,0,7.133333333
src/org/apache/pig/newplan/logical/relational/LogicalPlanData.java,0,0,0,0,0,0,0,0,0,156,150,0,0,0,0,20.4
contrib/zebra/src/java/org/apache/hadoop/zebra/mapreduce/TableRecordReader.java,0,0,0,0,135,0,0,0,0,0,135,0,0,0,0,18
contrib/piggybank/java/src/test/java/org/apache/pig/piggybank/test/evaluation/decode/TestDecode.java,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,12
src/org/apache/pig/newplan/logical/relational/LOSplitOutput.java,0,0,0,0,0,108,0,0,0,29,0,0,0,0,0,9.133333333
src/org/apache/pig/builtin/HiveUDF.java,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,11.33333333
test/org/apache/pig/test/TestGroupConstParallelMR.java,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,5.6
src/org/apache/pig/backend/hadoop/executionengine/spark/converter/JoinGroupSparkConverter.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,17.66666667
test/org/apache/pig/test/OrdAsc.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667
test/org/apache/pig/test/TestDataBag.java,125,0,0,331,20,0,0,33,53,0,0,0,0,0,259,54.73333333
contrib/zebra/src/java/org/apache/hadoop/zebra/pig/comparator/ByteExpr.java,0,0,0,37,0,0,0,0,0,0,37,0,0,0,0,4.933333333
src/org/apache/pig/backend/local/executionengine/LocalPOStoreImpl.java,0,0,0,3,71,0,0,0,0,0,0,0,0,0,0,4.933333333
src/org/apache/pig/experimental/logical/rules/MapKeysPruneHelper.java,0,0,0,0,298,298,0,0,0,0,0,0,0,0,0,39.73333333
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/TANH.java,49,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3.666666667
src/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/JobCreationException.java,159,0,0,0,0,0,0,0,0,0,159,0,0,0,0,21.2
src/org/apache/pig/builtin/JsonLoader.java,0,0,0,0,0,0,0,346,0,31,0,17,187,83,0,44.26666667
src/org/apache/pig/builtin/InvokeForString.java,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,2.8
src/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/PigDateTimeRawComparator.java,0,0,0,0,0,0,0,0,120,0,0,8,0,22,0,10
src/org/apache/pig/impl/util/IdentityHashSet.java,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.4
contrib/zebra/src/test/org/apache/hadoop/zebra/pig/TestCogroup.java,0,0,0,241,78,9,0,0,0,0,188,0,0,0,0,34.4
src/org/apache/pig/impl/logicalLayer/LOEval.java,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667
src/org/apache/pig/scripting/jython/JythonScriptEngine.java,0,0,0,0,0,144,175,316,33,47,4,12,0,0,0,48.73333333
src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/relationalOperators/CombinerPackager.java,0,0,0,0,0,0,0,0,0,0,161,32,0,0,11,13.6
test/org/apache/pig/test/TestStoreLocal.java,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,2.466666667
contrib/zebra/src/java/org/apache/hadoop/zebra/tfile/Utils.java,0,0,0,517,0,0,0,0,0,0,517,0,0,0,0,68.93333333
contrib/piggybank/java/src/test/java/org/apache/pig/piggybank/test/evaluation/TestIsDouble.java,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,3.6
src/org/apache/pig/scripting/groovy/GroovyUtils.java,0,0,0,0,0,0,0,0,293,28,0,0,0,0,0,21.4
src/org/apache/pig/impl/logicalLayer/UnaryExpressionOperator.java,98,0,0,0,0,0,91,0,0,0,0,0,0,0,0,12.6
test/org/apache/pig/test/RangeSlicer.java,102,2,0,7,222,0,0,0,0,0,0,0,0,0,0,22.2
test/org/apache/pig/test/utils/planComparer/LogicalPlanComparer.java,162,0,0,0,0,0,162,0,0,0,0,0,0,0,0,21.6
src/org/apache/pig/backend/hadoop/executionengine/spark/optimizer/SparkSecondaryKeyOptimizerUtil.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3.4
src/org/apache/pig/impl/logicalLayer/validators/TypeCheckerException.java,157,0,0,2,0,0,26,0,0,0,0,0,0,0,0,12.33333333
test/org/apache/pig/test/TestPoissonSampleLoader.java,0,111,0,10,104,23,0,2,45,85,0,29,6,0,0,27.66666667
src/org/apache/pig/impl/util/avro/AvroStorageDataConversionUtilities.java,0,0,0,0,0,0,0,0,0,127,0,0,80,0,2,13.93333333
test/org/apache/pig/test/TestSkewedJoin.java,0,327,0,199,116,63,24,0,0,491,0,189,15,0,22,96.4
contrib/zebra/src/test/org/apache/hadoop/zebra/mapreduce/TestMultipleOutputs2TypedApi.java,0,0,0,0,621,0,0,0,0,0,621,0,0,0,0,82.8
src/org/apache/pig/newplan/logical/visitor/ScalarVisitor.java,0,0,0,0,0,0,105,0,11,11,4,0,0,0,6,9.133333333
src/org/apache/pig/backend/hadoop/executionengine/spark/optimizer/MultiQueryOptimizerSpark.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,15
src/org/apache/pig/backend/hadoop/executionengine/fetch/FetchContext.java,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,2.533333333
src/org/apache/pig/impl/logicalLayer/OperatorKey.java,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.466666667
src/org/apache/pig/backend/hadoop/executionengine/spark/operator/POGlobalRearrangeSpark.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3.466666667
test/org/apache/pig/test/TestMultiQueryLocal.java,0,4,0,0,156,3,56,68,53,95,45,31,239,0,1,50.06666667
test/org/apache/pig/test/TestExGenCogroup.java,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.866666667
src/org/apache/pig/backend/datastorage/SeekableInputStream.java,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
contrib/zebra/src/java/org/apache/hadoop/zebra/types/TokenMgrError.java,0,165,0,165,0,0,0,0,0,0,0,0,0,0,0,22
contrib/zebra/src/test/org/apache/hadoop/zebra/tfile/TestTFileComparators.java,0,0,0,122,0,0,0,0,0,0,122,0,0,0,0,16.26666667
src/org/apache/pig/builtin/BigDecimalMin.java,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,2.8
test/org/apache/pig/TestLoadStoreFuncLifeCycle.java,0,0,0,0,0,0,0,0,380,0,0,2,23,0,6,27.4
src/org/apache/pig/ExecType.java,37,4,0,0,0,0,0,0,21,0,82,0,0,0,0,9.6
src/org/apache/pig/newplan/FilterExtractor.java,0,0,0,0,0,0,0,0,0,360,22,115,0,0,40,35.8
src/org/apache/pig/backend/hadoop/executionengine/spark/converter/IndexedKey.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,12.86666667
contrib/zebra/src/test/org/apache/hadoop/zebra/pig/TestCheckin2.java,0,36,0,0,0,0,0,0,0,0,36,0,0,0,0,4.8
src/org/apache/pig/backend/hadoop/executionengine/spark/SparkPigSplit.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,20.26666667
src/org/apache/pig/tools/pigstats/PigStatsUtil.java,0,0,0,0,0,342,48,3,16,6,386,0,0,5,6,54.13333333
src/org/apache/pig/parser/PigMacro.java,0,0,0,0,0,0,472,2,0,46,0,0,0,15,0,35.66666667
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/LongMax.java,80,0,0,0,3,0,0,0,0,0,40,2,0,0,0,8.333333333
contrib/zebra/src/test/org/apache/hadoop/zebra/mapreduce/ArticleGenerator.java,0,0,0,0,152,0,0,0,0,0,152,0,0,0,0,20.26666667
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/storage/hiverc/HiveRCSchemaUtil.java,0,0,0,0,291,272,0,2,0,0,0,0,0,0,0,37.66666667
contrib/zebra/src/test/org/apache/hadoop/zebra/pig/TestSortedTableUnionSourceTableProj.java,0,0,0,0,210,4,0,0,0,0,212,0,0,0,0,28.4
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/string/LOWER.java,0,82,0,0,12,6,0,43,0,0,0,0,0,0,0,9.533333333
contrib/zebra/src/java/org/apache/hadoop/zebra/pig/comparator/LeafGenerator.java,0,0,0,70,0,3,0,0,0,0,67,0,0,0,0,9.333333333
src/org/apache/pig/backend/hadoop/executionengine/spark/converter/UnionConverter.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3.4
src/org/apache/pig/builtin/MilliSecondsBetween.java,0,0,0,0,0,0,0,0,106,0,2,5,0,0,0,7.533333333
src/org/apache/pig/builtin/BigIntegerMin.java,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,2.8
src/org/apache/pig/builtin/TAN.java,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,2.066666667
test/org/apache/pig/test/TestCustomPartitioner.java,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,16.86666667
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/IsFloat.java,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,4
src/org/apache/pig/backend/hadoop/executionengine/tez/runtime/SkewedPartitionerTez.java,0,0,0,0,0,0,0,0,0,0,0,89,63,0,0,10.13333333
contrib/zebra/src/test/org/apache/hadoop/zebra/mapred/TestMultipleOutputs2TypedApi.java,0,0,0,820,296,0,0,0,0,0,620,0,0,0,0,115.7333333
src/org/apache/pig/backend/hadoop/HDataType.java,207,0,0,0,0,14,38,0,18,88,0,0,0,50,0,27.66666667
src/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/PigSplit.java,183,0,0,4,268,172,0,26,5,3,0,57,142,9,52,61.4
shims/src/hadoop23/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/PigMapReduce.java,0,0,0,0,0,0,0,270,0,0,0,0,0,0,270,36
contrib/piggybank/java/src/test/java/org/apache/pig/piggybank/test/storage/TestAllLoader.java,0,0,0,0,0,0,692,0,0,19,0,0,0,0,0,47.4
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/string/HashFNV2.java,0,54,0,0,0,0,0,0,0,0,0,2,0,0,0,3.733333333
contrib/zebra/src/test/org/apache/hadoop/zebra/mapred/TestMultipleOutputs4.java,0,0,0,687,225,0,0,0,0,0,526,0,0,0,0,95.86666667
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/storage/hiverc/HiveRCInputFormat.java,0,0,0,0,124,220,0,0,0,0,0,0,0,0,0,22.93333333
src/org/apache/pig/builtin/Nondeterministic.java,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,2.733333333
src/org/apache/pig/backend/hadoop/executionengine/spark/SparkUtil.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,10.66666667
contrib/zebra/src/java/org/apache/hadoop/zebra/pig/comparator/ExprUtils.java,0,0,0,151,0,0,0,0,2,0,153,0,0,0,0,20.4
src/org/apache/pig/builtin/Invoker.java,0,0,0,0,0,244,0,20,0,0,0,0,0,0,0,17.6
src/org/apache/pig/impl/logicalLayer/LOAdd.java,76,0,0,0,0,0,71,0,0,0,0,0,0,0,0,9.8
src/org/apache/pig/newplan/logical/rules/ConstExpEvaluator.java,0,0,0,0,0,431,93,0,6,98,0,482,0,0,0,74
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/storage/apachelog/LogFormatLoader.java,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,4.866666667
src/org/apache/pig/newplan/logical/expression/LogicalExpressionPlan.java,0,0,0,0,0,102,2,0,0,0,0,0,0,0,0,6.933333333
contrib/penny/java/src/main/java/org/apache/pig/penny/LogicalLocation.java,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,8
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/string/Reverse.java,0,0,0,0,59,0,0,3,0,0,0,0,0,0,0,4.133333333
src/org/apache/pig/backend/hadoop/executionengine/tez/plan/operator/POBloomFilterRearrangeTez.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,13.2
src/org/apache/pig/backend/hadoop/datastorage/HDataStorage.java,446,0,2,10,0,0,0,0,3,0,0,0,0,0,91,36.8
test/org/apache/pig/test/utils/WordCount.java,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,8.6
src/org/apache/pig/newplan/logical/visitor/UDFFinder.java,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,5.8
src/org/apache/pig/backend/executionengine/PigSlicer.java,36,2,0,0,133,0,0,0,0,0,0,0,0,0,0,11.4
contrib/penny/java/src/main/java/org/apache/pig/penny/apps/ft/FTCoordinator.java,0,0,0,0,0,0,46,0,46,0,0,0,0,0,0,6.133333333
src/org/apache/pig/scripting/jruby/JrubyScriptEngine.java,0,0,0,0,0,0,0,275,1,0,8,0,0,0,0,18.93333333
test/org/apache/pig/pigunit/pig/PigServer.java,0,0,0,0,0,62,0,0,9,0,9,0,0,0,0,5.333333333
test/perf/pigmix/src/java/org/apache/pig/test/pigmix/mapreduce/L17.java,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,20.06666667
src/org/apache/pig/backend/hadoop/executionengine/tez/TezResourceManager.java,0,0,0,0,0,0,0,0,0,0,0,132,0,39,2,11.53333333
contrib/zebra/src/test/org/apache/hadoop/zebra/mapred/TableMRSampleSortedTable.java,0,0,0,192,0,0,0,0,0,0,192,0,0,0,0,25.6
test/org/apache/pig/test/TestSecondarySort.java,0,0,0,502,34,456,266,52,58,263,33,228,0,32,58,132.1333333
test/org/apache/pig/data/utils/TestMethodHelper.java,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,6.6
src/org/apache/pig/builtin/SubtractDuration.java,0,0,0,0,0,0,0,0,95,0,2,5,0,0,0,6.8
src/org/apache/pig/experimental/logical/expression/AndExpression.java,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,9.333333333
contrib/piggybank/java/src/test/java/org/apache/pig/piggybank/test/storage/TestDBStorage.java,0,0,0,0,0,192,0,4,18,21,301,5,0,0,0,36.06666667
src/org/apache/pig/builtin/DIFF.java,82,0,0,0,0,11,0,0,0,0,0,6,0,0,0,6.6
test/org/apache/pig/test/PigStorageWithSchema.java,0,0,0,0,0,64,23,0,0,1,0,0,0,0,0,5.866666667
src/org/apache/pig/builtin/TOP.java,0,0,0,0,0,349,0,0,52,6,6,168,0,65,0,43.06666667
src/org/apache/pig/Function.java,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,2.2
test/org/apache/pig/test/TestPOGenerate.java,269,0,0,0,0,0,0,0,0,118,0,0,0,0,83,31.33333333
src/org/apache/pig/experimental/logical/expression/ModExpression.java,0,0,0,0,71,71,0,0,0,0,0,0,0,0,0,9.466666667
src/org/apache/pig/builtin/LCFIRST.java,0,0,0,0,0,52,0,7,0,0,0,5,0,0,0,4.266666667
test/org/apache/pig/test/utils/LogicalPlanTester.java,238,99,0,0,11,0,295,0,0,0,0,0,0,0,0,42.86666667
contrib/zebra/src/test/org/apache/hadoop/zebra/pig/TestMergeJoin.java,0,0,0,603,74,0,0,0,0,0,589,0,0,0,0,84.4
contrib/penny/java/src/main/java/org/apache/pig/penny/impl/harnesses/CoordinatorHarness.java,0,0,0,0,0,0,231,0,231,0,0,0,0,0,0,30.8
src/org/apache/pig/impl/logicalLayer/parser/NodeIdGenerator.java,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333
src/org/apache/pig/impl/logicalLayer/LOCast.java,114,0,0,22,0,2,130,0,0,0,0,0,0,0,0,17.86666667
src/org/apache/pig/experimental/logical/relational/LOLoad.java,0,0,0,0,125,125,0,0,0,0,0,0,0,0,0,16.66666667
test/org/apache/pig/test/utils/GenPhyOp.java,895,0,0,0,3,6,2,7,0,0,0,0,0,0,0,60.86666667
test/org/apache/pig/builtin/TestUtf8StorageConverter.java,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,3.866666667
src/org/apache/pig/data/BinInterSedes.java,0,0,0,0,0,1134,3,0,366,122,0,4,0,2,0,108.7333333
test/org/apache/pig/pigunit/MiniClusterRunner.java,0,0,0,0,0,46,0,0,0,0,0,4,0,0,0,3.333333333
