Class,release-0.4.0,release-0.5.0,release-0.6.0,release-0.7.0,release-0.8.0,release-0.9.0,release-0.10.0,release-0.11.0,release-0.12.0,release-0.13.0,release-0.14.0,release-1.0.0,release-1.1.0,release-1.2.0,release-2.0.0,rel/release-2.1.0,rel/release-2.2.0,rel/release-2.3.0,rel/release-3.0.0,rel/release-3.1.0,rel/release-3.1.3,average
ql/src/java/org/apache/hadoop/hive/ql/hooks/PreExecutePrinter.java,0,0,0,0,0,0,0,0,0,76,8,0,0,0,0,14,0,6,2,0,0,5.047619048
ql/src/java/org/apache/hadoop/hive/ql/io/LlapAwareSplit.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,6,0,0,1.571428571
ql/src/java/org/apache/hadoop/hive/ql/security/HiveAuthenticationProvider.java,0,0,0,38,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,2.571428571
metastore/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/Role.java,0,0,0,480,102,0,237,0,0,0,0,0,0,0,42,0,0,0,601,0,0,69.61904762
ql/src/java/org/apache/hadoop/hive/ql/parse/spark/GenSparkUtils.java,0,0,0,0,0,0,0,0,0,0,0,0,449,64,128,6,0,41,234,0,0,43.9047619
common/src/java/org/apache/hadoop/hive/common/cli/IHiveFileProcessor.java,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,2,0,0,1.666666667
ql/src/java/org/apache/hadoop/hive/ql/exec/spark/SortByShuffler.java,0,0,0,0,0,0,0,0,0,0,0,0,124,0,5,9,0,75,2,0,0,10.23809524
ql/src/java/org/apache/hadoop/hive/ql/plan/ArchiveDesc.java,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.380952381
ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/primitive/ParquetShortInspector.java,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,2,0,0,3.047619048
ql/src/java/org/apache/hadoop/hive/ql/optimizer/index/RewriteCanApplyProcFactory.java,0,0,0,0,240,0,6,0,0,2,178,0,214,0,0,0,0,0,116,0,0,36
hcatalog/src/test/e2e/hcatalog/udfs/java/org/apache/hcatalog/utils/WriteTextPartitioned.java,0,0,0,0,0,0,0,133,133,0,0,0,0,0,0,0,0,0,0,0,0,12.66666667
itests/util/src/main/java/org/apache/hadoop/hive/accumulo/AccumuloTestSetup.java,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,27,0,0,0,7.333333333
ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFTimestampFieldDate.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,10,134,8,0,15
ql/src/test/org/apache/hadoop/hive/ql/exec/tez/TestGuaranteedTaskAllocator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,7.19047619
ql/src/java/org/apache/hadoop/hive/ql/udf/UDAFMax.java,143,6,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14285714
