Class,rel/1.2,rel/1.3,rel/1.4,rel/1.5,rel/1.6.0,rel/1.7.0,rel/1.8.0,rel/1.9.0,rel/1.10.0,rel/1.10.12,average
src/main/org/apache/tools/ant/launch/LaunchException.java,0,0,0,0,77,64,0,1,0,2,14.4
src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,0,0,0,183,102,61,0,4,1,2,35.3
src/main/org/apache/tools/ant/TaskConfigurationChecker.java,0,0,0,0,0,0,113,6,0,21,14
src/main/org/apache/tools/ant/taskdefs/optional/ssh/Directory.java,0,0,0,0,160,129,0,12,7,35,34.3
src/testcases/org/apache/tools/ant/util/facade/ImplementationSpecificArgumentTest.java,0,0,0,96,4,96,0,0,0,0,19.6
proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/ClasspathTestCollector.java,0,0,0,196,0,5,195,0,0,0,39.6
proposal/frantic/src/org/apache/ant/engine/TaskEngineImpl.java,0,397,0,397,0,0,0,0,0,0,79.4
src/main/org/apache/tools/ant/taskdefs/Delete.java,229,127,163,151,305,365,180,38,34,231,182.3
src/main/org/apache/tools/ant/loader/AntClassLoader2.java,0,0,0,0,324,325,0,0,4,2,65.5
proposal/myrmidon/src/java/org/apache/ant/tasks/core/PrimitiveTypesTest.java,0,90,90,0,0,0,0,0,0,0,18
src/main/org/apache/tools/ant/listener/MailLogger.java,0,0,0,237,117,83,259,30,44,81,85.1
src/main/org/apache/tools/ant/types/optional/image/Text.java,0,0,0,0,136,109,0,0,3,38,28.6
src/main/org/apache/tools/zip/AsiExtraField.java,0,0,366,20,14,119,34,9,2,20,58.4
src/main/org/apache/tools/ant/types/TimeComparison.java,0,0,0,0,0,122,0,0,0,2,12.4
src/tests/junit/org/apache/tools/ant/taskdefs/ParallelTest.java,0,0,0,0,0,154,0,0,119,78,35.1
src/main/org/apache/tools/ant/taskdefs/optional/sitraka/bytecode/attributes/SourceDir.java,0,0,84,84,0,0,0,0,0,0,16.8
proposal/mutant/src/main/org/apache/ant/core/xml/XMLProjectParser.java,0,0,831,831,0,0,0,0,0,0,166.2
src/testcases/org/apache/tools/ant/taskdefs/UntarTest.java,0,0,0,124,18,130,0,0,0,0,27.2
src/testcases/org/apache/tools/ant/taskdefs/AbstractCvsTaskTest.java,0,0,0,100,12,100,0,0,0,0,21.2
src/main/org/apache/tools/ant/taskdefs/optional/vss/MSVSSHISTORY.java,0,0,375,81,345,64,0,0,2,29,89.6
proposal/myrmidon/src/java/org/apache/ant/convert/DefaultConverterInfo.java,0,49,49,0,0,0,0,0,0,0,9.8
src/main/org/apache/tools/ant/helper/SingleCheckExecutor.java,0,0,0,0,0,47,0,0,4,4,5.5
proposal/myrmidon/src/java/org/apache/myrmidon/components/model/Project.java,0,0,95,95,0,0,0,0,0,0,19
src/etc/testcases/types/assertions/AssertionMain.java,0,0,0,0,0,31,0,0,0,16,4.7
src/tests/junit/org/example/junit/AbstractTestMissed.java,0,0,0,0,0,0,0,0,29,58,8.7
src/antidote/org/apache/tools/ant/gui/core/SelectionManager.java,0,147,147,0,0,0,0,0,0,0,29.4
proposal/frantic/src/org/apache/ant/tasks/BaseTask.java,0,189,0,189,0,0,0,0,0,0,37.8
proposal/myrmidon/src/java/org/apache/ant/configuration/SAXConfigurationHandler.java,0,24,24,0,0,0,0,0,0,0,4.8
proposal/myrmidon/src/java/org/apache/ant/tasks/core/ConfigurationTest.java,0,47,47,0,0,0,0,0,0,0,9.4
proposal/mutant/src/java/common/org/apache/ant/common/antlib/Converter.java,0,0,0,104,104,0,0,0,0,0,20.8
proposal/myrmidon/src/java/org/apache/ant/tasks/core/RegisterConverter.java,0,140,140,0,0,0,0,0,0,0,28
src/main/org/apache/tools/ant/DirectoryScanner.java,176,6,32,958,669,1151,801,149,271,473,468.6
src/main/org/apache/tools/ant/UnsupportedAttributeException.java,0,0,0,0,0,48,2,1,0,2,5.3
src/antidote/org/apache/tools/ant/gui/wizard/build/JARStep.java,0,116,116,0,0,0,0,0,0,0,23.2
src/main/org/apache/tools/ant/types/ArchiveScanner.java,0,0,0,0,0,335,39,35,14,23,44.6
src/tests/junit/org/apache/tools/ant/taskdefs/optional/DotnetTest.java,0,0,0,0,0,136,136,0,0,0,27.2
proposal/myrmidon/src/java/org/apache/myrmidon/libs/ant1/TaskAdapter.java,0,0,75,75,0,0,0,0,0,0,15
proposal/mutant/src/java/bootstrap/org/apache/ant/builder/BuildHelper.java,0,0,0,574,574,0,0,0,0,0,114.8
proposal/sandbox/clearcase/src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCFile.java,0,0,0,135,7,1,135,0,0,0,27.8
proposal/mutant/src/java/common/org/apache/ant/common/antlib/StandardLibFactory.java,0,0,0,135,135,0,0,0,0,0,27
src/main/org/apache/tools/ant/util/JavaEnvUtils.java,0,0,0,367,47,239,70,70,107,262,116.2
proposal/myrmidon/src/java/org/apache/myrmidon/components/executor/Executor.java,0,0,33,33,0,0,0,0,0,0,6.6
src/main/org/apache/tools/ant/MagicNames.java,0,0,0,0,72,201,119,28,13,80,51.3
proposal/myrmidon/src/java/org/apache/ant/project/ProjectListenerSupport.java,0,160,160,0,0,0,0,0,0,0,32
src/testcases/org/apache/tools/ant/util/DOMElementWriterTest.java,0,104,0,42,17,133,0,0,0,0,29.6
src/main/org/apache/tools/ant/Executor.java,0,0,0,0,0,42,8,0,2,2,5.4
src/tests/junit/org/apache/tools/ant/util/facade/FacadeTaskHelperTest.java,0,0,0,0,0,63,0,0,127,129,31.9
proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/remote/TestRunListener.java,0,0,0,76,0,1,75,0,0,0,15.2
src/main/org/apache/tools/ant/taskdefs/optional/ccm/CCMCheckinDefault.java,0,0,71,13,2,64,0,0,0,9,15.9
proposal/mutant/src/java/antcore/org/apache/ant/antcore/modelparser/NoProjectReadException.java,0,0,0,65,65,0,0,0,0,0,13
src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJLoadProjects.java,0,251,0,221,6,86,0,0,0,0,56.4
proposal/mutant/src/main/org/apache/ant/frontend/RemoteLauncher.java,0,0,97,97,0,0,0,0,0,0,19.4
src/main/org/apache/tools/ant/taskdefs/optional/ssh/SSHExec.java,0,0,0,0,298,85,167,67,186,96,89.9
src/main/org/apache/tools/ant/util/PermissionUtils.java,0,0,0,0,0,0,0,0,237,17,25.4
proposal/myrmidon/src/java/org/apache/ant/convert/ConverterEngine.java,0,34,34,0,0,0,0,0,0,0,6.8
src/main/org/apache/tools/ant/taskdefs/optional/javah/JavahAdapterFactory.java,0,0,0,0,0,87,32,5,8,25,15.7
src/tests/junit/org/apache/tools/ant/types/TarFileSetTest.java,0,0,0,0,0,115,4,0,234,244,59.7
proposal/embed/src/java/org/apache/tools/ant/helper/TaskAdapter2.java,0,0,0,0,197,1,196,0,0,0,39.4
src/main/org/apache/tools/ant/taskdefs/optional/XslpLiaison.java,0,6,34,40,10,104,0,0,0,0,19.4
src/testcases/org/apache/tools/ant/util/regexp/RegexpTest.java,0,0,0,100,4,100,0,0,0,0,20.4
src/main/org/apache/tools/ant/taskdefs/condition/IsLastModified.java,0,0,0,0,0,0,198,21,0,25,24.4
src/testcases/org/apache/tools/ant/ImmutableTest.java,0,0,0,115,2,115,0,0,0,0,23.2
proposal/mutant/src/main/org/apache/ant/core/config/ComponentManager.java,0,0,147,147,0,0,0,0,0,0,29.4
src/main/org/apache/tools/ant/helper/AntXMLContext.java,0,0,0,0,382,85,63,24,5,35,59.4
src/main/org/apache/tools/ant/types/spi/Service.java,0,0,0,0,0,124,0,16,2,28,17
src/tests/junit/org/apache/tools/zip/ZipShortTest.java,0,0,0,0,0,80,7,0,179,183,44.9
src/main/org/apache/tools/ant/taskdefs/optional/sitraka/bytecode/ClassPathLoader.java,0,0,351,550,13,374,0,0,0,0,128.8
src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCMkelem.java,0,0,0,0,0,424,0,0,0,97,52.1
src/main/org/apache/tools/ant/types/selectors/modifiedselector/DigestAlgorithm.java,0,0,0,0,241,71,7,8,3,94,42.4
src/main/org/apache/tools/ant/taskdefs/SubAnt.java,0,0,0,0,495,282,37,5,31,76,92.6
proposal/mutant/src/java/antcore/org/apache/ant/antcore/antlib/ClassNameHandler.java,0,0,0,109,109,0,0,0,0,0,21.8
proposal/myrmidon/src/java/org/apache/myrmidon/components/builder/StopParsingException.java,0,0,24,24,0,0,0,0,0,0,4.8
proposal/sandbox/antlib/src/main/org/apache/tools/ant/taskdefs/Antjar.java,0,0,0,181,181,0,0,0,0,0,36.2
src/etc/testcases/taskdefs/fixcrlf/expected/Junk8.java,0,0,13,0,0,0,0,0,13,0,2.6
src/main/org/apache/tools/ant/NoBannerLogger.java,0,89,0,50,18,63,24,0,0,8,25.2
proposal/myrmidon/src/java/org/apache/myrmidon/listeners/DefaultProjectListener.java,0,0,113,113,0,0,0,0,0,0,22.6
src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJLoadServlet.java,0,0,0,106,6,106,0,0,0,0,21.8
src/main/org/apache/tools/ant/taskdefs/optional/depend/constantpool/LongCPInfo.java,0,94,0,37,2,61,0,0,0,7,20.1
src/testcases/org/apache/tools/ant/util/JavaEnvUtilsTest.java,0,0,0,175,4,175,0,0,0,0,35.4
proposal/myrmidon/src/java/org/apache/ant/project/LogTargetToListenerAdapter.java,0,49,49,0,0,0,0,0,0,0,9.8
src/main/org/apache/tools/zip/ExtraFieldUtils.java,0,0,203,42,12,79,71,163,6,117,69.3
src/main/org/apache/tools/ant/util/IdentityStack.java,0,0,0,0,0,102,2,13,25,23,16.5
src/main/org/apache/tools/ant/taskdefs/GUnzip.java,0,2,2,70,23,116,4,0,5,25,24.7
src/testcases/org/apache/tools/ant/DummyTaskAbstract.java,0,0,0,68,2,68,0,0,0,0,13.8
proposal/mutant/src/main/org/apache/ant/component/core/Property.java,0,0,248,248,0,0,0,0,0,0,49.6
src/antidote/org/apache/tools/ant/gui/command/NewTargetCmd.java,0,94,94,0,0,0,0,0,0,0,18.8
src/main/org/apache/tools/ant/listener/SimpleBigProjectLogger.java,0,0,0,0,0,0,0,46,0,8,5.4
src/antidote/org/apache/tools/ant/gui/command/EmacsNotifyCmd.java,0,91,91,0,0,0,0,0,0,0,18.2
src/main/org/apache/tools/ant/taskdefs/optional/junit/FormatterElement.java,166,2,72,5,86,134,132,11,49,162,81.9
src/testcases/org/apache/tools/ant/taskdefs/optional/XslpLiaisonTest.java,0,0,72,6,2,72,0,0,0,0,15.2
proposal/mutant/src/java/frontend/org/apache/ant/frontend/FrontendUtils.java,0,0,0,136,136,0,0,0,0,0,27.2
src/testcases/org/apache/tools/ant/taskdefs/TimeProcess.java,0,0,0,71,2,71,0,0,0,0,14.4
proposal/myrmidon/src/java/org/apache/myrmidon/components/executor/AspectAwareExecutor.java,0,0,304,304,0,0,0,0,0,0,60.8
proposal/mutant/src/java/common/org/apache/ant/common/service/EventService.java,0,0,0,81,81,0,0,0,0,0,16.2
src/main/org/apache/tools/ant/taskdefs/rmic/RmicAdapter.java,0,0,100,13,6,72,0,2,2,2,19.7
src/main/org/apache/tools/ant/taskdefs/optional/junit/Xalan2Executor.java,0,0,0,88,9,121,0,96,0,0,31.4
proposal/mutant/src/java/common/org/apache/ant/common/util/ConfigException.java,0,0,0,133,133,0,0,0,0,0,26.6
src/tests/junit/org/apache/tools/ant/types/mappers/MapperResult.java,0,0,0,0,0,103,0,0,206,192,50.1
src/testcases/org/apache/tools/ant/taskdefs/EchoTest.java,89,10,0,4,2,91,0,0,0,0,19.6
src/main/org/apache/tools/ant/types/resources/comparators/Name.java,0,0,0,0,0,38,0,0,0,2,4
proposal/embed/src/java/org/apache/tools/ant/taskdefs/Taskdef2.java,0,0,0,0,349,2,347,0,0,0,69.8
src/testcases/org/apache/tools/ant/AllJUnitTests.java,78,0,0,0,0,0,0,0,0,0,7.8
src/main/org/apache/tools/ant/util/XMLFragment.java,0,0,0,0,0,156,0,0,7,15,17.8
src/main/org/apache/tools/ant/property/PropertyExpander.java,0,0,0,0,0,0,51,0,4,2,5.7
proposal/myrmidon/src/java/org/apache/myrmidon/components/role/RoleManager.java,0,0,41,41,0,0,0,0,0,0,8.2
src/testcases/org/apache/tools/ant/taskdefs/BZip2Test.java,0,0,0,95,12,97,0,0,0,0,20.4
src/main/org/apache/tools/ant/taskdefs/optional/junitlauncher/confined/JUnitLauncherClassPathUtil.java,0,0,0,0,0,0,0,0,0,76,7.6
src/main/org/apache/tools/ant/taskdefs/Javac.java,799,760,116,505,271,195,212,134,662,247,390.1
proposal/mutant/src/java/antlibs/ant1compat/org/apache/tools/ant/ProjectComponent.java,0,0,0,146,146,0,0,0,0,0,29.2
src/main/org/apache/tools/ant/Project.java,203,96,407,1527,897,1098,406,192,434,275,553.5
src/antidote/org/apache/tools/ant/gui/acs/ACSBeanDescriptor.java,0,73,73,0,0,0,0,0,0,0,14.6
src/main/org/apache/tools/ant/taskdefs/optional/sitraka/bytecode/attributes/LineNumberTable.java,0,0,97,97,0,0,0,0,0,0,19.4
proposal/mutant/src/java/antcore/org/apache/ant/antcore/execution/ExecutionContext.java,0,0,0,170,170,0,0,0,0,0,34
proposal/myrmidon/src/java/org/apache/myrmidon/components/embeddor/Embeddor.java,0,0,46,46,0,0,0,0,0,0,9.2
src/main/org/apache/tools/ant/types/selectors/modifiedselector/PropertiesfileCache.java,0,0,0,0,255,81,0,8,16,59,41.9
src/main/org/apache/tools/ant/types/resources/Union.java,0,0,0,0,0,122,34,70,2,63,29.1
src/main/org/apache/tools/ant/property/ParseNextProperty.java,0,0,0,0,0,0,44,0,0,2,4.6
proposal/mutant/src/java/antcore/org/apache/ant/antcore/execution/ClassIntrospector.java,0,0,0,171,171,0,0,0,0,0,34.2
src/tests/junit/org/apache/tools/ant/taskdefs/SubAntTest.java,0,0,0,0,0,144,0,0,71,92,30.7
src/main/org/apache/tools/ant/taskdefs/condition/ResourceExists.java,0,0,0,0,0,0,56,0,0,4,6
proposal/myrmidon/src/java/org/apache/myrmidon/components/executor/PrintingExecutor.java,0,0,76,76,0,0,0,0,0,0,15.2
proposal/myrmidon/src/java/org/apache/ant/tasks/core/Echo.java,0,33,33,0,0,0,0,0,0,0,6.6
src/tests/junit/org/apache/tools/ant/util/DOMElementWriterTest.java,0,0,0,0,0,257,0,60,596,574,148.7
proposal/mutant/src/main/org/apache/ant/core/execution/AntLibrary.java,0,0,137,137,0,0,0,0,0,0,27.4
proposal/mutant/src/java/antlibs/ant1compat/org/apache/tools/ant/Ant1Converter.java,0,0,0,136,136,0,0,0,0,0,27.2
src/tests/junit/org/apache/tools/ant/AntClassLoaderDelegationTest.java,0,0,0,0,0,127,7,1,19,54,20.8
src/tests/junit/org/apache/tools/ant/taskdefs/EchoXMLTest.java,0,0,0,0,0,49,0,0,42,27,11.8
src/main/org/apache/tools/ant/types/selectors/ExtendFileSelector.java,0,0,0,78,10,61,0,2,0,2,15.3
src/main/org/apache/tools/ant/taskdefs/optional/junitlauncher/TestRequest.java,0,0,0,0,0,0,0,0,0,101,10.1
src/main/org/apache/tools/ant/util/ContainerMapper.java,0,0,0,0,0,118,2,2,5,28,15.5
proposal/mutant/src/main/org/apache/ant/core/execution/BuildEvent.java,0,0,171,171,0,0,0,0,0,0,34.2
src/tutorial/tasks-filesets-properties/01-propertyaccess/src/FindTest.java,0,0,0,0,0,0,0,0,0,40,4
src/main/org/apache/tools/ant/taskdefs/optional/perforce/P4Base.java,0,170,43,158,144,105,11,311,0,0,94.2
src/main/org/apache/tools/ant/taskdefs/Echo.java,45,52,0,44,41,130,60,23,4,17,41.6
src/main/org/apache/tools/ant/taskdefs/AugmentReference.java,0,0,0,0,0,0,0,96,2,9,10.7
src/testcases/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java,0,0,0,0,708,708,0,0,0,0,141.6
src/tests/junit/org/apache/tools/ant/taskdefs/XmlPropertyTest.java,0,0,0,0,0,359,0,0,135,128,62.2
src/main/org/apache/tools/ant/types/resources/comparators/Size.java,0,0,0,0,0,38,0,3,0,7,4.8
src/tests/junit/org/apache/tools/ant/taskdefs/condition/IsReachableTest.java,0,0,0,0,0,82,0,0,84,77,24.3
proposal/mutant/src/java/common/org/apache/ant/common/util/CircularDependencyException.java,0,0,0,134,134,0,0,0,0,0,26.8
src/testcases/org/apache/tools/ant/taskdefs/TaskdefsTest.java,224,46,33,210,2,71,0,0,0,0,58.6
src/main/org/apache/tools/ant/taskdefs/optional/junitlauncher/StandaloneLauncher.java,0,0,0,0,0,0,0,0,0,284,28.4
src/main/org/apache/tools/ant/types/XMLCatalog.java,0,0,0,670,841,128,21,41,15,161,187.7
src/antidote/org/apache/tools/ant/gui/wizard/WizardStep.java,0,165,165,0,0,0,0,0,0,0,33
proposal/mutant/src/java/antcore/org/apache/ant/antcore/execution/Constants.java,0,0,0,69,69,0,0,0,0,0,13.8
src/tests/junit/org/apache/tools/ant/taskdefs/TouchTest.java,0,0,0,0,0,183,0,0,66,56,30.5
src/main/org/apache/tools/ant/taskdefs/optional/perforce/P4Sync.java,0,117,0,53,25,66,0,107,0,0,36.8
src/tests/junit/org/apache/tools/ant/taskdefs/UnzipTest.java,0,0,0,0,0,206,0,4,162,123,49.5
src/main/org/apache/tools/ant/taskdefs/optional/depend/constantpool/MethodRefCPInfo.java,0,145,0,89,2,61,0,0,0,19,31.6
src/etc/testcases/taskdefs/optional/depend/src4/test/ContainsOnlyInner.java,0,0,0,0,8,0,16,0,0,5,2.9
src/main/org/apache/tools/ant/taskdefs/optional/javah/ForkingJavah.java,0,0,0,0,0,0,0,0,73,2,7.5
src/main/org/apache/tools/ant/taskdefs/optional/dotnet/DotnetDefine.java,0,0,0,0,134,74,102,0,0,0,31
src/testcases/org/apache/tools/tar/TarRoundTripTest.java,0,0,0,0,96,96,0,0,0,0,19.2
src/main/org/apache/tools/ant/types/resources/FileResource.java,0,0,0,0,0,324,96,56,18,67,56.1
src/main/org/apache/tools/ant/taskdefs/email/UUMailer.java,0,0,0,92,2,63,0,0,10,20,18.7
src/main/org/apache/tools/ant/taskdefs/KeySubst.java,4,2,8,100,42,116,19,6,7,29,33.3
proposal/sandbox/antlib/src/main/org/apache/tools/ant/SymbolTable.java,0,0,0,561,561,0,0,0,0,0,112.2
src/main/org/apache/tools/ant/taskdefs/optional/pvcs/PvcsProject.java,0,0,77,27,10,63,0,0,0,7,18.4
src/main/org/apache/tools/ant/taskdefs/optional/sitraka/bytecode/attributes/AttributeInfoList.java,0,0,102,102,0,0,0,0,0,0,20.4
src/main/org/apache/tools/ant/taskdefs/condition/IsSigned.java,0,0,0,0,0,134,20,0,0,29,18.3
src/main/org/apache/tools/ant/taskdefs/optional/javah/JavahAdapter.java,0,0,0,0,0,38,0,0,0,2,4
src/antidote/org/apache/tools/ant/gui/command/NoOpCmd.java,0,78,78,0,0,0,0,0,0,0,15.6
src/tests/junit/org/apache/tools/ant/filters/TokenFilterTest.java,0,0,0,0,0,296,0,0,301,230,82.7
src/main/org/apache/tools/ant/util/MergingMapper.java,0,88,0,0,7,67,9,0,0,9,18
src/tests/junit/org/apache/tools/ant/taskdefs/ZipExtraFieldTest.java,0,0,0,0,0,0,92,13,30,23,15.8
src/main/org/apache/tools/ant/taskdefs/optional/dotnet/DotnetBaseMatchingTask.java,0,0,0,0,216,90,194,0,0,0,50
src/main/org/apache/tools/ant/taskdefs/optional/sitraka/bytecode/Utils.java,0,0,385,485,12,418,0,0,0,0,130
src/main/org/apache/tools/ant/types/resources/Resources.java,0,0,0,0,0,235,58,55,12,61,42.1
src/antidote/org/apache/tools/ant/gui/acs/BaseBeanInfo.java,0,159,159,0,0,0,0,0,0,0,31.8
src/main/org/apache/tools/ant/taskdefs/optional/image/Image.java,0,0,0,0,339,198,221,16,26,130,93
src/tests/junit/org/apache/tools/ant/ProjectComponentTest.java,0,0,0,0,0,47,0,0,10,2,5.9
src/tests/junit/org/apache/tools/ant/TestHelper.java,0,0,0,0,0,0,0,0,0,44,4.4
src/main/org/apache/tools/ant/taskdefs/Mkdir.java,21,6,2,59,38,65,0,15,3,22,23.1
proposal/frantic/src/org/apache/ant/AntException.java,0,65,0,65,0,0,0,0,0,0,13
src/antidote/org/apache/tools/ant/gui/About.java,0,142,142,0,0,0,0,0,0,0,28.4
src/main/org/apache/tools/ant/taskdefs/CompileTask.java,7,2,0,117,0,0,0,0,0,0,12.6
src/testcases/org/apache/tools/ant/taskdefs/MkdirTest.java,90,6,11,9,2,88,0,0,0,0,20.6
proposal/myrmidon/src/java/org/apache/ant/Main.java,0,496,496,0,0,0,0,0,0,0,99.2
proposal/mutant/src/java/common/org/apache/ant/common/antlib/DeferredTask.java,0,0,0,88,88,0,0,0,0,0,17.6
proposal/mutant/src/main/org/apache/ant/core/xml/ElementHandler.java,0,0,109,109,0,0,0,0,0,0,21.8
src/tests/junit/org/apache/tools/ant/util/Native2AsciiUtilsTest.java,0,0,0,0,0,0,0,0,76,2,7.8
src/main/org/apache/tools/ant/taskdefs/optional/dotnet/DotnetResource.java,0,0,0,0,180,236,248,0,0,0,66.4
proposal/mutant/src/main/org/apache/ant/core/types/AbstractScanner.java,0,0,580,580,0,0,0,0,0,0,116
src/tests/junit/org/apache/tools/ant/types/optional/depend/ClassFileSetTest.java,0,0,0,0,0,177,0,0,363,334,87.4
src/main/org/apache/tools/bzip2/BlockSort.java,0,0,0,0,0,0,0,1081,20,141,124.2
src/main/org/apache/tools/ant/types/selectors/SymlinkSelector.java,0,0,0,0,0,0,0,0,50,17,6.7
src/tests/junit/org/apache/tools/ant/types/resources/FileResourceTest.java,0,0,0,0,0,0,0,109,246,277,63.2
proposal/anteater/source/main/org/apache/ant/AntFrontEnd.java,0,103,0,103,0,0,0,0,0,0,20.6
src/main/org/apache/tools/ant/types/mappers/CutDirsMapper.java,0,0,0,0,0,0,0,75,13,11,9.9
src/tests/junit/org/apache/tools/ant/taskdefs/ProcessDestroyerTest.java,0,0,0,0,0,84,5,0,69,2,16
src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,0,0,0,321,14,61,0,19,12,28,45.5
src/tests/junit/org/apache/tools/ant/util/DateUtilsTest.java,0,0,0,0,0,91,8,0,205,214,51.8
src/main/org/apache/tools/ant/types/selectors/BaseExtendSelector.java,0,0,0,121,13,65,0,0,0,16,21.5
src/main/org/apache/tools/ant/taskdefs/optional/ejb/EjbcHelper.java,0,52,10,39,117,69,259,0,0,0,54.6
src/main/org/apache/tools/tar/TarArchiveSparseEntry.java,0,0,0,0,0,0,0,63,0,2,6.5
src/main/org/apache/tools/ant/EnumeratedAttribute.java,112,0,0,0,0,0,0,0,0,0,11.2
proposal/antfarm/core/org/apache/tools/ant/BuildListener.java,0,79,0,79,0,0,0,0,0,0,15.8
proposal/myrmidon/src/java/org/apache/ant/convert/ConverterInfo.java,0,35,35,0,0,0,0,0,0,0,7
src/main/org/apache/tools/ant/taskdefs/ImportTask.java,0,0,0,0,198,121,170,37,84,82,69.2
proposal/mutant/src/java/common/org/apache/ant/common/input/InputRequest.java,0,0,0,117,117,0,0,0,0,0,23.4
src/main/org/apache/tools/zip/NioZipEncoding.java,0,0,0,0,0,0,122,0,20,21,16.3
proposal/frantic/src/org/apache/ant/engine/DefaultEngineListener.java,0,166,0,166,0,0,0,0,0,0,33.2
src/tests/junit/org/apache/tools/ant/types/selectors/MockAlgorithm.java,0,0,0,0,0,37,0,0,74,74,18.5
src/tests/junit/org/apache/tools/ant/util/CollectionUtilsTest.java,0,0,0,0,0,101,0,0,203,205,50.9
src/antidote/org/apache/tools/ant/gui/core/AntModule.java,0,122,122,0,0,0,0,0,0,0,24.4
proposal/antfarm/core/org/apache/tools/ant/Target.java,0,72,0,72,0,0,0,0,0,0,14.4
proposal/mutant/src/main/org/apache/ant/core/xml/RootHandler.java,0,0,131,131,0,0,0,0,0,0,26.2
src/tests/junit/org/example/junitlauncher/vintage/AlwaysFailingJUnit4Test.java,0,0,0,0,0,0,0,0,0,33,3.3
src/main/org/apache/tools/ant/taskdefs/Pack.java,0,0,0,172,35,172,22,4,6,26,43.7
src/main/org/apache/tools/ant/types/resources/selectors/ResourceSelectorContainer.java,0,0,0,0,0,129,3,24,6,34,19.6
src/tests/junit/org/apache/tools/ant/types/PolyTest.java,0,0,0,0,0,67,0,0,146,164,37.7
src/main/org/apache/tools/ant/taskdefs/optional/testing/Funtest.java,0,0,0,0,0,0,577,2,12,57,64.8
src/main/org/apache/tools/ant/types/resources/selectors/Majority.java,0,0,0,0,0,84,0,4,0,14,10.2
src/antidote/org/apache/tools/ant/gui/util/LabelFieldGBC.java,0,144,144,0,0,0,0,0,0,0,28.8
src/tests/junit/org/apache/tools/ant/types/resources/JavaResourceTest.java,0,0,0,0,0,41,11,0,114,125,29.1
src/main/org/apache/tools/ant/ExtensionPoint.java,0,0,0,0,0,0,48,17,5,2,7.2
src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJAntTool.java,0,131,0,159,6,148,0,0,0,0,44.4
proposal/mutant/src/java/common/org/apache/ant/common/util/PathTokenizer.java,0,0,0,144,144,0,0,0,0,0,28.8
proposal/antfarm/core/org/apache/tools/ant/cmdline/DefaultLogger.java,0,57,0,57,0,0,0,0,0,0,11.4
proposal/mutant/src/java/antlibs/ant1compat/org/apache/tools/ant/TaskContainer.java,0,0,0,71,71,0,0,0,0,0,14.2
src/testcases/org/apache/tools/zip/ZipLongTest.java,0,0,119,12,4,119,0,0,0,0,25.4
proposal/sandbox/clearcase/src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCUtils.java,0,0,0,294,17,1,304,0,0,0,61.6
src/tests/junit/org/apache/tools/ant/types/DirSetTest.java,0,0,0,0,0,83,38,0,187,191,49.9
src/testcases/org/apache/tools/ant/types/AddTypeTest.java,0,0,0,0,197,197,0,0,0,0,39.4
src/tests/junit/org/apache/tools/ant/taskdefs/RecorderTest.java,0,0,0,0,0,85,15,0,77,4,18.1
proposal/mutant/src/main/org/apache/ant/core/execution/TaskDefinition.java,0,0,125,125,0,0,0,0,0,0,25
src/tutorial/tasks-filesets-properties/03-paths/src/FindTest.java,0,0,0,0,0,0,0,0,0,84,8.4
src/antidote/org/apache/tools/ant/gui/core/AntAction.java,0,316,316,0,0,0,0,0,0,0,63.2
src/main/org/apache/tools/ant/taskdefs/optional/net/SetProxy.java,0,0,0,283,139,187,9,0,1,17,63.6
src/main/org/apache/tools/ant/taskdefs/condition/IsReference.java,0,0,0,0,127,62,6,0,0,34,22.9
src/testcases/org/apache/tools/ant/taskdefs/ReplaceTest.java,90,14,0,6,51,145,0,0,0,0,30.6
src/main/org/apache/tools/ant/types/selectors/PresentSelector.java,0,0,0,210,40,61,39,4,22,11,38.7
src/tests/junit/org/apache/tools/ant/taskdefs/optional/XsltTest.java,0,0,0,0,0,104,0,5,193,164,46.6
src/testcases/org/apache/tools/ant/types/CommandlineJavaTest.java,110,14,11,51,25,171,0,0,0,0,38.2
src/main/org/apache/tools/ant/taskdefs/optional/i18n/Translate.java,0,0,0,593,309,182,168,5,3,130,139
src/tests/junit/org/apache/tools/ant/taskdefs/AptTest.java,0,0,0,0,0,77,0,0,77,0,15.4
src/tests/antunit/core/uuencode/src/task/BaseTask.java,0,0,0,0,0,78,0,0,0,16,9.4
src/main/org/apache/tools/ant/util/regexp/JakartaOroMatcher.java,0,116,0,99,25,98,0,0,28,28,39.4
proposal/mutant/src/java/init/org/apache/ant/init/InitUtils.java,0,0,0,87,87,0,0,0,0,0,17.4
proposal/myrmidon/src/java/org/apache/ant/convert/core/StringToIntegerConverter.java,0,32,32,0,0,0,0,0,0,0,6.4
