Class,rel/1.2,rel/1.3,rel/1.4,rel/1.5,rel/1.6.0,rel/1.7.0,rel/1.8.0,rel/1.9.0,rel/1.10.0,rel/1.10.12,average
proposal/sandbox/embed/ProjectHelperImpl2.java,0,0,0,1149,1149,0,0,0,0,0,229.8
proposal/myrmidon/src/java/org/apache/myrmidon/aspects/AbstractAspectHandler.java,0,0,114,114,0,0,0,0,0,0,22.8
src/tests/junit/org/apache/tools/ant/taskdefs/email/EmailTaskTest.java,0,0,0,0,0,45,0,0,34,49,12.8
proposal/myrmidon/src/java/org/apache/myrmidon/launcher/Main.java,0,0,135,135,0,0,0,0,0,0,27
src/main/org/apache/tools/ant/taskdefs/optional/perforce/P4OutputHandler.java,0,67,0,0,12,61,0,34,0,0,17.4
src/tests/junit/org/apache/tools/ant/taskdefs/TestProcess.java,0,0,0,0,0,86,0,0,14,42,14.2
src/main/org/apache/tools/ant/taskdefs/condition/ConditionBase.java,0,0,177,104,108,147,28,0,1,46,61.1
src/tests/junit/org/apache/tools/ant/util/ClasspathUtilsTest.java,0,0,0,0,0,67,0,0,134,134,33.5
proposal/mutant/src/java/common/org/apache/ant/common/event/MessageLevel.java,0,0,0,74,74,0,0,0,0,0,14.8
src/main/org/apache/tools/ant/taskdefs/optional/perforce/P4Change.java,0,138,81,128,39,63,0,147,0,0,59.6
src/etc/testcases/taskdefs/optional/depend/src4/test/Outer.java,0,0,0,7,0,0,16,0,0,2,2.5
src/main/org/apache/tools/ant/types/selectors/ReadableSelector.java,0,0,0,0,0,0,48,4,1,16,6.9
src/testcases/org/apache/tools/ant/taskdefs/TouchTest.java,0,0,0,0,88,88,0,0,0,0,17.6
src/antidote/org/apache/tools/ant/gui/core/ActionManager.java,0,337,337,0,0,0,0,0,0,0,67.4
src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCMkdir.java,0,0,0,0,0,237,0,0,0,56,29.3
src/tests/junit/org/apache/tools/ant/AntClassLoaderTest.java,0,0,0,0,0,101,100,20,168,124,51.3
src/main/org/apache/tools/ant/taskdefs/condition/Or.java,0,0,83,5,19,62,0,0,1,15,18.5
src/main/org/apache/tools/ant/taskdefs/PreSetDef.java,0,0,0,0,337,204,0,0,0,29,57
proposal/myrmidon/src/java/org/apache/ant/project/DefaultProjectBuilder.java,0,255,255,0,0,0,0,0,0,0,51
src/testcases/org/apache/tools/ant/filters/DynamicFilterTest.java,0,0,0,0,167,167,0,0,0,0,33.4
src/main/org/apache/tools/ant/taskdefs/optional/depend/constantpool/ConstantPool.java,0,383,0,262,10,70,0,63,2,27,81.7
src/main/org/apache/tools/ant/filters/ReplaceTokens.java,0,0,0,335,115,112,44,8,194,40,84.8
src/main/org/apache/tools/ant/taskdefs/cvslib/RedirectingOutputStream.java,0,0,0,89,8,71,0,0,0,4,17.2
src/testcases/org/apache/tools/ant/taskdefs/ChecksumTest.java,0,0,0,113,50,139,0,0,0,0,30.2
src/main/org/apache/tools/tar/TarBuffer.java,0,2,0,6,172,117,155,51,2,10,51.5
src/main/org/apache/tools/ant/IntrospectionHelper.java,31,2,171,639,891,1055,1010,188,390,263,464
proposal/myrmidon/src/java/org/apache/ant/convert/core/StringToDoubleConverter.java,0,32,32,0,0,0,0,0,0,0,6.4
proposal/antfarm/core/org/apache/tools/ant/AntSecurityManager.java,0,27,0,27,0,0,0,0,0,0,5.4
src/antidote/org/apache/tools/ant/gui/core/XMLFileFilter.java,0,102,102,0,0,0,0,0,0,0,20.4
src/main/org/apache/tools/ant/types/optional/image/TransformOperation.java,0,0,0,0,69,70,0,0,1,3,14.3
src/antidote/org/apache/tools/ant/gui/event/NewTaskEvent.java,0,90,90,0,0,0,0,0,0,0,18
src/main/org/apache/tools/ant/taskdefs/optional/net/FTPTaskConfig.java,0,0,0,0,0,0,28,0,0,2,3
proposal/antfarm/core/org/apache/tools/ant/Import.java,0,36,0,36,0,0,0,0,0,0,7.2
src/antidote/org/apache/tools/ant/gui/core/EventToActionMapper.java,0,145,145,0,0,0,0,0,0,0,29
src/main/org/apache/tools/ant/taskdefs/LoadResource.java,0,0,0,0,0,232,2,7,1,97,33.9
src/main/org/apache/tools/ant/taskdefs/optional/junit/JUnitResultFormatter.java,81,2,13,16,10,71,0,0,2,2,19.7
proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/formatter/XMLFormatter.java,0,0,0,285,0,1,284,0,0,0,57
src/main/org/apache/tools/ant/types/optional/image/ImageOperation.java,0,0,0,0,86,85,0,2,3,4,18
src/main/org/apache/tools/ant/taskdefs/optional/junitlauncher/confined/SingleTestClass.java,0,0,0,0,0,0,0,0,0,171,17.1
src/antidote/org/apache/tools/ant/gui/event/NewTargetEvent.java,0,90,90,0,0,0,0,0,0,0,18
src/testcases/org/apache/tools/ant/DummyTaskInterface.java,0,0,0,61,2,61,0,0,0,0,12.4
src/main/org/apache/tools/ant/types/resources/Tokens.java,0,0,0,0,0,128,17,34,9,42,23
proposal/mutant/src/main/org/apache/ant/core/support/LocationException.java,0,0,97,97,0,0,0,0,0,0,19.4
src/testcases/org/apache/tools/ant/types/selectors/SizeSelectorTest.java,0,0,0,243,2,243,0,0,0,0,48.8
src/tests/junit/org/apache/tools/ant/taskdefs/optional/junit/Sleeper.java,0,0,0,0,0,37,0,0,67,59,16.3
src/testcases/org/apache/tools/zip/ZipShortTest.java,0,0,117,12,4,117,0,0,0,0,25
src/tests/junit/org/apache/tools/ant/util/LoaderUtilsTest.java,0,0,0,0,0,43,0,0,86,86,21.5
src/testcases/org/apache/tools/ant/taskdefs/MoveTest.java,0,0,0,99,36,129,0,0,0,0,26.4
src/main/org/apache/tools/ant/filters/UniqFilter.java,0,0,0,0,0,0,37,0,7,2,4.6
src/main/org/apache/tools/ant/types/selectors/SelectSelector.java,0,0,0,169,103,61,60,8,2,31,43.4
src/main/org/apache/tools/ant/taskdefs/Cvs.java,173,2,52,263,8,67,0,0,0,2,56.7
proposal/mutant/src/java/common/org/apache/ant/common/model/Project.java,0,0,0,334,334,0,0,0,0,0,66.8
src/etc/testcases/taskdefs/fixcrlf/expected/Junk5.java,0,0,12,0,0,0,0,0,12,0,2.4
src/main/org/apache/tools/ant/taskdefs/optional/testing/BuildTimeoutException.java,0,0,0,0,0,0,114,0,0,2,11.6
src/main/org/apache/tools/ant/input/MultipleChoiceInputRequest.java,0,0,0,95,4,64,0,11,0,22,19.6
src/testcases/org/apache/tools/ant/taskdefs/optional/BeanShellScriptTest.java,0,0,0,0,81,81,0,0,0,0,16.2
src/main/org/apache/tools/ant/taskdefs/compilers/AptCompilerAdapter.java,0,0,0,0,0,189,0,0,189,0,37.8
src/main/org/apache/tools/ant/taskdefs/ExecTask.java,266,21,74,211,414,417,30,22,7,78,154
src/tests/junit/org/apache/tools/ant/taskdefs/ExecuteWatchdogTest.java,0,0,0,0,0,153,0,0,29,85,26.7
src/tests/junit/org/apache/tools/ant/util/StringUtilsTest.java,0,0,0,0,0,120,34,0,91,106,35.1
proposal/mutant/src/java/antlibs/ant1compat/org/apache/tools/ant/types/DataType.java,0,0,0,240,240,0,0,0,0,0,48
src/main/org/apache/tools/ant/taskdefs/optional/jsp/JspMangler.java,0,0,0,81,2,62,0,0,0,2,14.7
src/main/org/apache/tools/ant/util/ClasspathUtils.java,0,0,0,0,492,249,94,0,2,58,89.5
src/main/org/apache/tools/ant/taskdefs/Expand.java,42,95,25,260,141,270,144,29,20,171,119.7
proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/BatchTestElement.java,0,0,0,104,0,1,103,0,0,0,20.8
src/tests/junit/org/apache/tools/zip/ZipOutputStreamTest.java,0,0,0,0,0,77,0,0,150,166,39.3
src/testcases/org/apache/tools/ant/PropertyExpansionTest.java,0,0,0,126,2,126,0,0,0,0,25.4
src/main/org/apache/tools/ant/attribute/IfTrueAttribute.java,0,0,0,0,0,0,0,0,41,2,4.3
src/tests/junit/org/apache/tools/ant/types/mappers/RegexpPatternMapperTest.java,0,0,0,0,0,43,0,0,94,100,23.7
src/main/org/apache/tools/ant/taskdefs/AbstractCvsTask.java,0,0,0,698,288,136,83,17,5,130,135.7
src/tests/junit/org/apache/tools/ant/PickOneTask.java,0,0,0,0,0,31,0,0,0,2,3.3
src/main/org/apache/tools/ant/listener/BigProjectLogger.java,0,0,0,0,0,0,211,19,6,37,27.3
src/main/org/apache/tools/ant/taskdefs/JavacOutputStream.java,1,2,0,126,0,0,0,0,0,0,12.9
src/main/org/apache/tools/ant/taskdefs/optional/junit/PlainJUnitResultFormatter.java,203,16,36,66,44,125,51,41,127,68,77.7
src/main/org/apache/tools/ant/taskdefs/XSLTLiaison2.java,0,0,0,0,69,62,0,2,0,4,13.7
src/tests/junit/org/apache/tools/ant/taskdefs/FailTest.java,0,0,0,0,0,164,0,0,166,147,47.7
src/main/org/apache/tools/ant/taskdefs/optional/perforce/P4Revert.java,0,0,100,31,14,64,0,85,0,0,29.4
src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJLoad.java,0,0,0,92,62,130,0,0,0,0,28.4
src/main/org/apache/tools/ant/attribute/IfSetAttribute.java,0,0,0,0,0,0,0,0,39,2,4.1
src/main/org/apache/tools/ant/DynamicElement.java,0,0,0,0,0,36,0,2,0,2,4
src/main/org/apache/tools/ant/types/Path.java,447,84,68,237,176,543,55,51,8,178,184.7
src/tests/junit/org/apache/tools/ant/launch/LocatorTest.java,0,0,0,0,0,0,180,11,53,63,30.7
proposal/mutant/src/main/org/apache/ant/core/types/PatternSet.java,0,0,373,373,0,0,0,0,0,0,74.6
proposal/mutant/src/java/remote/org/apache/ant/remote/RemoteMain.java,0,0,0,101,101,0,0,0,0,0,20.2
proposal/frantic/src/org/apache/ant/tasks/build/Target.java,0,123,0,123,0,0,0,0,0,0,24.6
src/antidote/org/apache/tools/ant/gui/Args.java,0,161,161,0,0,0,0,0,0,0,32.2
src/main/org/apache/tools/ant/taskdefs/optional/extension/ExtensionSet.java,0,0,0,169,75,71,48,0,8,29,40
src/main/org/apache/tools/ant/taskdefs/optional/depend/constantpool/DoubleCPInfo.java,0,91,0,38,6,61,0,0,0,7,20.3
src/etc/testcases/taskdefs/optional/depend/src6/org.dummy/Foo.java,0,0,0,0,0,0,0,0,0,24,2.4
proposal/mutant/src/main/org/apache/ant/core/model/Project.java,0,0,267,267,0,0,0,0,0,0,53.4
proposal/mutant/src/java/common/org/apache/ant/common/util/DemuxOutputReceiver.java,0,0,0,74,74,0,0,0,0,0,14.8
src/tests/junit/org/apache/tools/ant/taskdefs/DeltreeTest.java,0,0,0,0,0,44,0,0,31,17,9.2
src/testcases/org/apache/tools/zip/ExtraFieldUtilsTest.java,0,0,151,4,4,151,0,0,0,0,31
src/main/org/apache/tools/ant/taskdefs/optional/javah/Gcjh.java,0,0,0,0,0,0,0,89,0,4,9.3
src/etc/testcases/taskdefs/optional/depend/src5/B.java,0,0,0,3,0,0,16,0,0,2,2.1
src/main/org/apache/tools/ant/taskdefs/optional/junit/JUnitTaskMirror.java,0,0,0,0,0,188,0,7,1,8,20.4
src/main/org/apache/tools/ant/types/PropertySet.java,0,0,0,0,362,432,54,171,8,122,114.9
src/main/org/apache/tools/ant/Launcher.java,0,0,201,201,0,0,0,0,0,0,40.2
proposal/mutant/src/main/org/apache/ant/core/execution/AspectDefinition.java,0,0,124,124,0,0,0,0,0,0,24.8
proposal/mutant/src/java/antcore/org/apache/ant/antcore/execution/ComponentManager.java,0,0,0,919,919,0,0,0,0,0,183.8
src/main/org/apache/tools/ant/types/optional/imageio/ColorMapper.java,0,0,0,0,0,0,0,0,0,108,10.8
src/main/org/apache/tools/ant/input/InputHandler.java,0,0,0,77,8,62,0,0,0,8,15.5
src/main/org/apache/tools/ant/taskdefs/optional/ejb/DDCreatorHelper.java,0,5,33,18,35,67,145,0,0,0,30.3
src/tests/junit/org/apache/tools/ant/taskdefs/optional/script/graal/EnableNashornCompatTest.java,0,0,0,0,0,0,0,0,0,25,2.5
src/tests/junit/org/apache/tools/ant/taskdefs/UpToDateTest.java,0,0,0,0,0,52,0,0,47,12,11.1
src/main/org/apache/tools/ant/DemuxInputStream.java,0,0,0,0,102,75,0,3,0,10,19
proposal/mutant/src/java/antcore/org/apache/ant/antcore/antlib/AntLibrary.java,0,0,0,279,279,0,0,0,0,0,55.8
src/main/org/apache/tools/ant/types/resources/Restrict.java,0,0,0,0,0,148,18,24,0,28,21.8
src/main/org/apache/tools/ant/taskdefs/LogOutputStream.java,147,2,0,17,64,173,12,0,2,4,42.1
src/main/org/apache/tools/ant/taskdefs/optional/scm/AntStarTeamCheckOut.java,1411,2619,0,1366,37,73,1080,0,0,0,658.6
src/main/org/apache/tools/ant/property/LocalPropertyStack.java,0,0,0,0,0,0,151,25,45,26,24.7
src/tests/junit/org/apache/tools/ant/taskdefs/optional/junit/SuiteMethodTest.java,0,0,0,0,0,42,0,0,84,84,21
src/tests/junit/org/apache/tools/ant/FileUtilities.java,0,0,0,0,0,0,0,0,88,25,11.3
src/main/org/apache/tools/ant/taskdefs/optional/sitraka/bytecode/attributes/LocalVariableTable.java,0,0,105,105,0,0,0,0,0,0,21
src/main/org/apache/tools/tar/TarOutputStream.java,0,37,0,20,107,121,94,278,140,47,84.4
proposal/myrmidon/src/java/org/apache/myrmidon/libs/core/StringToClassConverter.java,0,0,38,38,0,0,0,0,0,0,7.6
proposal/anteater/source/main/org/apache/ant/Target.java,0,90,0,90,0,0,0,0,0,0,18
proposal/mutant/src/main/org/apache/ant/core/execution/AbstractAspectHandler.java,0,0,83,83,0,0,0,0,0,0,16.6
src/main/org/apache/tools/ant/taskdefs/FixCRLF.java,6,2,954,419,137,765,40,6,19,48,239.6
proposal/myrmidon/src/java/org/apache/myrmidon/components/embeddor/DefaultEmbeddor.java,0,0,530,530,0,0,0,0,0,0,106
src/main/org/apache/tools/ant/filters/FixCrLfFilter.java,0,0,0,0,0,1000,16,13,3,45,107.7
src/main/org/apache/tools/ant/taskdefs/optional/ANTLR.java,0,173,0,264,187,130,5,0,12,31,80.2
src/main/org/apache/tools/ant/taskdefs/optional/vss/MSVSSLABEL.java,0,225,72,53,229,63,0,0,0,6,64.8
src/main/org/apache/tools/ant/taskdefs/optional/sitraka/bytecode/attributes/Synthetic.java,0,0,70,70,0,0,0,0,0,0,14
src/testcases/org/apache/tools/ant/taskdefs/AntlibTest.java,0,0,0,0,103,103,0,0,0,0,20.6
src/tests/junit/org/apache/tools/ant/taskdefs/TarTest.java,0,0,0,0,0,158,0,0,118,164,44
proposal/myrmidon/src/java/org/apache/myrmidon/libs/core/StringToLongConverter.java,0,0,37,37,0,0,0,0,0,0,7.4
proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/WatchdogTest.java,0,0,0,115,0,1,114,0,0,0,23
src/main/org/apache/tools/ant/types/LogLevel.java,0,0,0,0,0,87,0,0,0,3,9
src/testcases/org/apache/tools/ant/taskdefs/JavaTest.java,0,0,120,167,159,310,0,0,0,0,75.6
src/main/org/apache/tools/ant/types/PatternSet.java,359,37,115,99,104,182,152,52,1,167,126.8
src/tests/junit/org/apache/tools/ant/taskdefs/optional/SchemaValidateTest.java,0,0,0,0,0,99,0,0,227,232,55.8
proposal/antfarm/core/ant.java,0,9,0,9,0,0,0,0,0,0,1.8
src/tests/junit/org/apache/tools/ant/taskdefs/SignJarTest.java,0,0,0,0,0,216,33,159,70,30,50.8
proposal/myrmidon/src/java/org/apache/myrmidon/components/workspace/DefaultWorkspace.java,0,0,456,456,0,0,0,0,0,0,91.2
src/main/org/apache/tools/ant/taskdefs/optional/extension/JarLibResolveTask.java,0,0,0,353,242,76,58,0,3,52,78.4
src/tutorial/tasks-start-writing/src/HelloWorldTest.java,0,0,0,0,0,0,0,0,0,77,7.7
src/main/org/apache/tools/ant/taskdefs/optional/junit/XalanExecutor.java,0,0,0,134,39,164,0,135,0,0,47.2
src/testcases/org/apache/tools/ant/types/FileSetTest.java,235,2,16,174,4,83,0,0,0,0,51.4
src/main/org/apache/tools/ant/taskdefs/optional/native2ascii/SunNative2Ascii.java,0,0,0,0,0,70,0,0,1,24,9.5
src/testcases/org/apache/tools/ant/taskdefs/TarTest.java,82,9,10,82,2,153,0,0,0,0,33.8
proposal/myrmidon/src/java/org/apache/myrmidon/libs/core/StringToURLConverter.java,0,0,40,40,0,0,0,0,0,0,8
src/main/org/apache/tools/ant/taskdefs/optional/ssh/Scp.java,0,0,0,0,307,245,64,2,258,183,105.9
src/tests/antunit/taskdefs/javac-dir/good-src/Simple.java,0,0,0,0,0,0,20,0,0,2,2.2
src/main/org/apache/tools/ant/taskdefs/optional/perforce/FStatP4OutputHandler.java,0,0,0,0,97,61,0,60,0,0,21.8
src/main/org/apache/tools/ant/util/ProxySetup.java,0,0,0,0,0,118,2,0,5,4,12.9
proposal/sandbox/junit/src/testcases/org/apache/tools/ant/taskdefs/optional/rjunit/remote/MessageReaderTest.java,0,0,0,137,0,1,136,0,0,0,27.4
src/testcases/org/apache/tools/ant/taskdefs/ImportTest.java,0,0,0,0,147,147,0,0,0,0,29.4
proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/ResultFormatterElement.java,0,0,0,235,0,1,234,0,0,0,47
src/main/org/apache/tools/ant/taskdefs/optional/splash/SplashScreen.java,0,0,0,150,66,72,68,0,1,21,37.8
src/antidote/org/apache/tools/ant/gui/command/BuildCmd.java,0,122,122,0,0,0,0,0,0,0,24.4
src/main/org/apache/tools/ant/util/LineOrientedOutputStream.java,0,0,0,0,0,140,0,28,8,4,18
src/tests/junit/org/apache/tools/ant/types/PermissionsTest.java,0,0,0,0,0,156,0,0,314,294,76.4
proposal/mutant/src/java/antcore/org/apache/ant/antcore/antlib/DynamicLibrary.java,0,0,0,166,166,0,0,0,0,0,33.2
src/main/org/apache/tools/ant/taskdefs/optional/Test.java,0,121,0,114,22,157,0,0,0,0,41.4
src/testcases/org/apache/tools/ant/types/FileListTest.java,0,0,184,0,2,184,0,0,0,0,37
src/tests/junit/org/apache/tools/ant/taskdefs/optional/net/FTPTest.java,0,0,0,0,0,895,0,0,1774,1685,435.4
proposal/mutant/src/java/common/org/apache/ant/common/antlib/ExecutionComponent.java,0,0,0,100,100,0,0,0,0,0,20
src/main/org/apache/tools/ant/taskdefs/condition/ParserSupports.java,0,0,0,0,0,151,0,0,1,10,16.2
src/main/org/apache/tools/ant/taskdefs/Tar.java,7,240,49,611,139,768,46,39,219,187,230.5
src/tests/junit/org/apache/tools/ant/taskdefs/email/MessageTest.java,0,0,0,0,0,0,0,62,124,110,29.6
src/antidote/org/apache/tools/ant/gui/wizard/build/Builder.java,0,92,92,0,0,0,0,0,0,0,18.4
proposal/mutant/src/java/common/org/apache/ant/common/antlib/AbstractTask.java,0,0,0,114,114,0,0,0,0,0,22.8
src/main/org/apache/tools/ant/util/Retryable.java,0,0,0,0,0,38,0,0,0,2,4
src/antidote/org/apache/tools/ant/gui/acs/ACSTreeNodeElement.java,0,71,71,0,0,0,0,0,0,0,14.2
proposal/mutant/src/java/frontend/org/apache/ant/cli/BuildLogger.java,0,0,0,91,91,0,0,0,0,0,18.2
src/etc/testcases/taskdefs/optional/depend/src1/E.java,0,0,0,0,6,0,16,0,0,2,2.4
proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/remote/ExceptionData.java,0,0,0,133,0,1,132,0,0,0,26.6
src/tests/junit/org/apache/tools/ant/taskdefs/RenameTest.java,0,0,0,0,0,55,0,0,65,55,17.5
src/main/org/apache/tools/ant/types/ArchiveFileSet.java,0,0,0,0,0,496,122,17,33,71,73.9
src/main/org/apache/tools/ant/taskdefs/optional/junitlauncher/InVMExecution.java,0,0,0,0,0,0,0,0,0,50,5
src/testcases/org/apache/tools/ant/taskdefs/DependSetTest.java,0,0,100,4,2,102,0,0,0,0,20.8
src/testcases/org/apache/tools/ant/taskdefs/optional/WsdlToDotnetTest.java,0,0,0,176,23,197,0,0,0,0,39.6
src/main/org/apache/tools/ant/ArgumentProcessor.java,0,0,0,0,0,0,0,72,6,18,9.6
src/tests/junit/org/apache/tools/ant/taskdefs/optional/junit/JUnitVersionHelperTest.java,0,0,0,0,0,90,0,0,192,212,49.4
src/main/org/apache/tools/ant/taskdefs/Available.java,91,32,79,385,69,236,27,20,25,147,111.1
src/main/org/apache/tools/ant/util/GlobPatternMapper.java,0,156,0,6,14,116,60,13,2,57,42.4
proposal/xdocs/src/org/apache/tools/ant/xdoclet/DatatypeTagsHandler.java,0,0,0,125,125,0,0,0,0,0,25
src/tests/junit/org/apache/tools/ant/taskdefs/TaskdefsTest.java,0,0,0,0,0,31,0,0,2,2,3.5
src/tests/junit/org/apache/tools/ant/taskdefs/AvailableTest.java,0,0,0,0,0,213,0,0,181,188,58.2
src/main/org/apache/tools/ant/taskdefs/Transform.java,0,246,188,13,9,64,2,0,0,4,52.6
src/main/org/apache/tools/ant/taskdefs/ExecuteOn.java,182,132,242,118,323,433,92,37,3,139,170.1
src/main/org/apache/tools/ant/UnsupportedElementException.java,0,0,0,0,0,56,2,1,0,2,6.1
src/main/org/apache/tools/ant/taskdefs/condition/TypeFound.java,0,0,0,0,0,90,0,0,4,4,9.8
proposal/mutant/src/main/org/apache/ant/core/execution/ConverterDefinition.java,0,0,144,144,0,0,0,0,0,0,28.8
src/main/org/apache/tools/ant/util/Native2AsciiUtils.java,0,0,0,0,0,0,0,0,89,9,9.8
src/testcases/org/apache/tools/ant/util/ResourceUtilsTest.java,0,0,0,0,99,99,0,0,0,0,19.8
src/main/org/apache/tools/ant/util/TaskLogger.java,0,0,0,101,35,103,0,0,0,2,24.1
src/tests/junit/org/apache/tools/ant/types/EnumeratedAttributeTest.java,0,0,0,0,0,102,0,0,208,205,51.5
src/main/org/apache/tools/ant/input/InputRequest.java,0,0,0,107,8,86,0,2,0,2,20.5
src/main/org/apache/tools/ant/DynamicConfiguratorNS.java,0,0,0,0,0,27,0,0,0,2,2.9
src/main/org/apache/tools/ant/types/selectors/NotSelector.java,0,0,0,99,13,71,0,2,0,6,19.1
src/tests/junit/org/apache/tools/ant/LoaderRefTest.java,0,0,0,0,0,45,0,0,35,29,10.9
src/main/org/apache/tools/ant/taskdefs/DiagnosticsTask.java,0,0,0,0,0,43,6,0,0,2,5.1
src/testcases/org/apache/tools/ant/taskdefs/optional/sitraka/XMLReportTest.java,0,0,0,134,9,137,0,0,0,0,28
src/tests/junit/org/apache/tools/ant/taskdefs/ZipTest.java,0,0,0,0,0,191,46,0,183,144,56.4
src/testcases/org/apache/tools/ant/DummyTaskWithoutDefaultConstructor.java,0,0,0,67,2,67,0,0,0,0,13.6
src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJRemoteUtil.java,0,0,0,250,41,251,0,0,0,0,54.2
src/main/org/apache/tools/ant/taskdefs/Dirname.java,0,0,0,120,7,72,4,0,1,7,21.1
src/etc/testcases/taskdefs/manifestclasspath/Alpha.java,0,0,0,0,0,5,16,0,0,32,5.3
src/main/org/apache/tools/ant/types/resources/ResourceList.java,0,0,0,0,0,0,242,29,12,161,44.4
src/main/org/apache/tools/ant/filters/ChainableReader.java,0,0,0,74,10,61,0,0,0,2,14.7
src/tests/junit/org/apache/tools/ant/types/optional/ScriptSelectorTest.java,0,0,0,0,0,61,0,0,144,163,36.8
src/main/org/apache/tools/ant/taskdefs/optional/depend/constantpool/FloatCPInfo.java,0,94,0,37,2,61,0,0,0,7,20.1
src/tests/junit/org/apache/tools/ant/util/FileUtilsTest.java,0,0,0,0,0,578,83,0,1240,1481,338.2
src/main/org/apache/tools/ant/taskdefs/optional/metamata/MAuditStreamHandler.java,0,0,241,185,30,264,0,0,0,0,72
src/etc/testcases/taskdefs/optional/depend/src2/B.java,0,0,0,3,0,0,16,0,0,2,2.1
src/tests/antunit/core/location/src/task/EchoLocation.java,0,0,0,0,0,10,34,0,0,34,7.8
src/etc/testcases/taskdefs/rmic/src/RemoteTimestamp.java,0,0,0,0,0,26,0,0,0,4,3
src/main/org/apache/tools/ant/taskdefs/Chmod.java,129,2,37,125,47,112,3,0,1,21,47.7
proposal/mutant/src/java/antlibs/system/org/apache/ant/antlib/system/URLConverter.java,0,0,0,95,95,0,0,0,0,0,19
src/main/org/apache/tools/ant/taskdefs/optional/ssh/ScpFromMessageBySftp.java,0,0,0,0,0,169,53,3,80,44,34.9
src/main/org/apache/tools/ant/taskdefs/Copyfile.java,38,9,0,27,25,85,0,0,1,10,19.5
proposal/mutant/src/java/antcore/org/apache/ant/antcore/execution/ExecutionManager.java,0,0,0,203,203,0,0,0,0,0,40.6
src/tutorial/hello-world/03-testing/src/oata/HelloWorld.java,0,0,0,0,0,0,0,0,0,28,2.8
src/testcases/org/apache/tools/zip/AsiExtraFieldTest.java,0,0,178,12,4,178,0,0,0,0,37.2
proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/HttpAuthenticationStrategy.java,0,0,0,88,0,2,86,0,0,0,17.6
src/testcases/org/apache/tools/ant/filters/HeadTailTest.java,0,0,0,0,177,177,0,0,0,0,35.4
proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/SetProxy.java,0,0,0,240,0,1,239,0,0,0,48
proposal/mutant/src/main/org/apache/ant/core/model/ProjectModelException.java,0,0,129,129,0,0,0,0,0,0,25.8
proposal/xdocs/src/org/apache/ant/xdoclet/TaskTagsHandler.java,0,0,0,0,857,24,855,0,0,0,173.6
src/main/org/apache/tools/ant/util/StringTokenizer.java,0,0,0,0,0,152,7,0,1,27,18.7
proposal/frantic/src/org/apache/ant/engine/AntEvent.java,0,80,0,80,0,0,0,0,0,0,16
src/main/org/apache/tools/ant/taskdefs/optional/jdepend/JDependTask.java,0,0,385,209,485,242,11,17,5,182,153.6
src/tutorial/hello-world/01-simple/src/oata/HelloWorld.java,0,0,0,0,0,0,0,0,0,24,2.4
src/main/org/apache/tools/ant/launch/AntMain.java,0,0,0,0,79,61,0,0,0,2,14.2
src/main/org/apache/tools/ant/util/optional/ScriptRunner.java,0,0,0,0,0,191,44,0,10,21,26.6
src/testcases/org/apache/tools/ant/util/ReferencesTest.java,0,0,0,0,83,83,0,0,0,0,16.6
src/antidote/org/apache/tools/ant/gui/command/NewTaskCmd.java,0,94,94,0,0,0,0,0,0,0,18.8
proposal/mutant/src/java/antcore/org/apache/ant/antcore/modelparser/IncludeHandler.java,0,0,0,139,139,0,0,0,0,0,27.8
src/main/org/apache/tools/ant/taskdefs/optional/perforce/P4OutputStream.java,0,0,0,0,122,61,0,85,0,0,26.8
src/main/org/apache/tools/ant/taskdefs/TaskOutputStream.java,1,2,0,18,16,66,0,0,1,10,11.4
proposal/sandbox/junit/src/testcases/org/apache/tools/ant/taskdefs/optional/rjunit/TestRunRecorder.java,0,0,0,116,0,1,115,0,0,0,23.2
src/antidote/org/apache/tools/ant/gui/customizer/AbstractPropertyEditor.java,0,246,246,0,0,0,0,0,0,0,49.2
src/main/org/apache/tools/zip/UnicodePathExtraField.java,0,0,0,0,0,0,72,1,24,9,10.6
proposal/myrmidon/src/java/org/apache/ant/tasks/core/RegisterDataType.java,0,43,43,0,0,0,0,0,0,0,8.6
src/tests/junit/org/example/junit/TestNotMissed.java,0,0,0,0,0,0,0,0,29,57,8.6
src/tests/junit/org/apache/tools/ant/taskdefs/ReplaceTest.java,0,0,0,0,0,107,21,0,126,123,37.7
src/antidote/org/apache/tools/ant/gui/command/SaveAsCmd.java,0,181,181,0,0,0,0,0,0,0,36.2
src/main/org/apache/tools/ant/types/resources/selectors/Name.java,0,0,0,0,0,77,81,9,0,21,18.8
src/antidote/org/apache/tools/ant/gui/event/ElementSelectionEvent.java,0,160,160,0,0,0,0,0,0,0,32
