Class,karaf-2.1.0,karaf-2.2.0,karaf-2.3.0,karaf-2.4.0,karaf-3.0.0,karaf-4.0.0,karaf-4.1.0,karaf-4.2.0,karaf-4.3.0,karaf-4.3.1,karaf-4.4.0,karaf-4.4.1,average
features/command/src/main/java/org/apache/karaf/features/command/completers/FeatureCompleterSupport.java,0,0,0,0,2,19,25,0,0,0,0,0,3.833333333
shell/ssh/src/test/java/org/apache/karaf/shell/ssh/SshUtilsTest.java,0,0,0,0,0,0,103,6,5,0,5,0,9.916666667
itests/src/test/java/org/apache/karaf/itests/ConfigSshCommandSecurityTest.java,0,0,0,132,132,131,4,135,0,0,0,0,44.5
services/interceptor/impl/src/main/java/org/apache/karaf/service/interceptor/impl/runtime/PropertiesManager.java,0,0,0,0,0,0,0,0,38,0,0,0,3.166666667
scr/command/src/main/java/org/apache/karaf/scr/command/support/IdComparator.java,0,0,0,0,34,0,12,34,0,0,0,0,6.666666667
jaas/command/src/main/java/org/apache/karaf/jaas/command/SuCommand.java,0,0,0,0,0,93,0,50,0,0,0,0,11.91666667
jaas/spring-security-crypto/src/test/java/org/apache/karaf/jaas/spring_security_crypto/impl/SpringSecurityCryptoEncryptionTest.java,0,0,0,0,0,0,0,0,0,63,0,0,5.25
jms/src/main/java/org/apache/karaf/jms/command/completers/ConnectionFactoriesNameCompleter.java,0,0,0,0,0,59,59,59,0,0,0,0,14.75
jaas/spring-security-crypto/src/main/java/org/apache/karaf/jaas/spring_security_crypto/impl/SpringSecurityCryptoEncryption.java,0,0,0,0,0,0,0,0,0,122,0,0,10.16666667
shell/console/src/main/java/org/apache/karaf/shell/console/commands/BasicSubShell.java,0,0,51,0,0,1,0,0,0,0,0,0,4.333333333
shell/core/src/main/java/org/apache/karaf/shell/impl/console/osgi/secured/SecuredCommand.java,0,0,0,0,0,91,28,11,0,0,0,0,10.83333333
shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java,72,3,0,6,2,1,22,5,0,0,0,0,9.25
shell/core/src/main/java/org/apache/karaf/shell/api/console/Session.java,0,0,0,0,0,153,31,6,0,0,0,0,15.83333333
tooling/exam/container/src/main/java/org/apache/karaf/tooling/exam/container/internal/adaptions/KarafManipulatorFactory.java,0,0,38,38,0,0,0,0,0,0,0,0,6.333333333
config/command/src/main/java/org/apache/karaf/config/command/completers/ConfigurationPropertyCompleter.java,0,0,0,0,137,137,0,0,0,0,0,0,22.83333333
shell/dev/src/main/java/org/apache/karaf/shell/dev/ShowBundleTree.java,0,3,0,0,190,0,0,0,0,0,0,0,16.08333333
