Class,release-1.1,release-1.2,release-1.3,release-1.4,release-1.5,release-1.6,release-1.7,release-1.8,release-1.9,release-1.10,release-1.12,release-1.13,release-1.14,release-1.15,release-1.16,release-1.17,release-1.18,release-2.0,release-2.1,release-2.2,release-2.3,release-2.4,average
src/java/org/apache/nutch/api/impl/db/DbIterator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,4,5.272727273
src/java/org/apache/nutch/indexer/field/FieldWritable.java,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.590909091
nutchgora/src/java/org/apache/nutch/metadata/Nutch.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,0,0,0,11.36363636
src/java/org/apache/nutch/util/WebPageWritable.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,17,0,3.545454545
src/plugin/parse-msword/src/java/org/apache/nutch/parse/msword/MSWordParser.java,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.454545455
src/plugin/lib-http/src/java/org/apache/nutch/protocol/http/api/HttpException.java,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,4,0,0,1,0,0.409090909
src/plugin/scoring-opic/src/java/org/apache/nutch/scoring/opic/OPICScoringFilter.java,0,3,0,6,7,0,0,4,0,55,0,5,5,4,3,2,0,180,0,0,84,7,16.59090909
src/java/org/apache/nutch/webui/pages/instances/InstancesPage.java,0,0,0,0,0,0,0,0,0,0,127,4,0,0,0,0,0,127,0,0,111,0,16.77272727
src/plugin/any23/src/java/org/apache/nutch/any23/Any23ParseFilter.java,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2,6,0,170,0,0,0,0,15.81818182
nutchgora/src/java/org/apache/nutch/util/EncodingDetector.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,412,0,0,0,37.45454545
src/java/org/apache/nutch/hostdb/UpdateHostDbMapper.java,0,0,0,0,0,0,0,0,0,0,239,6,14,52,3,4,0,232,0,0,0,0,25
src/java/org/apache/nutch/parse/ParserChecker.java,0,0,0,70,12,3,63,0,52,72,21,6,7,222,5,33,0,304,0,79,90,10,47.68181818
nutchgora/src/java/org/apache/nutch/util/MimeUtil.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,237,0,0,0,21.54545455
src/java/org/apache/nutch/ontology/OntologyFactory.java,2,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.727272727
nutchgora/src/test/org/apache/nutch/fetcher/TestFetcher.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,146,0,0,0,13.27272727
src/plugin/feed/src/java/org/apache/nutch/indexer/feed/FeedIndexingFilter.java,0,0,29,0,0,0,0,0,0,60,0,0,2,2,3,0,0,74,0,3,0,0,7.863636364
src/java/org/apache/nutch/webui/pages/SearchPage.java,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,0,21,0,0,21,0,2.954545455
src/plugin/parse-mspowerpoint/src/java/org/apache/nutch/parse/mspowerpoint/MSPowerPointParser.java,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
nutchgora/src/java/org/apache/nutch/host/HostDb.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,146,0,0,0,13.27272727
nutchgora/src/java/org/apache/nutch/parse/ParserJob.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,309,0,0,0,28.09090909
src/plugin/parse-swf/src/java/org/apache/nutch/parse/swf/package-info.java,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,22,0,0,21,0,2.954545455
nutchgora/src/java/org/apache/nutch/crawl/CrawlStatus.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,4.909090909
src/java/org/apache/nutch/indexer/field/AnchorFields.java,0,7,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.77272727
src/plugin/feed/src/java/org/apache/nutch/parse/feed/package-info.java,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,22,0,0,21,0,2.954545455
nutchgora/src/test/org/apache/nutch/util/TestURLUtil.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,216,0,0,0,19.63636364
