Class,3.0.1,3.0.2,3.1.2,3.1.3,4,4.0.1,4.0.2,4.1,4.1.1,average
cayenne-server/src/main/java/org/apache/cayenne/dba/sqlite/SQLiteActionBuilder.java,0,0,0,0,39,0,0,0,2,4.555555556
cayenne-server/src/main/java/org/apache/cayenne/query/UpdateBatchQuery.java,0,0,0,0,148,0,0,0,2,16.66666667
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/merge/DropTableToModelTest.java,0,0,8,0,89,0,0,0,0,10.77777778
tutorials/tutorial-rop-server/src/main/java/org/apache/cayenne/tutorial/persistent/auto/_UntitledDomainMap.java,0,0,12,0,0,0,0,0,0,1.333333333
framework/cayenne-di-unpublished/src/test/java/org/apache/cayenne/di/mock/MockImplementation1_DepOn2Provider.java,0,0,35,0,35,0,0,0,0,7.777777778
cayenne-server/src/test/java/org/apache/cayenne/CDOReflexiveRelDeleteIT.java,0,0,0,0,102,0,0,0,2,11.55555556
itests/jpa-chapter2/src/test/java/org/apache/cayenne/jpa/itest/ch2/_2_1_10_1_SingleTablePerClassTest.java,0,0,84,0,0,0,0,0,0,9.333333333
cayenne-java8/src/test/java/org/apache/cayenne/java8/db/auto/_LocalDateTimeTestEntity.java,0,0,0,0,29,0,0,29,0,6.444444444
cayenne-server/src/main/java/org/apache/cayenne/query/IndirectQuery.java,0,0,0,0,117,0,0,28,2,16.33333333
cayenne-server/src/main/java/org/apache/cayenne/util/ProcedureResultBuilder.java,0,0,0,0,60,0,0,0,2,6.888888889
cayenne-dbsync/src/main/java/org/apache/cayenne/dbsync/reverse/filters/CatalogFilter.java,0,0,0,0,62,0,0,0,2,7.111111111
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/access/jdbc/EJBQLOrderByTranslator.java,0,0,0,0,66,0,0,0,0,7.333333333
cayenne-server/src/main/java/org/apache/cayenne/rop/ServerHessianSerializationServiceProvider.java,0,0,0,0,37,0,0,37,0,8.222222222
framework/cayenne-modeler/src/main/java/org/apache/cayenne/swing/TextBinding.java,0,0,143,0,0,0,0,0,0,15.88888889
framework/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/event/AttributeDisplayEvent.java,0,0,58,0,0,0,0,0,0,6.444444444
cayenne-server/src/main/java/org/apache/cayenne/access/jdbc/EJBQLAction.java,0,0,0,0,100,0,0,0,2,11.33333333
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/unit/di/client/ClientServerDataChannelDecorator.java,0,0,90,0,90,0,0,0,0,20
cayenne-server/src/main/java/org/apache/cayenne/access/FlattenedArcKey.java,0,0,0,0,360,0,0,0,2,40.22222222
modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/editor/datanode/AdapterEditor.java,0,0,113,0,1,0,0,0,2,12.88888889
modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/util/path/LongPathTrimmer.java,0,0,0,0,66,0,0,0,2,7.555555556
cayenne-server/src/main/java/org/apache/cayenne/exp/parser/ASTBetween.java,0,0,0,0,91,0,0,0,2,10.33333333
cayenne-gradle-plugin/src/main/java/org/apache/cayenne/tools/model/DbImportConfig.java,0,0,0,0,289,0,0,0,2,32.33333333
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/testdo/persistent/Country.java,0,0,25,0,25,0,0,0,0,5.555555556
framework/cayenne-modeler/src/main/java/org/apache/cayenne/pref/_DomainPreference.java,0,0,41,0,0,0,0,0,0,4.555555556
cayenne-server/src/main/java/org/apache/cayenne/velocity/BindObjectNotEqualDirective.java,0,0,0,0,70,0,0,70,0,15.55555556
cayenne-server/src/test/java/org/apache/cayenne/unit/di/server/FlavoredDBHelper.java,0,0,0,0,46,0,0,0,2,5.333333333
maven-plugins/maven-cayenne-plugin/src/test/java/org/apache/cayenne/tools/CayenneGeneratorOldMojoTest.java,0,0,0,0,77,0,0,77,0,17.11111111
cayenne-server/src/main/java/org/apache/cayenne/dba/postgres/PostgresSniffer.java,0,0,0,0,47,0,0,15,2,7.111111111
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/configuration/mock/MockDataSourceFactory.java,0,0,33,0,33,0,0,0,0,7.333333333
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/cache/EhCacheQueryCache_WithConfigTest.java,0,0,84,0,84,0,0,0,0,18.66666667
framework/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/editor/dbentity/PKGeneratorPanel.java,0,0,76,0,0,0,0,0,0,8.444444444
cayenne-server/src/test/java/org/apache/cayenne/exp/parser/ExpressionCollectionEvaluationIT.java,0,0,0,0,122,0,0,0,2,13.77777778
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/testdo/testmap/BigDecimalEntity.java,0,0,28,0,28,0,0,0,0,6.222222222
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/FaultFailureException.java,0,0,30,0,44,0,0,0,0,8.222222222
modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/util/ProgressDialog.java,0,0,95,0,0,14,0,0,2,12.33333333
cayenne-server/src/test/java/org/apache/cayenne/testdo/meaningful_pk/MeaningfulPkTest2.java,0,0,0,0,0,0,0,27,2,3.222222222
cayenne-joda/src/test/java/org/apache/cayenne/joda/db/auto/_LocalDateTestEntity.java,0,0,0,0,28,0,0,0,0,3.111111111
cayenne-server/src/main/java/org/apache/cayenne/tx/TransactionFactory.java,0,0,0,0,28,0,0,9,2,4.333333333
cayenne-server/src/test/java/org/apache/cayenne/CDOMapRelationshipIT.java,0,0,0,0,245,0,0,0,2,27.44444444
framework/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/dialog/validator/ProcedureErrorMsg.java,0,0,50,0,0,0,0,0,0,5.555555556
cayenne-server/src/test/java/org/apache/cayenne/testdo/inheritance_horizontal/auto/_SubEntity3.java,0,0,0,0,25,0,0,0,0,2.777777778
framework/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/dialog/validator/EmbeddableAttributeErrorMsg.java,0,0,72,0,0,0,0,0,0,8
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/art/auto/_CharacterEntity.java,0,0,22,0,0,0,0,0,0,2.444444444
cayenne-server/src/test/java/org/apache/cayenne/testdo/mt/MtTable4.java,0,0,0,0,28,0,0,0,2,3.333333333
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/configuration/server/JNDIDataSourceFactory.java,0,0,82,0,82,0,0,0,0,18.22222222
cayenne-server/src/main/java/org/apache/cayenne/map/event/AttributeEvent.java,0,0,0,0,70,0,0,0,2,8
cayenne-server/src/test/java/org/apache/cayenne/testdo/relationships_delete_rules/DeleteRuleTest1.java,0,0,0,0,28,0,0,0,2,3.333333333
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/CayenneDataObjectTest.java,0,0,82,0,153,0,0,0,0,26.11111111
framework/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/dialog/pref/TemplatePreferences.java,0,0,124,0,0,0,0,0,0,13.77777778
framework/cayenne-jpa-unpublished/src/main/java/org/apache/cayenne/jpa/map/JpaDiscriminatorColumn.java,0,0,106,0,0,0,0,0,0,11.77777778
cayenne-server/src/test/java/org/apache/cayenne/query/SQLTemplate_LegacyTest.java,0,0,0,0,121,0,0,6,2,14.33333333
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/DataRow.java,9,0,85,0,152,0,0,0,0,27.33333333
cayenne-crypto/src/test/java/org/apache/cayenne/crypto/transformer/bytes/CbcEncryptorTest.java,0,0,0,0,85,0,0,0,2,9.666666667
cayenne-dbsync/src/main/java/org/apache/cayenne/dbsync/merge/DbEntityMerger.java,0,0,0,0,139,0,0,2,2,15.88888889
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/cache/OSQueryCacheTest.java,0,0,0,0,130,0,0,0,0,14.44444444
cayenne-lifecycle/src/test/java/org/apache/cayenne/lifecycle/id/IdCoderTest.java,0,0,0,0,94,0,0,0,2,10.66666667
itests/cayenne-runtime-itest/src/main/java/org/apache/cayenne/itest/di_stack/auto/_DefaultMap.java,0,0,12,0,12,0,0,0,0,2.666666667
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/CayenneContextNamedQueryCachingTest.java,0,0,140,0,133,0,0,0,0,30.33333333
cayenne-server/src/test/java/org/apache/cayenne/testdo/testmap/ArtGroup.java,0,0,0,0,27,0,0,0,2,3.222222222
modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/editor/datanode/DBCP2DataSourceView.java,0,0,0,0,54,0,0,0,2,6.222222222
cayenne-server/src/test/java/org/apache/cayenne/exp/parser/ASTNotEqualTest.java,0,0,0,0,57,0,0,0,2,6.555555556
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/dba/sqlserver/SQLServerAdapterTest.java,0,0,55,0,55,0,0,0,0,12.22222222
cayenne-server/src/main/java/org/apache/cayenne/ejbql/parser/EJBQLInnerFetchJoin.java,0,0,0,0,47,0,0,0,2,5.444444444
cayenne-server/src/main/java/org/apache/cayenne/dba/mysql/MySQLSelectAction.java,0,0,0,0,38,0,0,0,2,4.444444444
cayenne-server/src/main/java/org/apache/cayenne/reflect/FieldEmbeddableDescriptor.java,0,0,0,0,83,0,0,0,2,9.444444444
modeler/cayenne-wocompat/src/main/java/org/apache/cayenne/wocompat/parser/ParserConstants.java,0,0,0,0,70,0,0,0,2,8
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/access/MiscTypesTest.java,0,0,55,0,186,0,0,0,0,26.77777778
cayenne-project/src/main/java/org/apache/cayenne/project/validation/EJBQLQueryValidator.java,0,0,0,0,36,0,0,0,2,4.222222222
cayenne-lifecycle/src/main/java/org/apache/cayenne/lifecycle/relationship/ObjectIdRelationshipFaultingStrategy.java,0,0,0,0,33,0,0,0,2,3.888888889
framework/cayenne-modeler/src/main/java/org/apache/cayenne/swing/BindingBuilder.java,0,0,189,0,0,0,0,0,0,21
cayenne-server/src/main/java/org/apache/cayenne/dba/oracle/Oracle8SQLTemplateAction.java,0,0,0,0,89,0,0,0,2,10.11111111
cayenne-crypto/src/test/java/org/apache/cayenne/crypto/Runtime_AES128_GZIP_IT.java,0,0,0,0,166,0,0,0,2,18.66666667
tutorials/tutorial/src/main/java/org/apache/cayenne/tutorial/persistent/Painting.java,0,0,0,0,0,0,0,0,2,0.222222222
modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/dialog/pref/EncodingSelector.java,0,0,189,0,0,0,0,0,2,21.22222222
cayenne-server/src/test/java/org/apache/cayenne/testdo/relationships/RelationshipHelper.java,0,0,0,0,26,0,0,0,2,3.111111111
modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/editor/dbentity/DbRelationshipTableModel.java,0,0,247,0,12,0,0,84,2,38.33333333
cayenne-di/src/test/java/org/apache/cayenne/di/mock/MockImplementation1.java,0,0,0,0,27,0,0,0,2,3.222222222
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/reflect/AbstractCallback.java,0,0,0,0,29,0,0,0,0,3.222222222
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/util/concurrentlinkedhashmap/LinkedDeque.java,0,0,451,0,451,0,0,0,0,100.2222222
cayenne-server/src/test/java/org/apache/cayenne/access/DataContextSQLTemplateCompoundIT.java,0,0,0,0,123,0,0,0,2,13.88888889
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/dba/postgres/PostgresByteArrayType.java,0,0,0,0,55,0,0,0,0,6.111111111
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/testdo/testmap/auto/_ClobTestRelation.java,0,0,43,0,43,0,0,0,0,9.555555556
cayenne-server/src/main/java/org/apache/cayenne/configuration/server/DelegatingDataSourceFactory.java,0,0,0,0,201,0,0,2,2,22.77777778
cayenne-server/src/test/java/org/apache/cayenne/access/ObjectStoreGCIT.java,0,0,0,0,124,0,0,4,2,14.44444444
cayenne-server/src/main/java/org/apache/cayenne/map/CallbackMap.java,0,0,0,0,116,0,0,6,2,13.77777778
modeler/cayenne-modeler/src/test/java/org/apache/cayenne/modeler/util/VersionTest.java,0,0,67,0,11,0,0,0,2,8.888888889
cayenne-server/src/main/java/org/apache/cayenne/configuration/Rot47PasswordEncoder.java,0,0,0,0,89,0,0,3,2,10.44444444
cayenne-server/src/main/java/org/apache/cayenne/dba/derby/DerbyPkGenerator.java,0,0,0,0,62,0,0,68,2,14.66666667
cayenne-server/src/main/java/org/apache/cayenne/util/ResultIteratorIterator.java,0,0,0,0,46,0,0,0,2,5.333333333
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/testdo/inheritance/vertical/auto/_IvSub1.java,0,0,24,0,24,0,0,0,0,5.333333333
cayenne-xmpp/src/test/java/org/apache/cayenne/event/XMPPBridgeTest.java,0,0,0,0,0,0,0,54,2,6.222222222
cayenne-server/src/main/java/org/apache/cayenne/ejbql/parser/EJBQLPatternValue.java,0,0,0,0,36,0,0,0,2,4.222222222
cayenne-server/src/main/java/org/apache/cayenne/access/types/DateType.java,0,0,0,0,69,0,0,0,31,11.11111111
cayenne-server/src/main/java/org/apache/cayenne/access/DataPort.java,0,0,0,0,324,0,0,324,0,72
cayenne-server/src/test/java/org/apache/cayenne/testdo/relationships_flattened/auto/_FlattenedCircular.java,0,0,0,0,48,0,0,71,0,13.22222222
cayenne-server/src/test/java/org/apache/cayenne/testdo/oneway/OnewayTable2.java,0,0,0,0,25,0,0,0,2,3
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/ejbql/parser/EJBQLNot.java,0,0,0,0,41,0,0,0,0,4.555555556
cayenne-server/src/test/java/org/apache/cayenne/unit/util/SQLTemplateCustomizer.java,0,0,0,0,61,0,0,0,2,7
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/testdo/relationship/auto/_FlattenedCircular.java,0,0,26,0,45,0,0,0,0,7.888888889
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/DataObjectUtils.java,0,0,160,0,209,0,0,0,0,41
cayenne-project/src/main/java/org/apache/cayenne/project/validation/DefaultProjectValidator.java,0,0,0,0,245,0,0,2,2,27.66666667
cayenne-server/src/main/java/org/apache/cayenne/configuration/server/PropertyDataSourceFactory.java,0,0,0,0,98,0,2,0,2,11.33333333
framework/cayenne-modeler/src/main/java/org/apache/cayenne/swing/ItemEventBinding.java,0,0,78,0,0,0,0,0,0,8.666666667
cayenne-server/src/main/java/org/apache/cayenne/map/Entity.java,0,0,0,0,431,0,0,17,2,50
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/project/validator/ValidatorTest.java,0,0,143,0,0,0,0,0,0,15.88888889
modeler/cayenne-modeler/src/main/java/org/apache/cayenne/swing/BeanActionBinding.java,0,0,94,0,3,0,0,0,2,11
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/testdo/inheritance/vertical/auto/_Iv2Sub1.java,0,0,27,0,27,0,0,0,0,6
cayenne-server/src/test/java/org/apache/cayenne/testdo/inheritance_people/auto/_Department.java,0,0,0,0,54,0,0,84,0,15.33333333
build-tools/cayenne-regression-profiler/src/main/java/org/apache/cayenne/profile/cases/RandomOperationCase.java,0,0,136,0,0,0,0,0,0,15.11111111
modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/undo/CreateEmbeddableUndoableEdit.java,0,0,58,0,0,0,0,0,2,6.666666667
cayenne-commitlog/src/test/java/org/apache/cayenne/commitlog/db/auto/_AuditLog.java,0,0,0,0,27,0,0,0,67,10.44444444
cayenne-server/src/test/java/org/apache/cayenne/testdo/misc_types/CharacterEntity.java,0,0,0,0,28,0,0,0,2,3.333333333
eventbridges/cayenne-xmpp/src/test/java/org/apache/cayenne/event/XMPPBridgeProviderTest.java,0,0,0,0,108,0,0,108,0,24
cayenne-server/src/test/java/org/apache/cayenne/testdo/inheritance_people/auto/_CustomerRepresentative.java,0,0,0,0,38,0,0,70,0,12
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/configuration/rop/client/ClientLocalRuntimeTest.java,0,0,91,0,91,0,0,0,0,20.22222222
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/DataObjectUtilsTest.java,0,0,308,0,0,0,0,0,0,34.22222222
cayenne-server/src/main/java/org/apache/cayenne/annotation/PostRemove.java,0,0,0,0,53,0,0,0,2,6.111111111
framework/cayenne-di-unpublished/src/test/java/org/apache/cayenne/di/mock/MockImplementation4.java,0,0,45,0,45,0,0,0,0,10
cayenne-project/src/main/java/org/apache/cayenne/project/upgrade/handlers/UpgradeHandler_V10.java,0,0,0,0,0,0,0,62,2,7.111111111
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/exp/ParametrizedExpressionTest.java,0,0,6,0,223,0,0,0,0,25.44444444
framework/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/action/CreateNodeAction.java,0,0,135,0,0,0,0,0,0,15
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/testdo/mt/ClientMtTable3.java,0,0,0,0,28,0,0,0,0,3.111111111
modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/event/CallbackMethodEvent.java,0,0,60,0,0,0,0,0,2,6.888888889
cayenne-server/src/test/java/org/apache/cayenne/testdo/mt/auto/_MtTable4.java,0,0,0,0,35,0,0,60,0,10.55555556
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/reflect/generic/DataObjectDescriptorFactoryTest.java,0,0,138,0,138,0,0,0,0,30.66666667
cayenne-server/src/main/java/org/apache/cayenne/dba/ingres/IngresAdapter.java,0,0,0,0,166,0,0,0,2,18.66666667
cayenne-server/src/test/java/org/apache/cayenne/testdo/testmap/MeaningfulGeneratedColumnTestEntity.java,0,0,0,0,28,0,0,0,2,3.333333333
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/dba/derby/DerbySniffer.java,0,0,13,0,50,0,0,0,0,7
cayenne-server/src/test/java/org/apache/cayenne/testdo/unsupported_distinct_types/Product.java,0,0,0,0,27,0,0,0,2,3.222222222
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/testdo/inheritance/vertical/InheritanceVertical.java,0,0,36,0,36,0,0,0,0,8
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/reflect/CallbackOnEntity.java,0,0,0,0,90,0,0,0,0,10
modeler/cayenne-modeler/src/main/java/org/apache/cayenne/pref/CayennePreferenceEditor.java,0,0,178,0,82,0,0,0,2,29.11111111
framework/cayenne-project/src/main/java/org/apache/cayenne/project/validation/ProcedureQueryValidator.java,0,0,104,0,104,0,0,0,0,23.11111111
cayenne-server/src/test/java/org/apache/cayenne/testdo/inheritance_vertical/IvGenKeyRoot.java,0,0,0,0,0,0,0,0,28,3.111111111
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/event/DefaultEventManager.java,0,0,478,0,478,0,0,0,0,106.2222222
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/testdo/inherit/auto/_RelatedEntity.java,0,0,12,0,46,0,0,0,0,6.444444444
framework/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/undo/RemoveAttributeUndoableEdit.java,0,0,155,0,0,0,0,0,0,17.22222222
cayenne-server/src/test/java/org/apache/cayenne/testdo/numeric_types/auto/_LongEntity.java,0,0,0,0,27,0,0,67,0,10.44444444
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/testdo/inherit/SubEntity.java,0,0,0,0,25,0,0,0,0,2.777777778
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/merge/SetPrimaryKeyToModel.java,0,0,0,0,82,0,0,0,0,9.111111111
cayenne-server/src/test/java/org/apache/cayenne/map/MockEntityResolver.java,0,0,0,0,48,0,0,6,2,6.222222222
cayenne-server/src/test/java/org/apache/cayenne/unit/JNDISetup.java,0,0,0,0,57,0,0,0,2,6.555555556
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/art/ClobTestEntity.java,0,0,28,0,0,0,0,0,0,3.111111111
cayenne-server/src/main/java/org/apache/cayenne/ashwood/graph/DepthFirstSearch.java,0,0,0,0,120,0,0,7,2,14.33333333
cayenne-server/src/test/java/org/apache/cayenne/util/IndexPropertyListTest.java,0,0,0,0,100,0,0,0,2,11.33333333
framework/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/dialog/codegen/CodeGeneratorController.java,0,0,161,0,0,0,0,0,0,17.88888889
cayenne-cache-invalidation/src/test/java/org/apache/cayenne/cache/invalidation/db/auto/_E2.java,0,0,0,0,18,0,0,0,0,2
cayenne-server/src/main/java/org/apache/cayenne/access/translator/batch/SoftDeleteTranslatorFactory.java,0,0,0,0,69,0,0,0,2,7.888888889
cayenne-server/src/main/java/org/apache/cayenne/reflect/LifecycleCallbackRegistry.java,0,0,0,0,444,0,0,10,2,50.66666667
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/access/select/CompoundSelectDescriptor.java,0,0,68,0,0,0,0,0,0,7.555555556
cayenne-project/src/main/java/org/apache/cayenne/project/CompoundSaverDelegate.java,0,0,0,0,0,0,0,194,2,21.77777778
cayenne-server/src/test/java/org/apache/cayenne/CDOOneToOneFKIT.java,0,0,0,0,202,0,0,11,2,23.88888889
itests/jpa-chapter5/src/test/java/org/apache/cayenne/jpa/itest/ch5/_5_5_2_ResourceLocalEntityManagerTest.java,0,0,46,0,0,0,0,0,0,5.111111111
cayenne-commitlog/src/main/java/org/apache/cayenne/commitlog/model/ObjectChangeType.java,0,0,0,0,29,0,0,0,2,3.444444444
framework/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/dialog/validator/ValidatorDialog.java,0,0,258,0,0,0,0,0,0,28.66666667
modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/undo/JComboBoxUndoListener.java,0,0,60,0,0,0,0,0,2,6.888888889
cayenne-server/src/main/java/org/apache/cayenne/reflect/PropertyAccessor.java,0,0,0,0,48,0,0,0,2,5.555555556
cayenne-server/src/main/java/org/apache/cayenne/exp/parser/PatternMatchNode.java,0,0,0,0,147,0,0,0,2,16.55555556
cayenne-jcache/src/test/java/org/apache/cayenne/jcache/CayenneJCacheModuleProviderTest.java,0,0,0,0,32,0,0,0,2,3.777777778
cayenne-server/src/main/java/org/apache/cayenne/exp/parser/Token.java,0,0,0,0,151,0,0,0,2,17
itests/jpa-chapter9/src/test/java/org/apache/cayenne/jpa/itest/ch9/_9_1_2_SecondaryTableAnnotationTest.java,0,0,43,0,0,0,0,0,0,4.777777778
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/map/JoinType.java,0,0,0,0,29,0,0,0,0,3.222222222
cayenne-crypto/src/test/java/org/apache/cayenne/crypto/transformer/value/DefaultValueTransformerFactoryIT.java,0,0,0,0,254,0,0,0,2,28.44444444
cayenne-crypto/src/main/java/org/apache/cayenne/crypto/transformer/value/ValueEncryptor.java,0,0,0,0,34,0,0,0,2,4
cayenne-server/src/test/java/org/apache/cayenne/map/AttributeTest.java,0,0,0,0,46,0,0,0,2,5.333333333
cayenne-server/src/main/java/org/apache/cayenne/template/parser/TokenMgrError.java,0,0,0,0,0,0,0,168,2,18.88888889
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/unit/util/SQLTemplateCustomizer.java,0,0,20,0,61,0,0,0,0,9
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/access/select/CompoundRowReader.java,0,0,59,0,0,0,0,0,0,6.555555556
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/art/auto/_CompoundPaintingLongNames.java,0,119,119,0,0,0,0,0,0,26.44444444
cayenne-xmpp/src/main/java/org/apache/cayenne/event/XMPPServerModuleProvider.java,0,0,0,0,0,0,0,50,2,5.777777778
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/query/SQLTemplateMetadata.java,0,0,10,0,93,0,0,0,0,11.44444444
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/dba/sqlserver/SQLServerMergerFactory.java,0,0,0,0,120,0,0,0,0,13.33333333
cayenne-cache-invalidation/src/main/java/org/apache/cayenne/cache/invalidation/CacheGroupsHandler.java,0,0,0,0,80,0,0,10,2,10.22222222
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/map/event/QueryListener.java,0,0,44,0,0,0,0,0,0,4.888888889
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/access/trans/SelectTranslatorTest.java,0,0,558,0,1119,0,0,0,0,186.3333333
cayenne-server/src/test/java/org/apache/cayenne/access/EntityInheritanceIT.java,0,0,0,0,97,0,0,0,2,11
framework/cayenne-jdk1.5-unpublished/src/test/java/org/apache/cayenne/access/DataContextDataChannelEventsTest.java,0,0,93,0,190,0,0,0,0,31.44444444
cayenne-server/src/test/java/org/apache/cayenne/testdo/mt/MultiTier.java,0,0,0,0,36,0,0,36,0,8
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/merge/DefaultModelMergeDelegate.java,0,0,0,0,76,0,0,0,0,8.444444444
modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/graph/extension/GraphSaverDelegate.java,0,0,0,0,0,0,0,72,2,8.222222222
framework/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/event/DataNodeDisplayEvent.java,0,0,65,0,0,0,0,0,0,7.222222222
cayenne-ant/src/main/java/org/apache/cayenne/tools/CayenneTask.java,0,0,0,0,161,0,0,11,2,19.33333333
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/configuration/server/DBCPDataSourceFactory.java,0,0,126,0,126,0,0,0,0,28
cayenne-di/src/main/java/org/apache/cayenne/di/spi/ScopeEventBinding.java,0,0,0,0,87,0,0,0,2,9.888888889
cayenne-server/src/test/java/org/apache/cayenne/reflect/generic/DataObjectAttributePropertyTest.java,0,0,0,0,45,0,0,0,2,5.222222222
modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/util/LongRunningTask.java,0,0,253,0,32,0,0,36,2,35.88888889
framework/cayenne-jdk1.5-unpublished/src/main/java/org/apache/cayenne/project/validator/DataMapValidator.java,0,0,98,0,0,0,0,0,0,10.88888889
framework/cayenne-jpa-unpublished/src/test/java/org/apache/cayenne/jpa/bridge/DataMapConverterRelationshipsTest.java,0,0,136,0,0,0,0,0,0,15.11111111
framework/cayenne-project/src/main/java/org/apache/cayenne/project/DefaultConfigurationNodeParentGetter.java,0,0,117,0,117,0,0,0,0,26
cayenne-lifecycle/src/main/java/org/apache/cayenne/lifecycle/changeset/ChangeSet.java,0,0,0,0,47,0,0,47,0,10.44444444
modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/WelcomeScreen.java,0,0,335,0,335,0,0,0,0,74.44444444
cayenne-server/src/main/java/org/apache/cayenne/access/DataContext.java,0,0,0,0,1251,0,10,15,2,142
cayenne-server/src/main/java/org/apache/cayenne/dba/sybase/SybaseSelectTranslator.java,0,0,0,0,52,0,0,0,2,6
modeler/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/dialog/objentity/ObjAttributePathBrowser.java,0,0,102,0,0,0,0,0,2,11.55555556
framework/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/action/CreateCallbackMethodAction.java,0,0,56,0,0,0,0,0,0,6.222222222
cayenne-di/src/main/java/org/apache/cayenne/di/spi/DefaultBindingBuilder.java,0,0,0,0,109,0,0,0,2,12.33333333
framework/cayenne-modeler/src/main/java/org/apache/cayenne/modeler/editor/datanode/DataNodeEditor.java,0,0,52,0,0,0,0,0,0,5.777777778
