Class,drill-0.4.0,drill-0.7.0,drill-0.8.0,drill-0.9.0,drill-1.0.0,drill-1.1.0,drill-1.2.0,drill-1.3.0,drill-1.4.0,drill-1.5.0,drill-1.6.0,drill-1.7.0,drill-1.8.0,drill-1.9.0,drill1.10.0,drill-1.11.0,drill-1.12.0,drill-1.13.0,drill-1.14.0,drill-1.15.0,drill-1.16.0,drill-1.17.0,drill-1.18.0,drill-1.19.0,drill-1.20.0,,average
exec/java-exec/src/test/java/org/apache/drill/exec/physical/impl/limit/TestSimpleLimit.java,39,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,38,0,0,0,0,0,0,0,,4.32
exec/java-exec/src/main/java/org/apache/drill/exec/util/ImpersonationUtil.java,0,0,0,0,5,0,40,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8.2
exec/java-exec/src/main/java/org/apache/drill/exec/planner/physical/SortConvertPrule.java,57,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.32
exec/java-exec/src/test/java/org/apache/drill/exec/physical/impl/scan/TestFileMetadataProjection.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,0.48
common/src/main/java/org/apache/drill/common/HistoricalLog.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,0.48
exec/java-exec/src/main/java/org/apache/drill/exec/store/parquet/columnreaders/ParquetFixedWidthDictionaryReaders.java,0,0,114,0,18,0,0,10,0,0,0,0,18,0,72,0,0,2,27,0,0,72,0,0,103,,17.44
exec/java-exec/src/main/java/org/apache/drill/exec/store/parquet2/DrillParquetGroupConverter.java,439,82,2,19,21,0,0,22,0,0,0,0,0,81,2,0,0,18,43,4,0,0,0,27,104,,34.56
common/src/test/java/org/apache/drill/test/UserExceptionMatcher.java,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.84
exec/java-exec/src/main/resources/rest/confirmationModals.ftl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,,2.16
exec/java-exec/src/test/java/org/apache/drill/exec/coord/zk/TestZookeeperClient.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,,1.2
exec/java-exec/src/main/java/org/apache/drill/exec/expr/fn/impl/conv/DateEpochBEConvertTo.java,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.2
exec/java-exec/src/test/java/org/apache/drill/exec/store/store/TestAssignment.java,0,0,0,100,0,0,0,0,0,0,0,2,0,0,58,0,0,0,0,0,0,0,0,0,0,,6.4
exec/vector/src/main/java/org/apache/drill/exec/vector/accessor/convert/AbstractWriteConverter.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,0.2
common/src/main/java/org/apache/drill/common/expression/fn/CastFunctions.java,14,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.16
exec/java-exec/src/test/java/org/apache/drill/exec/physical/impl/TestHiveUDFs.java,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.56
exec/java-exec/src/test/resources/physical_test1.json,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.56
exec/jdbc-all/src/test/resources/logback.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,,2.16
exec/java-exec/src/main/java/org/apache/drill/exec/util/DecimalUtility.java,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.32
exec/java-exec/src/main/java/org/apache/drill/exec/planner/physical/LateralJoinPrel.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,0.2
exec/java-exec/src/test/java/org/apache/drill/exec/physical/impl/svremover/TestSVRemoverIterOutcome.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,,11.32
exec/java-exec/src/main/java/org/apache/drill/exec/planner/sql/parser/SqlSchema.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0.16
exec/java-exec/src/test/java/org/apache/drill/exec/store/sys/TestPStoreProviders.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,,4.84
exec/java-exec/src/test/resources/store/text/data/t.json,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.4
exec/java-exec/src/test/resources/join/join-right-drill-3032.json,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.12
exec/java-exec/src/main/java/org/apache/drill/exec/planner/physical/SinglePrel.java,54,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.56
exec/java-exec/src/main/java/org/apache/drill/exec/store/sys/BasePersistentStore.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,0.32
exec/java-exec/src/test/java/org/apache/drill/exec/store/json/JsonRecordReader2Test.java,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.52
exec/java-exec/src/test/resources/filter/test1.json,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.64
exec/java-exec/src/main/codegen/templates/DateIntervalFunctionTemplates/TimestampDiffFunction.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,3.84
exec/java-exec/src/main/java/org/apache/drill/exec/planner/sql/parser/SqlMetastoreAnalyzeTable.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0.12
exec/java-exec/src/test/resources/remover/test1.json,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.64
exec/java-exec/src/main/java/org/apache/drill/exec/planner/physical/StreamAggPrel.java,140,0,0,43,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,,7.72
exec/java-exec/src/main/java/org/apache/drill/exec/vector/allocator/VariableEstimatedVector.java,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.68
exec/java-exec/src/test/resources/parquet/parquet_scan_screen_read_entry_replace.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,0.12
common/src/main/java/org/apache/drill/common/expression/visitors/ConstantChecker.java,80,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.96
contrib/format-excel/src/main/java/org/apache/drill/exec/store/excel/ExcelFormatConfig.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,,3.04
exec/java-exec/src/main/java/org/apache/drill/exec/work/batch/BatchCollector.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.16
exec/java-exec/src/test/java/org/apache/drill/TestProjectWithFunctions.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,123,0,0,0,0,,7.08
contrib/storage-hbase/src/main/java/org/apache/drill/exec/store/hbase/config/HBasePersistentStore.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,,0.64
exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/xsort/managed/MergeSortWrapper.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.04
exec/java-exec/src/main/java/org/apache/drill/exec/expr/fn/impl/XXHash.java,0,186,13,0,0,0,0,0,23,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,,12.08
exec/java-exec/src/main/java/org/apache/drill/exec/testing/PauseInjection.java,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.28
exec/java-exec/src/main/java/org/apache/drill/exec/expr/fn/impl/conv/DoubleBEConvertFrom.java,0,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
exec/java-exec/src/main/java/org/apache/drill/exec/cache/SerializationDefinition.java,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.44
exec/java-exec/src/main/java/org/apache/drill/exec/store/easy/json/reader/BaseJsonProcessor.java,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.04
exec/java-exec/src/main/java/org/apache/drill/exec/testing/SimulatedExceptions.java,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.56
exec/java-exec/src/main/java/org/apache/drill/exec/planner/logical/DrillImplementor.java,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.12
protocol/src/main/java/org/apache/drill/exec/proto/beans/NamePart.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,,9.48
contrib/storage-mongo/src/main/java/org/apache/drill/exec/store/mongo/schema/MongoSchemaFactory.java,0,189,15,43,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,,12.96
exec/java-exec/src/test/resources/window/4657.tsv,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.4
exec/java-exec/src/main/java/org/apache/drill/exec/planner/logical/DrillViewTable.java,11,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.64
exec/java-exec/src/test/resources/parquet/parquet_scan_screen.json,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,,3.04
exec/java-exec/src/main/java/org/apache/drill/exec/compile/TemplateClassDefinition.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.08
exec/java-exec/src/main/java/org/apache/drill/exec/planner/logical/DrillWindowRule.java,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.96
exec/java-exec/src/main/codegen/templates/VariableLengthVectors.java,132,27,97,38,58,48,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20.08
contrib/storage-hive/core/src/test/java/org/apache/drill/exec/impersonation/hive/TestStorageBasedHiveAuthorization.java,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.32
exec/java-exec/src/test/resources/limit/test4.json,49,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.52
exec/java-exec/src/main/java/org/apache/drill/exec/expr/fn/registry/FunctionRegistryHolder.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,55,0,0,0,0,0,,3.28
contrib/storage-druid/src/test/resources/druid/environment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,,2.08
exec/jdbc/src/test/java/org/apache/drill/jdbc/test/TestInformationSchemaColumns.java,0,0,0,0,0,2682,203,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,115.64
exec/java-exec/src/main/java/org/apache/drill/exec/expr/DirectExpression.java,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.64
exec/java-exec/src/test/java/org/apache/drill/exec/TestWindowFunctions.java,0,0,0,0,0,415,318,19,0,0,0,6,59,0,0,0,26,0,0,0,0,0,0,0,0,,33.72
exec/java-exec/src/main/java/org/apache/drill/exec/store/parquet/columnreaders/VarLengthColumn.java,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.4
contrib/native/client/src/protobuf/ExecutionProtos.pb.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,,8.76
exec/java-exec/src/main/java/org/apache/drill/exec/planner/physical/DrillScanPrel.java,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.04
exec/vector/src/main/java/org/apache/drill/exec/vector/complex/ListVector.java,0,0,0,0,0,0,0,0,0,6,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,0.68
exec/rpc/pom.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,,0.44
exec/java-exec/src/main/resources/rest/storage/list.ftl,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,,6.96
exec/java-exec/src/test/resources/functions/test_covariance.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,,2.44
exec/java-exec/src/main/java/org/apache/drill/exec/expr/fn/impl/conv/JsonConvertTo.java,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,1.16
exec/java-exec/src/main/java/org/apache/drill/exec/coord/store/TransientStoreListener.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0.08
exec/vector/src/main/java/org/apache/drill/exec/vector/complex/impl/RepeatedListReaderImpl.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,,0.96
exec/java-exec/src/test/java/org/apache/drill/exec/fn/impl/TestDateFunctions.java,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,226,0,0,3,0,0,0,0,17,,10.36
exec/java-exec/src/test/resources/mergerecv/multiple_providers_empty_batches.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,,2.68
exec/java-exec/src/main/java/org/apache/drill/exec/expr/fn/impl/BooleanAggrFunctions.java,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.36
contrib/native/client/src/protobuf/GeneralRPC.pb.cc,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,,28.64
exec/java-exec/src/test/java/org/apache/drill/vector/TestFillEmpties.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0.2
common/src/main/java/org/apache/drill/common/util/DrillFileUtils.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,,0.6
exec/java-exec/src/main/java/org/apache/drill/exec/expr/BatchReference.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,,3.12
exec/java-exec/src/main/java/org/apache/drill/exec/planner/logical/RowKeyJoinRel.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,,3.08
exec/java-exec/src/main/java/org/apache/drill/exec/physical/base/AbstractSubScan.java,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.76
exec/java-exec/src/main/codegen/templates/DateIntervalFunctionTemplates/Extract.java,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.4
exec/java-exec/src/main/java/org/apache/drill/exec/store/ResourceInputStream.java,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,,1.12
exec/java-exec/src/main/java/org/apache/drill/exec/vector/complex/VectorWithOrdinal.java,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.2
exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/sort/SortBatchCreator.java,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,0.44
exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/join/BatchSizePredictorImpl.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,,6.6
exec/java-exec/src/test/resources/multilevel/json/1994/Q1/orders_94_q1.json,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.04
exec/java-exec/src/main/sh/drill-config.sh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0.08
common/src/main/java/org/apache/drill/version/Generator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,,7.2
exec/java-exec/src/main/java/org/apache/drill/exec/expr/fn/impl/Hash64Functions.java,0,0,0,0,0,0,0,0,2,0,0,60,0,0,0,0,0,0,38,0,0,0,0,0,0,,4
exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/scan/framework/ShimBatchReader.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,0.12
exec/java-exec/src/main/java/org/apache/drill/exec/ops/ContextInformation.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,,0.76
exec/java-exec/src/test/resources/window/q2.sql,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.48
exec/java-exec/src/test/java/org/apache/drill/exec/impersonation/TestInboundImpersonationPrivileges.java,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,,0.24
protocol/src/main/protobuf/User.proto,11,0,0,0,1,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,0,,1.88
exec/java-exec/src/main/java/org/apache/drill/exec/planner/fragment/contrib/SplittingParallelizer.java,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,0.32
exec/java-exec/src/test/java/org/apache/drill/exec/store/TestImplicitFileColumns.java,0,0,0,0,0,0,0,0,0,0,0,17,43,0,0,0,69,0,0,0,0,0,0,0,0,,5.16
logical/src/main/antlr3/org/apache/drill/common/expression/parser/ExprLexer.g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.04
exec/java-exec/src/main/java/org/apache/drill/exec/resolver/TypeCastRules.java,492,10,25,28,0,12,3,0,0,0,0,2,2,0,0,0,0,0,50,0,0,0,28,0,0,,26.08
exec/java-exec/src/main/java/org/apache/drill/exec/expr/fn/impl/DateUtility.java,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49.64
exec/java-exec/src/test/resources/queries/tpch/11_1.sql,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.24
exec/vector/src/main/java/org/apache/drill/exec/util/DecimalUtility.java,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,95,0,0,0,0,0,6,,4.12
exec/java-exec/src/main/java/org/apache/drill/exec/store/image/ImageFormatPlugin.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,,0.24
exec/java-exec/src/main/java/org/apache/drill/exec/planner/sql/parser/DrillCompoundIdentifier.java,144,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.24
contrib/storage-mongo/src/test/java/org/apache/drill/exec/store/mongo/TestMongoLimitPushDown.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,0.36
exec/java-exec/src/test/java/org/apache/drill/exec/physical/impl/sort/TestSimpleSort.java,4,0,0,0,0,76,0,0,0,0,0,0,22,0,0,0,0,32,0,0,0,0,0,0,0,,5.36
exec/java-exec/src/test/java/org/apache/drill/exec/store/parquet/ParquetRecordReaderTest.java,112,105,5,4,5,216,8,20,0,15,5,0,0,67,0,0,0,21,0,5,0,0,0,0,0,,23.52
exec/java-exec/src/test/java/org/apache/drill/exec/physical/impl/validate/TestBatchValidator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,0.16
exec/vector/src/main/codegen/templates/VariableLengthVectors.java,0,0,0,0,0,0,0,0,0,17,0,0,0,0,19,7,2,6,94,0,0,190,0,0,0,,13.4
exec/java-exec/src/main/java/parquet/hadoop/ColumnChunkPageWriteStoreExposer.java,39,0,0,0,14,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.12
exec/java-exec/src/main/java/org/apache/drill/exec/expr/fn/impl/conv/TimeEpochConvertTo.java,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.2
exec/java-exec/src/main/java/org/apache/drill/exec/store/PluginBootstrapLoaderImpl.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0.16
exec/java-exec/src/test/resources/join/empty_part/part/0_0_0.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,,1.64
exec/java-exec/src/test/resources/join/hj_left_outer_multi_batch.json,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.16
common/src/main/antlr3/org/apache/drill/common/expression/parser/ExprLexer.g,43,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.92
exec/java-exec/src/test/java/org/apache/drill/exec/HyperVectorValueIterator.java,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.08
exec/java-exec/src/main/java/org/apache/drill/exec/server/rest/WebServer.java,0,0,0,0,0,0,0,0,0,30,55,0,0,0,0,0,125,0,0,5,84,37,6,3,0,,13.8
exec/java-exec/src/main/java/org/apache/drill/exec/physical/config/UnionAll.java,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.04
exec/java-exec/src/test/resources/store/parquet/complex/baseline7.json,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.28
exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/spill/SpillSet.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,29,0,0,0,0,7,0,0,0,,3.52
exec/java-exec/src/main/java/org/apache/drill/exec/rpc/InboundRpcMessage.java,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.84
exec/java-exec/src/test/java/org/apache/drill/exec/fn/impl/TestAggregateFunctions.java,0,0,188,33,71,0,38,0,0,0,98,99,39,0,72,0,0,0,80,0,0,321,15,0,14,,42.72
contrib/storage-druid/src/main/java/org/apache/drill/exec/store/druid/DruidStoragePluginConfig.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.04
exec/java-exec/src/test/resources/decimal/cast_decimal_float.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,67,0,0,0,,4.48
contrib/storage-hive/core/src/main/java/org/apache/drill/exec/expr/fn/HiveFunctionRegistry.java,0,39,0,0,0,0,0,0,0,0,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,,2.92
exec/java-exec/src/test/resources/multilevel/csv/1995/Q2/orders_95_q2.csv,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.4
exec/java-exec/src/test/resources/complex/json/multiple/j1.json,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.72
exec/java-exec/src/main/java/org/apache/drill/exec/compile/bytecode/ScalarReplacementNode.java,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0.48
protocol/src/main/java/org/apache/drill/exec/proto/beans/Ack.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,,6.52
logical/src/main/java/org/apache/drill/common/expression/fn/FuncHolder.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,,1.04
exec/java-exec/src/test/java/org/apache/drill/exec/store/httpd/TestHttpdLogFormatPlugin.java,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,,3.88
exec/vector/src/main/java/org/apache/drill/exec/expr/holders/RepeatedDictHolder.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,0.12
exec/java-exec/src/test/java/org/apache/drill/exec/expr/fn/FunctionInitializerTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,,4.96
protocol/src/main/java/org/apache/drill/exec/proto/beans/QueryProfile.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,22,0,0,666,0,0,0,,29.28
exec/rpc/src/main/java/org/apache/drill/exec/rpc/RemoteConnection.java,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.44
exec/jdbc/src/main/java/org/apache/drill/jdbc/DrillConnectionImpl.java,0,32,41,168,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13.64
exec/java-exec/src/main/java/org/apache/drill/exec/planner/physical/ScanPrule.java,78,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,3.44
exec/jdbc/src/main/java/org/apache/drill/jdbc/DrillAccessorList.java,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.52
exec/java-exec/src/main/java/org/apache/drill/exec/expr/EvaluationVisitor.java,496,36,18,26,0,0,0,0,0,0,0,0,0,2,0,50,0,0,0,2,35,424,466,0,0,,62.2
exec/java-exec/src/main/java/org/apache/drill/exec/server/rest/profile/TableBuilder.java,0,0,0,77,28,0,0,0,0,0,0,0,0,0,36,0,54,0,0,0,0,0,0,0,0,,7.8
exec/java-exec/src/main/java/org/apache/drill/exec/expr/fn/output/DecimalReturnTypeInference.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,2,0,9,0,0,0,,15.2
contrib/format-maprdb/src/main/java/org/apache/drill/exec/store/maprdb/MapRDBScanBatchCreator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,0.36
exec/java-exec/src/main/java/org/apache/drill/exec/work/ErrorHelper.java,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9.04
exec/java-exec/src/main/codegen/templates/DateIntervalFunctionTemplates/IntervalNumericArithmetic.java,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.24
exec/java-exec/src/main/java/org/apache/drill/exec/store/pojo/PojoWriter.java,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,,1.6
exec/java-exec/src/test/resources/parquet/null_test_data.json,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.36
