Class,cassandra-0.4.0-final,cassandra-0.5.0,cassandra-0.6.0,cassandra-0.7.0,cassandra-0.8.0,cassandra-1.0.0,cassandra-1.1.0,cassandra-1.2.0,cassandra-2.0.0,cassandra-2.1.0,cassandra-2.2.0,cassandra-3.0.0,cassandra-3.1,cassandra-3.2,cassandra-3.3,cassandra-3.4,cassandra-3.5,cassandra-3.6,cassandra-3.7,cassandra-3.8,cassandra-4.0.0,cassandra-4.0.5,,average
test/unit/org/apache/cassandra/service/InitClientTest.java,0,0,0,37,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.863636364
src/java/org/apache/cassandra/io/util/CompressedSegmentedFile.java,0,0,0,0,0,4,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.863636364
src/java/org/apache/cassandra/tools/nodetool/Status.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,,8.863636364
src/java/org/apache/cassandra/db/index/SecondaryIndexManager.java,0,0,0,0,0,0,116,0,173,31,0,0,0,0,0,0,0,0,0,0,0,0,,14.54545455
src/java/org/apache/cassandra/service/StorageServiceMBean.java,185,74,0,29,8,14,28,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,16.63636364
src/java/org/apache/cassandra/streaming/StreamSession.java,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,2,0,,3.045454545
test/unit/org/apache/cassandra/schema/MockSchema.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0.045454545
interface/gen-java/org/apache/cassandra/service/SliceRange.java,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.136363636
test/microbench/org/apache/cassandra/test/microbench/OutputStreamBench.java,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,,19.22727273
drivers/py/cqlsh,0,0,0,0,77,334,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22.18181818
test/unit/org/apache/cassandra/locator/DatacenterShardStrategyTest.java,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.045454545
test/unit/org/apache/cassandra/db/commitlog/CommitlogShutdownTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,,4.454545455
test/data/legacy-sstables/hb/Keyspace1/Indexed1-hb-1-Digest.sha1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.045454545
src/java/org/apache/cassandra/tools/nodetool/Ring.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,,10.36363636
bin/cassandra-cli.bat,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.090909091
test/unit/org/apache/cassandra/scheduler/RoundRobinSchedulerTest.java,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.363636364
examples/client_only/src/ClientOnlyExample.java,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,,17.81818182
interface/thrift/gen-java/org/apache/cassandra/thrift/EndpointDetails.java,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9.090909091
test/system/test_avro_meta.py,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.090909091
interface/thrift/gen-java/org/apache/cassandra/thrift/KeyCount.java,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.818181818
contrib/client_only/ClientOnlyExample.java,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.409090909
src/java/org/apache/cassandra/utils/IntervalTree/IntervalTree.java,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.818181818
src/java/org/apache/cassandra/net/io/ContentState.java,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.636363636
src/java/org/apache/cassandra/io/sstable/SSTableBoundedScanner.java,0,0,0,0,100,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.136363636
test/unit/org/apache/cassandra/thrift/ThriftValidationTest.java,0,0,0,0,4,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.818181818
src/java/org/apache/cassandra/db/migration/UpdateKeyspace.java,0,0,0,16,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.363636364
test/unit/org/apache/cassandra/db/RowCacheTest.java,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,144,0,,7.5
test/unit/org/apache/cassandra/io/sstable/SSTableWriterTest.java,0,0,0,20,1,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.5
src/java/org/apache/cassandra/utils/LegacyBloomFilter.java,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.727272727
src/java/org/apache/cassandra/db/RangeTombstoneList.java,0,0,0,0,0,0,0,0,0,68,39,32,0,1,0,0,0,0,0,0,0,0,,6.363636364
lib/licenses/snakeyaml-1.6.txt,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18.36363636
test/unit/org/apache/cassandra/db/commitlog/CommitLogTest.java,0,0,0,0,0,0,0,0,0,0,0,1113,0,0,0,0,0,0,0,0,0,0,,50.59090909
src/java/org/apache/cassandra/db/transform/Filter.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,0.363636364
src/java/org/apache/cassandra/serializers/CollectionSerializer.java,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,,0.5
lib/licenses/jamm-0.3.0.txt,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,,9.181818182
src/java/org/apache/cassandra/db/filter/NamesQueryFilter.java,86,2,0,0,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
src/java/org/apache/cassandra/streaming/IStreamComplete.java,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.545454545
src/java/org/apache/cassandra/net/IMessageCallback.java,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.227272727
src/java/org/apache/cassandra/net/CacheingMessageProducer.java,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.227272727
drivers/java/src/org/apache/cassandra/cql/jdbc/ColumnDecoder.java,0,0,0,0,67,142,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12.54545455
src/java/org/apache/cassandra/hadoop/ColumnFamilySplit.java,0,0,36,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.363636364
src/java/org/apache/cassandra/dht/IPartitioner.java,96,4,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.045454545
test/unit/org/apache/cassandra/locator/TokenMetadataTest.java,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.5
test/data/legacy-sstables/ic/Keyspace1/Keyspace1-Standard1-ic-0-TOC.txt,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.318181818
src/java/org/apache/cassandra/locator/AbstractStrategy.java,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11.09090909
src/java/org/apache/cassandra/net/async/NettyFactory.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,0.181818182
src/java/org/apache/cassandra/db/RowMutationVerbHandler.java,192,3,1,14,10,0,54,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,13.04545455
test/unit/org/apache/cassandra/cql3/ViewTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,19,,43.95454545
src/java/org/apache/cassandra/utils/SlidingTimeRate.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0.136363636
drivers/java/src/org/apache/cassandra/cql/jdbc/CassandraDataSource.java,0,0,0,0,0,168,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8.045454545
src/java/org/apache/cassandra/metrics/ConnectionMetrics.java,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.181818182
src/java/org/apache/cassandra/config/ReplacesList.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,,1.545454545
bin/nodetool,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,,0.227272727
src/java/org/apache/cassandra/schema/TableMetadata.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0.045454545
test/distributed/org/apache/cassandra/MutationTest.java,0,0,0,0,554,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33.81818182
bin/daemon/NOTICE.txt,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.454545455
drivers/java/src/org/apache/cassandra/cql/jdbc/AbstractResultSet.java,0,0,0,0,0,636,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29.36363636
src/java/org/apache/cassandra/io/util/ThrottledReader.java,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0.090909091
src/java/org/apache/cassandra/service/paxos/ProposeCallback.java,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,0.227272727
src/java/org/apache/cassandra/db/migration/UpdateColumnFamily.java,0,0,0,87,192,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12.95454545
src/java/org/apache/cassandra/transport/messages/PrepareMessage.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0.090909091
src/java/org/apache/cassandra/locator/IReplicaPlacementStrategy.java,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4
interface/gen-java/org/apache/cassandra/service/ColumnOrSuperColumn.java,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.090909091
contrib/stress/src/org/apache/cassandra/contrib/stress/Session.java,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19.22727273
src/java/org/apache/cassandra/db/CalloutDeployVerbHandler.java,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.454545455
src/java/org/apache/cassandra/cql3/statements/AlterTableStatement.java,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,,5.227272727
src/java/org/apache/cassandra/db/commitlog/CommitLogDescriptor.java,0,0,0,0,0,0,0,0,18,64,0,0,0,0,0,0,0,0,0,0,0,0,,3.727272727
src/java/org/apache/cassandra/cql3/statements/DeleteStatement.java,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.409090909
test/distributed/org/apache/cassandra/distributed/api/Row.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,,5.409090909
src/java/org/apache/cassandra/streaming/StreamFinishedVerbHandler.java,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.318181818
src/java/org/apache/cassandra/db/RangeTombstone.java,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,0.272727273
src/java/org/apache/cassandra/db/rows/BTreeRow.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,,0.636363636
src/java/org/apache/cassandra/gms/TokenSerializer.java,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,0.363636364
tools/stress/src/org/apache/cassandra/stress/operations/CounterGetter.java,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.090909091
src/java/org/apache/cassandra/db/columniterator/SimpleSliceReader.java,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.227272727
src/java/org/apache/cassandra/utils/BloomCalculations.java,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12
src/java/org/apache/cassandra/gms/PureRandom.java,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.545454545
src/java/org/apache/cassandra/cql3/UpdateParameters.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0.090909091
src/java/org/apache/cassandra/db/ColumnFamilyStore.java,3808,691,145,819,871,425,555,153,383,8,5,12,0,10,0,0,0,0,0,4,383,0,,376
test/microbench/org/apache/cassandra/test/microbench/instance/ReadTestSmallPartitions.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,,2.727272727
src/java/org/apache/cassandra/service/IReadCommand.java,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.272727273
src/java/org/apache/cassandra/db/MutableDeletionInfo.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0.136363636
contrib/word_count/cassandra.yaml,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9.045454545
.circleci/config-2_1.yml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,0.454545455
src/java/org/apache/cassandra/thrift/ITransportFactory.java,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.136363636
test/unit/org/apache/cassandra/db/compaction/PendingRepairManagerTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,,1
test/unit/org/apache/cassandra/utils/KeyGenerator.java,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.181818182
src/java/org/apache/cassandra/db/compaction/AbstractCompactionStrategy.java,0,0,0,0,0,39,5,35,33,7,0,2,0,0,0,0,0,0,0,0,0,0,,5.5
doc/modules/cassandra/pages/operating/compaction/stcs.adoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0.181818182
lib/licenses/yamlbeans-1.04.txt,0,0,0,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,62.5
src/java/org/apache/cassandra/streaming/StreamReply.java,0,0,0,0,2,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.636363636
src/java/org/apache/cassandra/db/commitlog/BatchCommitLogExecutorService.java,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.318181818
src/java/org/apache/cassandra/streaming/OperationType.java,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.272727273
src/java/org/apache/cassandra/streaming/StreamReplyVerbHandler.java,0,0,0,0,5,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.772727273
test/unit/org/apache/cassandra/service/PBSPredictorTest.java,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.181818182
src/java/org/apache/cassandra/io/FastBufferedInputStream.java,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44.18181818
src/java/org/apache/cassandra/cache/FreeableMemory.java,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.409090909
src/java/org/apache/cassandra/hadoop/cql3/CqlPagingRecordReader.java,0,0,0,0,0,0,0,0,87,14,0,0,0,0,0,0,0,0,0,0,0,0,,4.590909091
test/unit/org/apache/cassandra/service/RowResolverTest.java,0,0,0,0,96,116,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,10.77272727
doc/source/operating/topo_changes.rst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,0.863636364
pylib/cqlshlib/helptopics.py,0,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40.86363636
test/unit/org/apache/cassandra/ServerTestUtils.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,0.227272727
test/conf/unit-test-conf/test-native-port.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,,2.772727273
src/java/org/apache/cassandra/db/commitlog/ReplayPosition.java,0,0,0,0,115,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10.45454545
src/java/org/apache/cassandra/hadoop/BulkRecordWriter.java,0,0,0,0,0,0,129,15,13,38,0,0,0,0,0,0,0,0,0,0,0,0,,8.863636364
src/java/org/apache/cassandra/tools/KeyChecker.java,202,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13.77272727
src/java/org/apache/cassandra/db/lifecycle/TransactionLogs.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0.090909091
test/unit/org/apache/cassandra/cql3/ViewRangesTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,,8.954545455
src/java/org/apache/cassandra/db/AbstractReadCommandBuilder.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,0.318181818
test/distributed/org/apache/cassandra/distributed/upgrade/CompactStorageUpgradeTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,0.318181818
src/java/org/apache/cassandra/io/DataOutputBuffer.java,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9.818181818
src/java/org/apache/cassandra/gms/GossipDigestSynMessage.java,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16.72727273
src/java/org/apache/cassandra/hadoop/cql3/CqlInputFormat.java,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,,0.863636364
src/java/org/apache/cassandra/cache/IMeasurableMemory.java,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.272727273
src/java/org/apache/cassandra/net/LocalBufferPoolAllocator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0.136363636
src/java/org/apache/cassandra/hadoop/ConfigHelper.java,0,0,18,26,0,0,91,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,,9.5
build.xml,608,0,0,59,48,132,22,11,97,20,0,0,0,0,0,0,0,0,0,0,119,6,,51
src/java/org/apache/cassandra/io/StreamRequestMessage.java,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.090909091
src/java/org/apache/cassandra/io/util/SegmentedFile.java,0,0,0,9,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.090909091
src/java/org/apache/cassandra/service/RowDigestResolver.java,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.681818182
test/unit/org/apache/cassandra/db/compaction/CompactionsTest.java,0,0,0,0,0,0,123,78,122,142,0,0,0,0,0,0,0,0,0,0,3,0,,21.27272727
src/java/org/apache/cassandra/utils/ReducingIterator.java,0,20,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.227272727
src/java/org/apache/cassandra/dht/OrderPreservingPartitioner.java,258,126,0,0,16,10,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,19.40909091
test/resources/SimpleCF.json,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.454545455
examples/triggers/README.txt,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.090909091
src/java/org/apache/cassandra/utils/LogUtil.java,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10.81818182
src/java/org/apache/cassandra/cql3/statements/CreateTriggerStatement.java,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,,3
test/distributed/org/apache/cassandra/distributed/upgrade/CompactStorage3to4UpgradeTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,,7.272727273
src/java/org/apache/cassandra/locator/AbstractNetworkTopologySnitch.java,0,0,0,0,0,0,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.136363636
src/java/org/apache/cassandra/db/DefsTables.java,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0.090909091
drivers/txpy/txcql/cassandra/ttypes.py,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
src/java/org/apache/cassandra/service/pager/PagingState.java,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,0.136363636
examples/hadoop_word_count/src/WordCountSetup.java,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.909090909
src/java/org/apache/cassandra/service/MultiQuorumResponseHandler.java,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22.90909091
src/java/org/apache/cassandra/utils/DefaultDouble.java,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.272727273
src/java/org/apache/cassandra/io/SSTable.java,960,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44.68181818
test/unit/org/apache/cassandra/cql3/validation/operations/AlterTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0.045454545
src/java/org/apache/cassandra/db/RangeCommand.java,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.954545455
tools/bin/sstablemetadata.bat,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.181818182
src/java/org/apache/cassandra/cql3/CQLStatement.java,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.227272727
conf/jvm11-server.options,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,0.318181818
tools/fqltool/test/unit/org/apache/cassandra/fqltool/FQLCompareTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,0.181818182
test/microbench/org/apache/cassandra/test/microbench/instance/ReadTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,,10.59090909
src/java/org/apache/cassandra/index/sasi/memory/SkipListMemIndex.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0.045454545
test/distributed/org/apache/cassandra/distributed/test/NodeToolTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,0.272727273
.build/build-rat.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,,0.863636364
tools/stress/build.xml,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.727272727
src/java/org/apache/cassandra/db/ColumnIterator.java,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.045454545
src/java/org/apache/cassandra/auth/Auth.java,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.590909091
src/java/org/apache/cassandra/db/DataTracker.java,0,0,0,0,48,50,94,0,13,37,8,0,0,0,0,0,0,12,0,0,0,0,,11.90909091
src/java/org/apache/cassandra/db/NativeCounterCell.java,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,0.227272727
test/resources/SimpleCF.oldformat.json,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.363636364
src/java/org/apache/cassandra/db/Columns.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,0.454545455
test/distributed/org/apache/cassandra/distributed/impl/Coordinator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0.090909091
src/java/org/apache/cassandra/service/WriteResponseResolver.java,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
src/java/org/apache/cassandra/db/compaction/AbstractCompactionTask.java,0,0,0,0,0,30,7,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.227272727
src/java/org/apache/cassandra/db/CompactionManager.java,0,20,53,623,578,72,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,64.18181818
src/java/org/apache/cassandra/db/EmptyColumns.java,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.454545455
src/java/org/apache/cassandra/tools/TokenUpdateVerbHandler.java,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8.909090909
src/java/org/apache/cassandra/hadoop/ColumnFamilyRecordReader.java,0,0,24,29,0,8,313,99,98,78,0,0,0,0,0,0,0,0,0,0,0,0,,29.5
drivers/java/src/org/apache/cassandra/cql/jdbc/CassandraConnection.java,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20.86363636
src/java/org/apache/cassandra/utils/memory/MemtablePool.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,,1.590909091
src/java/org/apache/cassandra/db/DataFileVerbHandler.java,126,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.818181818
drivers/txpy/txcql/connection_pool.py,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8.090909091
src/java/org/apache/cassandra/io/util/FileDataInput.java,0,0,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.818181818
src/java/org/apache/cassandra/security/streaming/SSLFileStreamTask.java,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.090909091
src/java/org/apache/cassandra/net/sink/IMessageSink.java,60,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.818181818
test/long/org/apache/cassandra/db/compaction/LongCompactionsTest.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0.090909091
test/unit/org/apache/cassandra/db/NameSortTest.java,15,0,0,66,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.227272727
src/java/org/apache/cassandra/tools/StandaloneUpgrader.java,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
conf/logback.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,,1.045454545
contrib/py_stress/README.txt,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.136363636
src/java/org/apache/cassandra/cli/Cli.g,0,0,0,20,139,0,42,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9.909090909
src/java/org/apache/cassandra/db/DeletionTime.java,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,,0.454545455
src/java/org/apache/cassandra/utils/Cachetable.java,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19.81818182
