Class,releases/lucene/1.2,releases/lucene/1.3,releases/lucene/1.4,releases/lucene/1.9,releases/lucene/2.0.0,releases/lucene/2.1.0,releases/lucene/2.2.0,releases/lucene/2.3.0,releases/lucene/2.4.0,releases/lucene/2.9.0,releases/lucene/3.0.0,releases/lucene/9.0.0,releases/lucene/9.1.0,releases/lucene/9.2.0,releases/lucene/9.3.0,average
lucene/benchmark/src/test/org/apache/lucene/benchmark/byTask/tasks/alt/AltPackageTaskTest.java,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0.466666667
contrib/miscellaneous/src/java/org/apache/lucene/queryParser/precedence/CharStream.java,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,7.333333333
lucene/core/src/java/org/apache/lucene/index/SegmentWriteState.java,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1.866666667
lucene/spatial3d/src/java/org/apache/lucene/geo3d/GeoRectangle.java,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,4.866666667
solr/solrj/src/java/org/apache/solr/common/params/TermVectorParams.java,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.333333333
lucene/core/src/java/org/apache/lucene/search/spans/SpanMultiTermQueryWrapper.java,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,3.6
lucene/core/src/test/org/apache/lucene/util/TestAttributeSource.java,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,2.6
lucene/facet/src/java/org/apache/lucene/facet/range/LongRangeFacetCounts.java,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1.8
lucene/core/src/java/org/apache/lucene/util/DocIdBitSet.java,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.4
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/parser/StandardSyntaxParser.java,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,9.133333333
lucene/queryparser/src/java/org/apache/lucene/queryparser/flexible/core/builders/QueryTreeBuilder.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.133333333
lucene/facet/src/java/org/apache/lucene/facet/taxonomy/writercache/LruTaxonomyWriterCache.java,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.333333333
lucene/demo/src/java/org/apache/lucene/demo/facet/RangeFacetsExample.java,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,2.066666667
lucene/test-framework/src/java/org/apache/lucene/index/PerThreadPKLookup.java,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1.266666667
solr/core/src/java/org/apache/solr/search/facet/FacetFieldMerger.java,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.2
solr/core/src/java/org/apache/solr/schema/TextField.java,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,7.133333333
lucene/src/test/org/apache/lucene/index/TestOmitTf.java,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1.666666667
lucene/src/test/org/apache/lucene/search/TestBooleanQuery.java,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,13.13333333
lucene/analysis/common/src/java/org/tartarus/snowball/ext/SwedishStemmer.java,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.266666667
modules/queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/NumericRangeQueryNodeBuilder.java,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.4
lucene/contrib/highlighter/src/test/org/apache/lucene/search/vectorhighlight/SimpleFragListBuilderTest.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.133333333
lucene/suggest/src/java/org/apache/lucene/search/suggest/document/CompletionQuery.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.133333333
solr/src/test/org/apache/solr/request/TestBinaryResponseWriter.java,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.2
lucene/src/test/org/apache/lucene/index/TestAtomicUpdate.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.133333333
lucene/facet/src/java/org/apache/lucene/facet/sampling/SamplingParams.java,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,2.066666667
lucene/analysis/common/src/test/org/apache/lucene/analysis/compound/TestHyphenationCompoundWordTokenFilterFactory.java,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,4.333333333
solr/core/src/test/org/apache/solr/highlight/FastVectorHighlighterTest.java,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.266666667
lucene/contrib/misc/src/test/org/apache/lucene/index/TestFieldNormModifier.java,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0.8
lucene/core/src/test/org/apache/lucene/util/packed/TestPackedInts.java,0,0,0,0,0,0,0,0,0,0,0,333,2,0,0,22.33333333
lucene/core/src/java/org/apache/lucene/search/TimeLimitingCollector.java,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0.8
lucene/core/src/test/org/apache/lucene/search/TestBooleanMinShouldMatch.java,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,9.866666667
lucene/misc/src/test/org/apache/lucene/uninverting/TestLegacyFieldCache.java,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,33.86666667
lucene/core/src/java/org/apache/lucene/search/FieldCache.java,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,34.13333333
lucene/src/test/org/apache/lucene/index/TestIndexFileDeleter.java,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1.2
lucene/core/src/test/org/apache/lucene/util/TestIntsRef.java,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,3.733333333
lucene/queryparser/src/test/org/apache/lucene/queryparser/flexible/standard/TestLegacyNumericQueryParser.java,0,0,0,0,0,0,0,0,0,0,0,1070,0,0,0,71.33333333
lucene/join/src/java/org/apache/lucene/search/join/ToParentDocValues.java,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,19.73333333
solr/solrj/src/java/org/apache/solr/common/cloud/CloudState.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.133333333
lucene/core/src/test/org/apache/lucene/search/TestNot.java,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0.533333333
src/java/org/apache/lucene/search/payloads/BoostingNearQuery.java,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,8.866666667
lucene/facet/src/test/org/apache/lucene/facet/taxonomy/utils/OrdinalMappingReaderTest.java,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,16.93333333
lucene/analysis/common/src/java/org/apache/lucene/analysis/ngram/Lucene43EdgeNGramTokenizer.java,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,17.8
lucene/misc/src/test/org/apache/lucene/search/TestInetAddressRangeQueries.java,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1.2
lucene/core/src/test/org/apache/lucene/codecs/appending/TestAppendingCodec.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.133333333
lucene/core/src/test/org/apache/lucene/index/TestIndexWriterOutOfMemory.java,0,0,0,0,0,0,0,0,0,0,0,692,0,0,0,46.13333333
lucene/core/src/java/org/apache/lucene/index/FlushPolicy.java,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,2.266666667
lucene/suggest/src/java/org/apache/lucene/search/suggest/document/SuggestField.java,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,8.4
lucene/core/src/java/org/apache/lucene/util/packed/BulkOperationPacked14.java,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,29.8
lucene/core/src/test/org/apache/lucene/search/TestSearcherManager.java,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,11.06666667
src/java/org/apache/lucene/index/DocFieldProcessor.java,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.4
lucene/core/src/java/org/apache/lucene/search/spans/TermSpans.java,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,18.13333333
lucene/misc/src/test/org/apache/lucene/search/TestEarlyTerminatingSortingCollector.java,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,12.86666667
modules/analysis/common/src/java/org/apache/lucene/analysis/fi/FinnishAnalyzer.java,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1.066666667
lucene/monitor/src/test/org/apache/lucene/monitor/TestTermPresearcher.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.133333333
lucene/core/src/java/org/apache/lucene/search/similarities/AxiomaticF1EXP.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.133333333
lucene/facet/src/java/org/apache/lucene/facet/associations/AssociationsIterator.java,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1.666666667
lucene/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/ReutersContentSource.java,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1.333333333
lucene/sandbox/src/test/org/apache/lucene/document/TestLatLonPointInPolygonQuery.java,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,3.266666667
lucene/core/src/java/org/apache/lucene/geo/Circle2D.java,0,0,0,0,0,0,0,0,0,0,0,152,0,3,0,10.33333333
lucene/core/src/java/org/apache/lucene/search/DocValuesRewriteMethod.java,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,25.93333333
lucene/test-framework/src/java/org/apache/lucene/search/ShardSearchingTestBase.java,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,5.933333333
src/java/org/apache/lucene/search/TermQuery.java,0,0,0,0,0,10,0,0,0,43,0,0,0,0,0,3.533333333
solr/core/src/java/org/apache/solr/core/ConfigOverlay.java,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,14.86666667
lucene/spatial/src/test/org/apache/lucene/spatial/spatial4j/RectIntersectionTestHelper.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.133333333
modules/analysis/common/src/test/org/apache/lucene/analysis/it/TestItalianAnalyzer.java,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.266666667
solr/core/src/java/org/apache/solr/search/ReRankCollector.java,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0.8
lucene/core/src/java/org/apache/lucene/util/packed/PackedWriter.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.133333333
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/RepSumByNameRoundTask.java,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,2.666666667
lucene/spatial/src/java/org/apache/lucene/spatial/spatial4j/geo3d/GeoConvexPolygon.java,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,3.066666667
contrib/analyzers/common/src/java/org/apache/lucene/analysis/position/PositionFilter.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.066666667
lucene/queryparser/src/java/org/apache/lucene/queryparser/xml/CoreParser.java,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.666666667
solr/core/src/java/org/apache/solr/spelling/suggest/Suggester.java,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,2.666666667
lucene/spatial/src/java/org/apache/lucene/spatial/geopoint/search/GeoBoundingBox.java,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,3.533333333
lucene/analysis/common/src/test/org/apache/lucene/analysis/no/TestNorwegianLightStemFilter.java,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,2.666666667
lucene/core/src/java/org/apache/lucene/search/MultiTermQuery.java,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,9.666666667
lucene/spatial/src/java/org/apache/lucene/spatial/spatial4j/geo3d/GeoWideNorthRectangle.java,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,2.666666667
src/java/org/apache/lucene/search/BooleanQuery.java,0,0,0,0,0,61,0,0,2,47,0,5,0,0,0,7.666666667
lucene/core/src/test/org/apache/lucene/search/payloads/TestPayloadExplanations.java,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,8.733333333
solr/core/src/java/org/apache/solr/search/grouping/distributed/responseprocessor/TopGroupsShardResponseProcessor.java,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1.066666667
lucene/queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/PointRangeQueryNodeProcessor.java,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,9.866666667
lucene/core/src/java/org/apache/lucene/search/CollectionStatistics.java,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,3.4
lucene/core/src/java/org/apache/lucene/search/LRUQueryCache.java,0,0,0,0,0,0,0,0,0,0,0,874,0,0,0,58.26666667
lucene/replicator/src/java/org/apache/lucene/replicator/nrt/ReplicaNode.java,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1.4
lucene/core/src/java/org/apache/lucene/search/TopTermsRewrite.java,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,3.133333333
lucene/core/src/java/org/apache/lucene/index/ThreadAffinityDocumentsWriterThreadPool.java,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,9.466666667
src/test/org/apache/lucene/util/TestSmallFloat.java,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.266666667
