Class,karaf-2.1.0,karaf-2.2.0,karaf-2.3.0,karaf-2.4.0,karaf-3.0.0,karaf-4.0.0,karaf-4.1.0,karaf-4.2.0,karaf-4.3.0,karaf-4.3.1,karaf-4.4.0,karaf-4.4.1,average
shell/commands/src/main/java/org/apache/karaf/shell/commands/impl/LessAction.java,0,0,0,0,0,55,2,0,0,0,0,0,4.75
main/src/main/java/org/osgi/framework/AdminPermission.java,0,0,0,0,1056,0,0,0,0,0,0,0,88
main/src/test/java/org/apache/karaf/main/lock/DefaultJDBCLockTest.java,0,0,0,0,0,2,0,0,0,0,0,0,0.166666667
shell/commands/src/main/java/org/apache/karaf/shell/commands/ExecuteAction.java,0,5,0,17,0,0,0,0,0,0,0,0,1.833333333
log/core/src/main/java/org/apache/karaf/log/core/internal/LogServiceImpl.java,0,0,0,0,93,0,0,0,0,0,0,0,7.75
features/core/src/main/java/org/apache/karaf/features/internal/resolver/Slf4jResolverLog.java,0,0,0,0,0,0,49,0,0,0,0,0,4.083333333
main/src/main/java/org/osgi/framework/package-info.java,0,0,0,0,32,0,0,0,0,0,0,0,2.666666667
log/core/src/main/java/org/apache/karaf/log/core/internal/Log.java,0,0,0,0,57,0,0,0,0,0,0,0,4.75
profile/src/main/java/org/apache/karaf/profile/assembly/ArtifactInstaller.java,0,0,0,0,0,0,0,7,0,0,0,0,0.583333333
jaas/modules/src/main/java/org/apache/karaf/jaas/modules/jdbc/JDBCBackingEngine.java,0,4,10,4,10,4,0,0,0,0,0,0,2.666666667
webconsole/instance/src/main/java/org/apache/karaf/webconsole/instance/Activator.java,0,0,0,0,0,0,57,1,0,0,0,0,4.833333333
shell/core/src/test/java/org/apache/karaf/shell/impl/console/CompleterAsCompletorTest.java,0,0,0,0,0,0,60,0,0,0,0,0,5
shell/core/src/main/java/org/apache/karaf/shell/impl/console/FilesStream.java,0,0,0,0,0,0,0,156,0,0,0,0,13
jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/ExpiringMap.java,0,0,0,0,0,0,451,0,0,0,0,0,37.58333333
features/core/src/main/java/org/apache/karaf/features/internal/service/EventAdminListener.java,0,0,0,0,0,93,93,0,0,0,0,0,15.5
shell/osgi/src/main/java/org/apache/karaf/shell/osgi/ListBundles.java,0,0,2,0,2,0,0,0,0,0,0,0,0.333333333
main/src/main/java/org/osgi/service/condpermadmin/ConditionalPermissionUpdate.java,0,0,0,0,88,0,0,0,0,0,0,0,7.333333333
main/src/main/java/org/apache/karaf/main/lock/DerbyJDBCLock.java,0,0,0,0,0,2,0,0,0,0,0,0,0.166666667
webconsole/gogo/src/main/java/org/apache/karaf/webconsole/gogo/Activator.java,0,0,0,0,0,0,57,1,0,0,0,0,4.833333333
shell/console/src/main/java/org/apache/karaf/shell/console/Main.java,0,50,97,18,0,0,0,0,0,0,0,0,13.75
management/boot/src/main/java/org/apache/karaf/management/boot/KarafMBeanServerBuilder.java,0,0,0,0,16,100,0,0,0,0,0,0,9.666666667
jaas/blueprint/config/src/main/java/org/apache/karaf/jaas/blueprint/config/impl/NamespaceHandler.java,0,0,0,0,0,0,0,11,0,0,0,0,0.916666667
