Class,release-0.3.0,release-0.4.0,release-0.5.0,release-0.6.0,release-0.7.0,release-0.8.0,release-0.9.0,release-0.10.0,release-0.11.0,release-0.12.0,release-0.13.0,release-0.14.0,release-0.15.0,release-0.16.0,release-0.17.0,,average
test/org/apache/pig/builtin/avro/code/pig/projection_test_with_schema.pig,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,0.266666667
contrib/zebra/src/test/org/apache/hadoop/zebra/pig/TestMergeJoin.java,0,0,0,0,0,0,0,0,0,0,589,589,0,0,0,,78.53333333
test/org/apache/pig/test/data/GoldenFiles/tez/TEZC-Union-19-OPTOFF.gld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,,7.133333333
src/org/apache/pig/impl/logicalLayer/LOCast.java,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,,0.266666667
test/org/apache/pig/test/utils/GenPhyOp.java,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0.133333333
test/org/apache/pig/builtin/TestUtf8StorageConverter.java,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,,3.866666667
src/org/apache/pig/data/BinInterSedes.java,0,0,0,0,0,74,77,3,10,13,2,0,0,2,0,,12.06666667
shims/src/hadoop23/org/apache/pig/backend/hadoop/executionengine/shims/HadoopShims.java,0,0,0,0,0,0,0,28,56,6,136,51,14,0,0,,19.4
contrib/zebra/src/java/org/apache/hadoop/zebra/mapreduce/CachedTableScanner.java,0,0,0,0,0,0,0,0,0,0,171,171,0,0,0,,22.8
src/org/apache/pig/newplan/logical/visitor/ProjectStarExpander.java,0,0,0,0,0,0,47,36,0,0,0,0,0,0,0,,5.533333333
contrib/zebra/src/test/org/apache/hadoop/zebra/mapreduce/TestTfileSplit.java,0,0,0,0,0,0,0,0,0,0,152,152,0,0,0,,20.26666667
src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/relationalOperators/POFRJoin.java,0,0,0,0,0,12,23,0,40,4,0,0,0,69,0,,9.866666667
src/org/apache/pig/parser/ParserException.java,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,0.466666667
src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/relationalOperators/POUnion.java,0,0,0,0,0,0,28,0,0,4,0,0,0,0,0,,2.133333333
test/e2e/pig/Makefile,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,,9.6
contrib/zebra/src/test/org/apache/hadoop/zebra/types/TestStorePrimitive.java,0,0,0,0,0,0,0,0,0,0,332,332,0,0,0,,44.26666667
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/SCALB.java,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,,0.533333333
contrib/zebra/src/java/org/apache/hadoop/zebra/types/ZebraTupleFactory.java,0,0,0,0,0,0,0,0,5,5,80,80,0,0,0,,11.33333333
test/org/apache/pig/impl/streaming/TestExecutableManager.java,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,,5.333333333
src/docs/src/documentation/content/xdocs/cont.xml,0,0,0,0,0,0,708,2,2,179,6,6,0,0,32,,62.33333333
src/org/apache/pig/parser/LogicalPlanGenerator.g,0,0,0,0,0,0,267,28,26,45,26,11,15,0,5,,28.2
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/FloatNextup.java,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,0.266666667
test/org/apache/pig/test/data/GoldenFiles/tez/TEZC-MQ-3-OPTOFF.gld,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,0.266666667
test/org/apache/pig/test/TestDateTime.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,,20.33333333
test/org/apache/pig/test/TestRank2.java,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,,6.6
src/org/apache/pig/pen/LineageTrimmingVisitor.java,0,0,0,0,0,0,506,0,0,0,8,0,0,0,0,,34.26666667
src/org/apache/pig/newplan/logical/expression/UserFuncExpression.java,0,0,0,0,0,91,142,68,17,208,2,0,0,0,0,,35.2
test/org/apache/pig/test/utils/SimpleCustomPartitioner3.java,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,,1.933333333
test/org/apache/pig/test/data/ExpectedResult6.pig,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,,1
src/org/apache/pig/backend/hadoop/executionengine/tez/plan/operator/POIdentityInOutTez.java,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,0.333333333
test/org/apache/pig/test/data/GoldenFiles/tez/TEZC-SelfJoin-4.gld,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,,4.4
contrib/zebra/src/java/org/apache/hadoop/zebra/pig/comparator/NegateExpr.java,0,0,0,0,0,0,0,0,0,0,68,68,0,0,0,,9.066666667
contrib/zebra/src/java/org/apache/hadoop/zebra/mapred/NullScanner.java,0,0,0,0,0,0,0,0,0,0,89,89,0,0,0,,11.86666667
test/org/apache/pig/impl/builtin/TestStreamingUDF.java,0,0,0,0,0,0,0,0,0,0,0,14,52,0,0,,4.4
src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/expressionOperators/PORegexp.java,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.066666667
contrib/zebra/src/java/org/apache/hadoop/zebra/tfile/Chunk.java,0,0,0,0,0,0,0,0,0,0,429,429,0,0,0,,57.2
src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/relationalOperators/PORead.java,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,0.266666667
src/org/apache/pig/backend/hadoop/executionengine/tez/plan/operator/POShuffledValueInputTez.java,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,,0.6
test/org/apache/pig/test/TestPigServerLocal.java,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,,4.466666667
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/DoubleSignum.java,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,0.266666667
src/docs/src/documentation/content/xdocs/test.xml,0,0,0,0,0,0,0,0,20,18,12,12,0,0,0,,4.133333333
test/e2e/pig/deployers/LocalDeployer.pm,0,0,0,0,0,0,0,7,7,0,0,0,0,0,12,,1.733333333
test/e2e/pig/tests/cmdline.conf,0,0,0,0,0,0,0,34,20,2,2,0,0,0,0,,3.866666667
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/storage/avro/AvroStorage.java,0,0,0,0,0,0,14,56,8,12,134,0,0,24,11,,17.26666667
src/org/apache/pig/tools/pigstats/tez/TezTaskStats.java,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,,2.333333333
src/org/apache/pig/backend/hadoop/executionengine/tez/TezExecutionEngine.java,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,,0.733333333
src/org/apache/pig/builtin/REGEX_EXTRACT_ALL.java,0,0,0,0,0,0,0,0,20,0,6,0,0,0,0,,1.733333333
contrib/zebra/src/java/org/apache/hadoop/zebra/mapreduce/ZebraStorageHint.java,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,,4.8
test/excluded-tests-20,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,0.466666667
contrib/zebra/src/test/stress/stress_sort_01.pig,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,,3.866666667
test/excluded-tests-23,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,,0.266666667
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/ULP.java,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,0.266666667
src/org/apache/pig/backend/hadoop/executionengine/tez/TezJob.java,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,,2.2
test/org/apache/pig/test/data/GoldenFiles/tez/TEZC-Order-2.gld,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0.133333333
src/org/apache/pig/newplan/logical/optimizer/LogicalPlanOptimizer.java,0,0,0,0,0,54,54,18,18,60,95,0,0,0,0,,19.93333333
contrib/zebra/src/java/org/apache/hadoop/zebra/pig/comparator/DoubleExpr.java,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,,6.933333333
src/org/apache/pig/impl/util/UDFContextSeparator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,,0.8
src/org/apache/pig/tools/parameters/PigFileParser.jj,0,0,0,0,0,0,173,0,0,0,0,0,0,27,0,,13.33333333
src/org/apache/pig/scripting/groovy/GroovyEvalFunc.java,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,,1.066666667
test/org/apache/pig/test/TestScriptingLanguagePython.java,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,,5.666666667
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/LongAbs.java,0,0,0,0,0,6,6,0,0,0,0,2,2,0,0,,1.066666667
src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/relationalOperators/POJoinPackage.java,0,0,0,0,0,0,4,0,1,4,305,0,0,0,0,,20.93333333
test/org/apache/pig/test/TestBuiltinInvoker.java,0,0,0,0,0,0,0,0,0,349,2,0,0,0,0,,23.4
src/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/partitioners/DiscreteProbabilitySampleGenerator.java,0,0,0,0,0,54,54,0,0,0,0,2,0,0,22,,8.8
test/org/apache/pig/test/TestDataBagAccess.java,0,0,0,0,0,11,12,3,0,0,0,10,10,0,0,,3.066666667
src/org/apache/pig/builtin/BigIntegerAvg.java,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,0.6
test/e2e/pig/udfs/java/org/apache/pig/test/udf/evalfunc/BadMonitored.java,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,,2.6
contrib/zebra/src/test/org/apache/hadoop/zebra/mapreduce/TestMultipleOutputs3TypedApi.java,0,0,0,0,0,0,0,0,0,0,523,523,0,0,0,,69.73333333
shims/src/hadoop23/org/apache/pig/backend/hadoop23/PigJobControl.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,,1
src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/relationalOperators/POSkewedJoin.java,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,0.6
src/org/apache/pig/impl/util/NumValCarrier.java,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,,4.333333333
src/org/apache/pig/impl/plan/VisitorException.java,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,,3.666666667
contrib/piggybank/java/src/test/java/org/apache/pig/piggybank/test/storage/avro/TestAvroStorageUtils.java,0,0,0,0,0,0,16,0,5,0,33,0,0,0,0,,3.6
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/DoubleNextAfter.java,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,,0.8
src/org/apache/pig/tools/counters/PigCounterHelper.java,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,,5.666666667
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/DoubleUlp.java,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,0.266666667
src/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/MRConfiguration.java,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,,4.266666667
src/org/apache/pig/pen/LocalMapReduceSimulator.java,0,0,0,0,0,0,290,0,0,1,0,0,0,0,41,,22.13333333
src/org/apache/pig/data/DataReaderWriter.java,0,0,0,0,0,0,0,0,0,1,3,2,16,16,0,,2.533333333
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/IntMax.java,0,0,0,0,0,0,0,0,0,0,40,2,2,0,0,,2.933333333
src/org/apache/pig/impl/util/UDFContext.java,0,0,0,0,0,4,118,149,34,8,0,5,0,20,0,,22.53333333
src/org/apache/pig/parser/PigParserNodeAdaptor.java,0,0,0,0,0,0,45,7,0,0,0,0,0,0,0,,3.466666667
test/org/apache/pig/test/data/GoldenFiles/tez/TEZC-Join-1.gld,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0.133333333
test/org/apache/pig/test/TestNullConstant.java,0,0,0,0,0,14,16,2,0,0,0,0,0,0,0,,2.133333333
test/org/apache/pig/test/data/GoldenFiles/MRC2.gld,0,0,0,0,0,0,14,0,0,0,12,8,0,0,0,,2.266666667
contrib/zebra/src/test/org/apache/hadoop/zebra/io/TestColumnName.java,0,0,0,0,0,0,0,0,0,0,208,208,0,0,0,,27.73333333
test/org/apache/pig/test/TestParser.java,0,0,0,0,0,52,52,53,125,38,0,57,0,0,0,,25.13333333
test/org/apache/pig/test/data/GoldenFiles/tez/TEZC-Union-12.gld,0,0,0,0,0,0,0,0,0,0,0,0,0,194,8,,13.46666667
contrib/zebra/src/test/e2e/pruning/union1.pig,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,,4.266666667
src/org/apache/pig/builtin/STARTSWITH.java,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,1.333333333
src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/plans/UdfCacheShipFilesVisitor.java,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,,1.266666667
src/org/apache/pig/impl/util/PropertiesUtil.java,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,,3.2
src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/expressionOperators/POMapLookUp.java,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,0.4
test/org/apache/pig/test/TestSchema.java,0,0,0,0,0,1,5,33,42,863,0,29,65,0,0,,69.2
src/org/apache/pig/pen/util/PreOrderDepthFirstWalker.java,0,0,0,0,0,3,54,0,0,0,0,0,0,0,0,,3.8
test/org/apache/pig/test/TestMRExecutionEngine.java,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,0.6
src/org/apache/pig/impl/util/avro/AvroMapWrapper.java,0,0,0,0,0,0,0,0,0,13,4,0,32,0,0,,3.266666667
src/org/apache/pig/backend/hadoop/executionengine/tez/TezSessionManager.java,0,0,0,0,0,0,0,0,0,0,0,87,44,0,40,,11.4
src/org/apache/pig/parser/UndefinedAliasException.java,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,,1
test/e2e/pig/udfs/java/org/apache/pig/test/udf/evalfunc/UdfContextFrontend.java,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,,3.6
contrib/zebra/src/test/stress/stress_load_store_01.pig,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,,4.666666667
test/org/apache/pig/test/data/GoldenFiles/tez/TEZC-MQ-5.gld,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,0.533333333
src/org/apache/pig/impl/builtin/GFCross.java,0,0,0,0,0,0,40,0,0,0,0,36,17,12,11,,7.733333333
build.xml,0,0,0,0,0,107,124,335,337,72,202,181,31,20,31,,96
test/e2e/pig/udfs/java/build.xml,0,0,0,0,0,0,0,1,0,0,0,19,24,0,0,,2.933333333
test/org/apache/pig/parser/TestQueryParser.java,0,0,0,0,0,0,53,15,9,222,5,0,0,0,10,,20.93333333
test/org/apache/pig/test/TestTypeCheckingValidatorNewLP.java,0,0,0,0,0,0,294,137,38,0,117,2,2,56,58,,46.93333333
test/org/apache/pig/test/data/GoldenFiles/tez/TEZC-MQ-7.gld,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,0.266666667
contrib/zebra/src/test/e2e/pruning/j.pig,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,,3.2
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/MAX.java,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,,6.2
src/org/apache/pig/newplan/logical/visitor/ForEachUserSchemaVisitor.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,,18.46666667
src/org/apache/pig/impl/plan/NodeIdGenerator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,,4.866666667
test/org/apache/pig/test/TestEvalPipeline2.java,0,0,0,0,0,357,826,225,34,126,0,84,122,40,5,,121.2666667
test/org/apache/pig/test/data/GoldenFiles/tez/TEZC-SecKeySort-1.gld,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0.133333333
test/perf/pigmix/bin/runpigmix.pl,0,0,0,0,0,0,0,0,0,0,12,0,0,22,27,,4.066666667
contrib/zebra/src/test/e2e/streaming/table-mapper.pl,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,,1.2
test/org/apache/pig/test/PigStorageWithDifferentCaster.java,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,,3.2
src/org/apache/pig/backend/hadoop/executionengine/tez/plan/operator/PORankTez.java,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,0.333333333
contrib/zebra/src/test/stress/join.pig,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,,4.8
test/org/apache/pig/test/TestLoadFunc.java,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,,2.6
src/org/apache/pig/builtin/InvokerGenerator.java,0,0,0,0,0,0,0,0,0,384,3,0,0,0,0,,25.8
contrib/zebra/src/test/org/apache/hadoop/zebra/mapred/Dictionary.java,0,0,0,0,0,0,0,0,0,0,113,113,0,0,0,,15.06666667
test/org/apache/pig/test/TestCombiner.java,0,0,0,0,0,12,15,3,0,0,0,3,0,0,0,,2.2
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/FLOOR.java,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,,0.8
test/org/apache/pig/test/TestPigRunner.java,0,0,0,0,0,124,346,164,107,30,22,15,12,90,79,,65.93333333
src/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/PigBigDecimalRawComparator.java,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,,1.066666667
contrib/zebra/src/java/org/apache/hadoop/zebra/mapreduce/ZebraProjection.java,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,,4.8
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/ABS.java,0,0,0,0,0,6,6,0,0,0,0,2,2,0,0,,1.066666667
contrib/zebra/src/test/stress/join_after_union2.pig,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,,7.6
src/org/apache/pig/builtin/AvroStorage.java,0,0,0,0,0,0,0,0,0,33,25,6,6,8,0,,5.2
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/storage/avro/PigAvroRecordReader.java,0,0,0,0,0,0,0,0,0,65,13,0,51,0,0,,8.6
src/org/apache/pig/impl/logicalLayer/validators/UnionOnSchemaSetException.java,0,0,0,0,0,159,159,0,0,0,0,0,0,0,0,,21.2
src/org/apache/pig/backend/hadoop/executionengine/tez/runtime/PigProcessor.java,0,0,0,0,0,0,0,0,0,0,0,0,20,48,0,,4.533333333
src/org/apache/pig/parser/AstValidator.g,0,0,0,0,0,0,192,36,28,8,5,0,2,0,2,,18.2
test/org/apache/pig/builtin/avro/data/json/recordsOfStringArrays.json,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0.2
src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/expressionOperators/POProject.java,0,0,0,0,100,103,120,39,0,4,3,0,0,30,0,,26.6
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/IntAbs.java,0,0,0,0,0,6,6,0,0,0,0,2,2,0,0,,1.066666667
src/org/apache/pig/impl/plan/DependencyOrderWalker.java,0,0,0,0,0,5,5,0,0,0,0,0,22,0,0,,2.133333333
test/org/apache/pig/test/data/GoldenFiles/tez/TEZC-Union-15-OPTOFF.gld,0,0,0,0,0,0,0,0,0,0,0,0,8,10,2,,1.333333333
contrib/CHANGES.txt,0,0,0,0,0,2,8,2,0,0,0,0,0,0,0,,0.8
contrib/zebra/src/java/org/apache/hadoop/zebra/pig/comparator/FixedLengthPrimitive.java,0,0,0,0,0,0,0,0,0,0,46,46,0,0,0,,6.133333333
src/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/PigMapReduce.java,0,0,0,0,10,18,188,0,0,0,0,0,0,0,0,,14.4
src/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/CombinerOptimizer.java,0,0,0,0,0,0,0,12,0,0,40,0,0,0,0,,3.466666667
src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/relationalOperators/POFilter.java,0,0,0,0,0,1,34,0,0,0,11,0,19,12,0,,5.133333333
contrib/zebra/src/test/org/apache/hadoop/zebra/pig/TestMapTableLoader.java,0,0,0,0,0,0,0,0,0,0,142,142,0,0,0,,18.93333333
test/org/apache/pig/test/data/GoldenFiles/tez/TEZC-SelfJoin-2.gld,0,0,0,0,0,0,0,0,0,0,0,0,8,10,2,,1.333333333
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/datetime/truncate/ISOToWeek.java,0,0,0,0,0,0,15,0,12,0,0,2,2,0,0,,2.066666667
contrib/zebra/src/java/org/apache/hadoop/zebra/mapreduce/TableExprUtils.java,0,0,0,0,0,0,0,0,0,0,116,116,0,0,0,,15.46666667
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/FloatMax.java,0,0,0,0,0,0,0,0,0,0,40,3,3,0,0,,3.066666667
contrib/zebra/src/test/e2e/pruning/join.pig,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,,3.866666667
src/org/apache/pig/backend/hadoop/executionengine/tez/TezPlanContainer.java,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,0.666666667
src/org/apache/pig/tools/pigstats/tez/TezDAGStats.java,0,0,0,0,0,0,0,0,0,0,0,0,29,10,6,,3
test/org/apache/pig/test/data/GoldenFiles/tez/TEZC-Union-4-OPTOFF.gld,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,0.266666667
src/org/apache/pig/pen/LocalLogToPhyTranslationVisitor.java,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,,25.53333333
src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/expressionOperators/GreaterThanExpr.java,0,0,0,0,0,4,11,0,0,0,2,0,0,0,0,,1.133333333
src/docs/src/documentation/content/xdocs/zebra_overview.xml,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,,0.533333333
contrib/zebra/src/java/org/apache/hadoop/zebra/pig/comparator/BytesExpr.java,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,,5.466666667
contrib/zebra/src/java/org/apache/hadoop/zebra/mapreduce/package-info.java,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,,3.6
src/org/apache/pig/scripting/jruby/RubyDataBag.java,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,,0.4
contrib/zebra/src/java/org/apache/hadoop/zebra/schema/ColumnType.java,0,0,0,0,0,0,2,0,0,0,202,202,0,0,0,,27.06666667
test/org/apache/pig/test/TestPartitionFilterPushDown.java,0,0,0,0,0,0,189,2,2,490,996,0,0,0,0,,111.9333333
src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/relationalOperators/PONative.java,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,,2.533333333
contrib/zebra/src/test/org/apache/hadoop/zebra/mapred/TestMultipleOutputsTypeApi.java,0,0,0,0,0,0,0,0,0,0,646,646,0,0,0,,86.13333333
src/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/PigDoubleRawComparator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,1.266666667
contrib/zebra/src/test/org/apache/hadoop/zebra/types/TestStorageRecord2.java,0,0,0,0,0,0,0,0,0,0,137,137,0,0,0,,18.26666667
test/org/apache/pig/test/TestCharArrayToNumeric.java,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,,4
test/org/apache/pig/test/data/GoldenFiles/tez/TEZC-Union-10.gld,0,0,0,0,0,0,0,0,0,0,0,0,51,8,0,,3.933333333
test/org/apache/pig/builtin/avro/data/json/projectionTestWithSchema.json,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,,1
test/org/apache/pig/test/data/illustrate2.pig,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,0.333333333
contrib/zebra/src/test/org/apache/hadoop/zebra/tfile/TestTFileStreams.java,0,0,0,0,0,0,0,0,0,0,423,423,0,0,0,,56.4
contrib/piggybank/java/src/test/java/org/apache/pig/piggybank/test/storage/TestMultiStorageCompression.java,0,0,0,0,0,0,0,188,12,0,21,0,0,0,0,,14.73333333
shims/src/hadoop23/org/apache/pig/backend/hadoop/PigATSClient.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0.333333333
contrib/zebra/src/test/org/apache/hadoop/zebra/io/TestBasicTableSplits.java,0,0,0,0,0,0,0,0,0,0,238,238,0,0,0,,31.73333333
test/org/apache/pig/test/data/GoldenFiles/tez/TEZC-Filter-1.gld,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0.133333333
src/org/apache/pig/newplan/logical/rules/GroupByConstParallelSetter.java,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,,0.8
src/org/apache/pig/data/DefaultAbstractBag.java,0,0,0,0,0,75,75,2,0,4,82,2,2,0,2,,16.26666667
contrib/zebra/src/java/org/apache/hadoop/zebra/io/BasicTable.java,0,0,0,0,0,9,9,0,0,0,2178,2178,0,0,0,,291.6
src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/relationalOperators/POCombinerPackage.java,0,0,0,0,13,13,8,0,0,0,179,0,0,0,0,,14.2
src/org/apache/pig/newplan/logical/rules/LoadStoreFuncDupSignatureValidator.java,0,0,0,0,0,0,105,0,105,0,0,0,0,0,0,,14
test/org/apache/pig/test/TestNestedForeach.java,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,,6.8
src/packages/templates/conf/pig-env.sh,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,0.133333333
test/e2e/pig/udfs/java/org/apache/pig/test/udf/evalfunc/GoodMonitored.java,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,,2.333333333
src/org/apache/pig/impl/PigContext.java,0,0,0,0,0,0,17,30,268,16,74,7,4,73,0,,32.6
src/org/apache/pig/pen/physicalOperators/POCross.java,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,,12.93333333
src/org/apache/pig/backend/hadoop/executionengine/physicalLayer/expressionOperators/ExpressionOperator.java,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,0.6
src/org/apache/pig/impl/io/ReadToEndLoader.java,0,0,0,0,0,0,2,0,41,20,0,3,8,0,0,,4.933333333
contrib/zebra/src/test/org/apache/hadoop/zebra/io/TestColumnGroupSplits.java,0,0,0,0,0,0,0,0,0,0,445,445,0,0,0,,59.33333333
src/org/apache/pig/backend/hadoop/executionengine/mapReduceLayer/PigTupleDefaultRawComparator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,,1.666666667
contrib/zebra/src/test/org/apache/hadoop/zebra/mapreduce/TestBasicTableIOFormatDFS.java,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,,5.333333333
src/org/apache/pig/backend/hadoop/executionengine/tez/plan/optimizer/UnionOptimizer.java,0,0,0,0,0,0,0,0,0,0,0,0,9,156,41,,13.73333333
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/FloatAbs.java,0,0,0,0,0,6,6,0,0,0,0,2,2,0,0,,1.066666667
test/org/apache/pig/test/data/DotFiles/explain1.dot,0,0,0,0,0,0,498,498,0,0,0,0,0,38,0,,68.93333333
src/org/apache/pig/PigConfiguration.java,0,0,0,0,0,0,0,0,7,7,19,15,24,15,5,,6.133333333
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/storage/HadoopJobHistoryLoader.java,0,0,0,0,0,0,0,0,2,0,4,5,0,0,0,,0.733333333
contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/string/INDEXOF.java,0,0,0,0,0,6,6,37,0,0,0,0,0,0,0,,3.266666667
