Class,rel/0.18.0,rel/0.19.0,rel/0.20.0,rel/0.90.0,rel/0.92.0,rel/0.94.0,rel/0.96.0,rel/0.98.0,rel/0.99.0,rel/1.0.0,rel/1.1.0,rel/1.2.0,rel/1.3.0,rel/1.4.0,rel/1.5.0,rel/1.6.0,rel/1.7.0,rel/2.0.0,rel/2.1.0,rel/2.2.0,rel/2.3.0,rel/2.4.0,rel/3.0.0-alpha-1,rel/3.0.0-alpha-3,average
hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler/OpenedRegionHandler.java,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125
hbase-thrift\036src/main/java/org/apache/hadoop/hbase/thrift/generated/TIncrement.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,0,0,0,0,0,0,62.08333333
src/main/java/org/apache/hadoop/hbase/regionserver/wal/LogActionsListener.java,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291666667
hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/ResultSerialization.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,158,0,13.16666667
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestStripeStoreFileManager.java,0,0,0,0,0,0,0,0,12,0,0,0,57,0,0,0,0,19,0,0,0,0,0,0,3.666666667
src/test/java/org/apache/hadoop/hbase/regionserver/TestMasterAddressManager.java,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestRegionLocator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,51,0,4.25
hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/CacheConfig.java,0,0,0,0,0,0,16,24,99,0,0,149,145,62,17,0,0,204,0,44,0,0,63,0,34.29166667
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/compactions/TestFIFOCompactionPolicy.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,24,0,63,0,0,63,0,8.625
src/test/org/apache/hadoop/hbase/regionserver/TestWildcardColumnTracker.java,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
src/main/java/org/apache/hadoop/hbase/io/hfile/slab/SingleSizeCache.java,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.958333333
hbase-client/src/main/java/org/apache/hadoop/hbase/CoordinatedStateException.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46,0,3.833333333
hbase-mapreduce/src/test/java/org/apache/hadoop/hbase/mapreduce/TestImportTsvParser.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,314,0,26.16666667
hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/BackupSystemTable.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,5.875
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestMasterAddressManager.java,0,0,0,0,0,0,1,2,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.041666667
hbase-client/src/main/java/org/apache/hadoop/hbase/replication/ReplicationPeerConfig.java,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,9,0,0,25,0,62,0,4.666666667
src/test/org/apache/hadoop/hbase/client/TestClient.java,0,0,20,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.83333333
hbase-shell/src/test/java/org/apache/hadoop/hbase/client/TestReplicationShell.java,0,0,0,0,0,0,0,0,0,0,37,0,0,43,0,0,0,77,0,0,0,0,3,0,6.666666667
src/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,0,844,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.04166667
hbase-client/src/main/java/org/apache/hadoop/hbase/filter/FilterListWithOR.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,6,0,88,0,0,94,0,11.375
hbase-client/src/main/java/org/apache/hadoop/hbase/client/ClientScanner.java,0,0,0,0,0,0,226,226,29,6,622,31,163,356,3,0,0,1011,0,3,3,0,6,0,111.875
src/test/org/apache/hadoop/hbase/mapred/DisabledTestTableIndex.java,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.08333333
hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/AccessController.java,0,0,0,0,0,0,120,137,563,254,425,26,29,19,12,0,0,845,5,0,13,13,182,7,110.4166667
hbase-hadoop-compat/src/test/java/org/apache/hadoop/hbase/TestCompatibilitySingletonFactory.java,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
hbase-server/src/test/java/org/apache/hadoop/hbase/replication/TestPerTableCFReplication.java,0,0,0,0,0,0,0,0,0,10,0,0,0,153,0,0,0,201,0,0,0,0,23,0,16.125
hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/generated/TTableDescriptor.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,22,0,1.083333333
hbase-server/src/main/java/org/apache/hadoop/hbase/util/YammerHistogramUtils.java,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,19,0,0,0,0,0,0,2.375
src/java/org/apache/hadoop/hbase/filter/InclusiveStopFilter.java,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hbase-balancer/src/main/java/org/apache/hadoop/hbase/master/balancer/MoveCostFunction.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.166666667
hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Response.java,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,218,0,0,0,0,0,0,15.54166667
src/java/org/apache/hadoop/hbase/mapred/RowCounter.java,134,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25
hbase-server/src/test/java/org/apache/hadoop/hbase/io/hfile/TestBlockCacheReporting.java,0,0,0,0,0,0,0,0,6,0,0,0,0,4,4,0,0,8,0,16,0,0,18,0,2.333333333
hbase-server/src/test/java/org/apache/hadoop/hbase/io/TestFSDataInputStreamWrapper.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,139,0,17.375
hbase-hadoop2-compat/src/main/java/org/apache/hadoop/hbase/metrics/MBeanSourceImpl.java,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRowTooBig.java,0,0,0,0,0,0,0,0,0,12,0,57,0,0,0,0,0,74,0,0,0,0,0,0,5.958333333
hbase-server/src/test/java/org/apache/hadoop/hbase/rest/TestTableScan.java,0,0,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,615,0,0,0,0,0,0,51.25
hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKLeaderManager.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.083333333
src/contrib/transactional/src/java/org/apache/hadoop/hbase/client/transactional/JtaXAResource.java,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.208333333
src/main/java/org/apache/hadoop/hbase/coprocessor/BaseRegionObserver.java,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/SyncFutureCache.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,3.083333333
src/test/java/org/apache/hadoop/hbase/regionserver/TestStore.java,0,0,0,482,18,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.20833333
hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestZKAsyncRegistry.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,2.5
hbase-balancer/src/test/java/org/apache/hadoop/hbase/master/balancer/TestDoubleArrayCost.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.083333333
hbase-common/src/test/java/org/apache/hadoop/hbase/net/BoundSocketMaker.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,85,0,10.625
hbase-common/src/main/java/org/apache/hadoop/hbase/util/SoftValueSortedMap.java,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.95833333
hbase-common/src/main/java/org/apache/hadoop/hbase/CellKey.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.125
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/Store.java,0,0,0,0,0,0,75,27,7,0,0,25,97,10,0,0,36,43,0,0,0,0,4,0,13.5
hbase-it/src/test/java/org/apache/hadoop/hbase/util/ChaosMonkey.java,0,0,0,0,0,0,241,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
hbase-server/src/main/java/org/apache/hadoop/hbase/util/PoolMap.java,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRegionOpen.java,0,0,0,0,0,0,0,0,0,0,0,0,83,139,60,0,0,138,0,0,0,0,55,0,19.79166667
hbase-thrift/src/test/java/org/apache/hadoop/hbase/thrift/ErrorThrowingGetObserver.java,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,102,0,0,0,0,0,0,8.5
hbase-server/src/main/java/org/apache/hadoop/hbase/metrics/histogram/MetricsHistogram.java,0,0,0,0,0,0,31,0,0,240,0,0,0,0,0,0,0,240,0,0,0,0,0,0,21.29166667
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/ExplicitColumnTracker.java,0,0,0,0,0,0,185,202,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.625
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRegionInfoBuilder.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0.166666667
hbase-rsgroup/src/test/java/org/apache/hadoop/hbase/rsgroup/TestRSGroupsOfflineMode.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,67,0,0,70,0,9.541666667
hbase-server/src/main/java/org/apache/hadoop/hbase/master/cleaner/TimeToLiveProcedureWALCleaner.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0.166666667
hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/model/ColumnSchemaModel.java,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,241,0,0,0,0,0,0,20.08333333
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/regionreplication/RegionReplicationSink.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2.625
src/main/java/org/apache/hadoop/hbase/rest/RowResultGenerator.java,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625
hbase-client/src/main/java/org/apache/hadoop/hbase/client/MultiServerCallable.java,0,0,0,0,0,0,236,265,8,0,0,8,23,15,0,0,0,44,0,0,0,0,0,0,24.95833333
hbase-server/src/test/java/org/apache/hadoop/hbase/client/locking/TestEntityLocks.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,7,0,0.75
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RegionScanner.java,0,0,0,0,0,0,60,11,1,0,54,4,4,0,0,0,0,164,0,0,0,0,0,0,12.41666667
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestCleanupCompactedFileOnRegionClose.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,270,60,0,270,0,33
src/main/java/org/apache/hadoop/hbase/thrift/HbaseHandlerMetricsProxy.java,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667
hbase-server/src/main/java/org/apache/hadoop/hbase/client/RetriesExhaustedException.java,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375
hbase-client/src/main/java/org/apache/hadoop/hbase/client/Query.java,0,0,0,0,0,0,0,0,51,0,0,9,9,35,35,0,0,85,0,0,0,0,8,0,9.666666667
src/main/java/org/apache/hadoop/hbase/regionserver/SplitRequest.java,0,0,0,0,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875
src/java/org/apache/hadoop/hbase/client/ScannerCallable.java,10,0,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.583333333
core/src/main/java/org/apache/hadoop/hbase/regionserver/wal/SequenceFileLogWriter.java,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.375
hbase-server/src/test/java/org/apache/hadoop/hbase/filter/TestFilterListAdditional.java,0,0,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
