Class,release-0.4.0,release-0.5.0,release-0.6.0,release-0.7.0,release-0.8.0,release-0.9.0,release-0.10.0,release-0.11.0,release-0.12.0,release-0.13.0,release-0.14.0,release-1.0.0,release-1.1.0,release-1.2.0,release-2.0.0,rel/release-2.1.0,rel/release-2.2.0,rel/release-2.3.0,rel/release-3.0.0,rel/release-3.1.0,rel/release-3.1.3,average
serde/src/test/org/apache/hadoop/hive/serde2/SerdeRandomRowSource.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,451,2,0,0,41.71428571
hcatalog/src/test/e2e/hcatalog/udfs/java/org/apache/hive/hcatalog/utils/ReadRC.java,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0.333333333
ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFPower.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.095238095
ql/src/java/org/apache/hadoop/hive/ql/plan/DropTableDesc.java,0,0,0,0,0,0,40,0,0,0,0,0,0,3,0,0,0,0,37,0,0,3.80952381
ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezJobExecHelper.java,0,0,0,0,0,0,0,0,0,0,49,0,49,0,0,0,29,29,2,0,0,7.523809524
ql/src/java/org/apache/hadoop/hive/ql/hooks/PostExecutePrinter.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0.666666667
ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/StringGroupColConcatVarCharScalar.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,0,2.761904762
ql/src/java/org/apache/hadoop/hive/ql/io/LlapAwareSplit.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,6,0,0,2.857142857
ql/src/java/org/apache/hadoop/hive/ql/hooks/PreExecutePrinter.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0.666666667
ql/src/java/org/apache/hadoop/hive/ql/security/HiveAuthenticationProvider.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0.285714286
metastore/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/Role.java,0,0,0,0,0,0,217,0,0,523,523,0,0,0,12,0,0,0,0,0,0,60.71428571
ql/src/java/org/apache/hadoop/hive/ql/parse/spark/GenSparkUtils.java,0,0,0,0,0,0,0,0,0,0,0,0,113,10,17,16,0,19,150,0,0,15.47619048
common/src/java/org/apache/hadoop/hive/common/cli/IHiveFileProcessor.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.095238095
ql/src/java/org/apache/hadoop/hive/ql/exec/spark/SortByShuffler.java,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,9,0,84,2,0,0,5.714285714
ql/src/java/org/apache/hadoop/hive/ql/plan/ArchiveDesc.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.095238095
ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/primitive/ParquetShortInspector.java,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,2,0,0,0.666666667
ql/src/java/org/apache/hadoop/hive/ql/optimizer/index/RewriteCanApplyProcFactory.java,0,0,0,0,0,0,0,0,0,2,178,0,0,0,0,0,0,0,2,0,0,8.666666667
ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFTimestampFieldDate.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,50,136,0,0,16.61904762
ql/src/test/org/apache/hadoop/hive/ql/exec/tez/TestGuaranteedTaskAllocator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.095238095
ql/src/java/org/apache/hadoop/hive/ql/udf/UDAFMax.java,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571
ql/src/test/org/apache/hadoop/hive/ql/io/parquet/serde/TestParquetHiveArrayInspector.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0.285714286
ql/src/java/org/apache/hadoop/hive/ql/txn/AcidCompactionHistoryService.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,90,0,0,0,0,0,8.238095238
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/TestDDLWithRemoteMetastoreSecondNamenode.java,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,34,0,0,16.52380952
ql/src/java/org/apache/hadoop/hive/ql/plan/SMBJoinDesc.java,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,2,0,0,0.428571429
common/src/java/org/apache/hadoop/hive/common/ndv/NumDistinctValueEstimator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.19047619
serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive/FloatObjectInspector.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.095238095
ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcRawRecordMerger.java,0,0,0,0,0,0,0,0,0,0,33,10,14,0,44,39,8,15,267,10,0,20.95238095
common/src/java/org/apache/hadoop/hive/common/metrics/metrics2/Metrics2Reporter.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.095238095
ql/src/java/org/apache/hadoop/hive/ql/optimizer/unionproc/UnionProcContext.java,27,0,0,0,0,14,13,31,31,0,0,0,0,0,0,0,0,0,2,0,0,5.619047619
storage-api/src/java/org/apache/hive/common/util/IntervalDayTimeUtils.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,2,0,0,3.761904762
