Class,1,1.1,1.2,1.3,1.4,1.5.0,1.6.0,2.0.0,2.1.0,2.2.0,2.3.0,2.4.0,2.5.0,2.6.0,2.7.0,2.8.0,2.9.0,2.10.0,2.11.0,2.12.0,jackrabbit-2.13.0,jackrabbit-2.14.0,jackrabbit-2.15.0,jackrabbit-2.16.0,jackrabbit-2.17.0,jackrabbit-2.18.0,jackrabbit-2.19.0,jackrabbit-2.20.0,,average
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/test/org/apache/portals/graffito/jcr/testmodel/Paragraph.java,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.821428571
jackrabbit/src/main/java/org/apache/jackrabbit/core/ItemManager.java,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.214285714
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/test/org/apache/portals/graffito/jcr/persistence/collectionconverter/AllTests.java,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.75
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/test/org/apache/portals/graffito/jcr/persistence/proxy/ProxyTest.java,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.107142857
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/nodetype/virtual/VirtualNodeTypeStateProvider.java,0,0,0,0,0,0,17,22,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.571428571
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/main/java/org/apache/portals/graffito/jcr/persistence/collectionconverter/CollectionConverter.java,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.142857143
jackrabbit-data/src/test/resources/fs.properties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,,0.642857143
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/persistence/util/NodePropBundle.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,0,0,,1.071428571
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/DescendantSelfAxisQuery.java,0,0,0,0,13,2,2,0,0,0,37,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.785714286
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/TransientRepository.java,0,0,0,0,0,0,22,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.107142857
jackrabbit-core/src/test/java/org/apache/jackrabbit/core/security/user/UserImplTest.java,0,0,0,0,0,0,0,30,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.392857143
jackrabbit-data/src/main/java/org/apache/jackrabbit/core/data/Backend.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,,1.214285714
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/state/FineGrainedISMLocking.java,0,0,0,0,0,0,0,0,0,28,54,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,,3.357142857
jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/commons/AbstractWorkspace.java,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.178571429
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/id/NodeId.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,,2.857142857
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/test/org/apache/portals/graffito/jcr/persistence/query/AllTests.java,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.75
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/join/RowPathComparator.java,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.857142857
jackrabbit-webdav/src/main/java/org/apache/jackrabbit/webdav/WebdavRequestImpl.java,0,0,0,0,0,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,,2.035714286
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/nodetype/BitSetENTCacheImpl.java,0,0,0,0,0,0,0,0,0,493,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,17.89285714
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/cluster/Update.java,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.035714286
jca/project.xml,32,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.142857143
jackrabbit-spi-commons/src/main/resources/META-INF/NOTICE.txt,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.071428571
jackrabbit/src/test/java/org/apache/jackrabbit/test/api/NodeOrderableChildNodesTest.java,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.5
jackrabbit-core/src/test/java/org/apache/jackrabbit/core/security/authentication/token/CompatTokenProviderTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,,6.857142857
jackrabbit/src/main/java/org/apache/jackrabbit/core/NodeImpl.java,228,534,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33.89285714
jackrabbit/src/main/java/org/apache/jackrabbit/core/fs/db/DB2FileSystem.java,0,218,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.857142857
jackrabbit-core/src/test/java/org/apache/jackrabbit/core/query/SQL2NodeLocalNameTest.java,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,,1.678571429
jackrabbit-core/src/test/java/org/apache/jackrabbit/core/security/authentication/token/TokenBasedLoginTest.java,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.857142857
jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/commons/xml/SerializingContentHandler.java,0,0,0,0,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9.928571429
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/security/authorization/CompiledPermissions.java,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.714285714
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/test/org/apache/portals/graffito/jcr/testmodel/HierarchyNode.java,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.428571429
jackrabbit/src/main/java/org/apache/jackrabbit/core/state/db/OraclePersistenceManager.java,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.321428571
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/test/org/apache/portals/graffito/jcr/persistence/jcrnodetype/AllTests.java,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.607142857
jackrabbit-jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/hierarchy/HierarchyManager.java,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.142857143
jca/src/java/org/apache/jackrabbit/jca/JCAManagedConnectionFactory.java,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.214285714
jackrabbit/src/main/java/org/apache/jackrabbit/core/fs/db/DatabaseFileSystem.java,0,230,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15.57142857
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/security/principal/PrincipalManagerImpl.java,0,0,0,0,0,0,0,41,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.857142857
jackrabbit-webdav/src/test/java/org/apache/jackrabbit/webdav/xml/TestAll.java,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1.428571429
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/test/java/org/apache/portals/graffito/jcr/persistence/basic/PersistenceManagerSameNameSiblingTest.java,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8.464285714
jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/commons/xml/Exporter.java,0,0,0,0,0,16,23,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.75
jcr-rmi/README.txt,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.142857143
contrib/spi/client/src/test/java/org/apache/jackrabbit/jcr2spi/PropertyLengthTest.java,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.071428571
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/util/db/StreamWrapper.java,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.964285714
jackrabbit/src/main/java/org/apache/jackrabbit/core/version/XAVersion.java,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.428571429
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/test/org/apache/portals/graffito/jcr/persistence/basic/PersistenceManagerRemoveTest.java,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.857142857
jackrabbit-core/src/test/java/org/apache/jackrabbit/core/state/DefaultISMLockingDeadlockTest.java,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
jackrabbit-jcr-tests/src/main/java/org/apache/jackrabbit/test/api/version/simple/AbstractVersionTest.java,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.392857143
test/performance/base/src/main/java/org/apache/jackrabbit/performance/AbstractPerformanceTest.java,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.035714286
jackrabbit-api/src/main/java/org/apache/jackrabbit/api/security/principal/PrincipalManager.java,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.178571429
jackrabbit/src/test/java/org/apache/jackrabbit/core/xml/DocumentViewTest.java,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.071428571
jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/nodetype/compact/CompactNodeTypeDefWriter.java,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8.928571429
jackrabbit-core/src/test/resources/org/apache/jackrabbit/core/cluster/repository.xml,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.392857143
jackrabbit-core/src/test/java/org/apache/jackrabbit/core/nodetype/compact/TestAll.java,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.428571429
jackrabbit-jcr-server/src/main/java/org/apache/jackrabbit/webdav/simple/DeltaVResourceImpl.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.642857143
jackrabbit-jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/state/WorkspaceItemStateFactory.java,0,0,0,0,0,337,33,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15.71428571
jackrabbit-core/src/test/java/org/apache/jackrabbit/core/data/CopyValueTest.java,0,0,0,0,0,168,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.535714286
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/java/org/apache/portals/graffito/jcr/persistence/atomictypeconverter/impl/BooleanTypeConverterImpl.java,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.642857143
jackrabbit-jcr-tests/src/main/java/org/apache/jackrabbit/test/api/lock/LockManagerTest.java,0,0,0,0,0,0,30,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,,2.321428571
jackrabbit-ocm/src/main/java/org/apache/jackrabbit/ocm/manager/collectionconverter/impl/ManagedHashMap.java,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.142857143
jackrabbit-jcr2spi/src/test/java/org/apache/jackrabbit/jcr2spi/MoveToNewTest.java,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14.64285714
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/main/java/org/apache/jackrabbit/ocm/persistence/collectionconverter/impl/ResidualPropertiesCollectionConverterImpl.java,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.214285714
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/RepositoryContext.java,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,,1.428571429
jackrabbit/src/main/java/org/apache/jackrabbit/util/Timer.java,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.428571429
jackrabbit-ocm/src/test/java/org/apache/jackrabbit/ocm/repository/RelfectionUtilTest.java,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.035714286
jackrabbit-jcr-server/src/main/java/org/apache/jackrabbit/server/io/DirListingExportHandler.java,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,36,0,0,0,0,0,0,0,,2.071428571
jackrabbit-aws-ext/src/main/java/org/apache/jackrabbit/aws/ext/ds/S3Backend.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,137,0,0,0,0,0,0,0,0,0,0,,5.107142857
textfilters/project.xml,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.428571429
jackrabbit-core/src/test/java/org/apache/jackrabbit/core/query/SkipDeniedNodesTest.java,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.178571429
jackrabbit-core/src/test/java/org/apache/jackrabbit/api/security/user/NestedGroupTest.java,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.571428571
jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/nodetype/compact/CompactNodeTypeDefReader.java,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16.60714286
jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/QPropertyDefinitionImpl.java,0,0,0,0,0,0,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.714285714
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/config/RepositoryConfigurationParser.java,0,0,0,0,0,13,1,79,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.392857143
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/IndexInfos.java,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.571428571
jackrabbit-jcr-server/src/main/java/org/apache/jackrabbit/server/BasicCredentialsProvider.java,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.142857143
jackrabbit-api/src/main/java/org/apache/jackrabbit/api/security/principal/NoSuchPrincipalException.java,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.071428571
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/persistence/bundle/mysql.ddl,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.107142857
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/java/org/apache/portals/graffito/jcr/persistence/beanconverter/impl/InlineBeanConverterImpl.java,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.714285714
jackrabbit-jcr-tests/src/main/java/org/apache/jackrabbit/test/api/query/qom/EquiJoinConditionTest.java,0,0,0,0,0,0,2,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.5
jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/name/NameConstants.java,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.178571429
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/data/db/DbDataStore.java,0,0,0,0,2,150,127,0,48,0,192,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,19.14285714
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/nodetype/EffectiveNodeType.java,0,0,0,0,0,0,3,355,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13.07142857
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/test/org/apache/portals/graffito/jcr/TestBase.java,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11.10714286
jackrabbit/src/main/java/org/apache/jackrabbit/core/query/lucene/WildcardTermEnum.java,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.071428571
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/test-config/jcrmapping-inheritance.xml,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.535714286
jackrabbit/src/main/java/org/apache/jackrabbit/core/xml/AbstractSAXEventGenerator.java,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.214285714
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/main/java/org/apache/jackrabbit/ocm/manager/objectconverter/impl/ObjectConverterImpl.java,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
contrib/bdb-persistence/project.properties,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.428571429
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/java/org/apache/portals/graffito/jcr/persistence/atomictypeconverter/impl/DefaultAtomicTypeConverterProvider.java,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.892857143
jackrabbit/src/test/java/org/apache/jackrabbit/test/api/query/OrderByMultiTypeTest.java,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.214285714
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/observation/EventState.java,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.964285714
jackrabbit-data/src/main/java/org/apache/jackrabbit/core/data/CachingDataStore.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,207,47,0,0,16,0,0,0,0,0,0,,10.03571429
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/security/authentication/AuthContextProvider.java,0,0,0,0,0,0,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.75
jackrabbit-core/src/test/java/org/apache/jackrabbit/core/version/TestAll.java,0,0,0,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1.678571429
jackrabbit-vfs-ext/src/main/java/org/apache/jackrabbit/vfs/ext/ds/package-info.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,,0.678571429
jackrabbit-core/src/test/java/org/apache/jackrabbit/core/version/VersionIteratorImplTest.java,0,0,0,0,77,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3
jackrabbit-webapp/src/main/webapp/populate.jsp,0,0,0,0,0,5,153,0,0,0,0,0,0,0,0,0,0,61,0,0,0,390,0,0,0,0,0,0,,21.75
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/persistence/bundle/util/ConnectionFactory.java,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
jackrabbit-core/src/test/java/org/apache/jackrabbit/core/security/authorization/principalbased/EffectivePolicyTest.java,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.035714286
contrib/jcr-commands/xdocs/navigation.xml,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.428571429
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/main/java/org/apache/portals/graffito/jcr/persistence/atomictypeconverter/impl/NameTypeConverterImpl.java,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.964285714
jackrabbit-core/src/main/resources/org/apache/jackrabbit/core/journal/db2.ddl,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.785714286
jackrabbit-core/src/test/java/org/apache/jackrabbit/core/data/PersistenceManagerIteratorTest.java,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.464285714
jackrabbit/src/test/java/org/apache/jackrabbit/test/api/query/XPathOrderByTest.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.071428571
jackrabbit-jcr-server/src/main/java/org/apache/jackrabbit/webdav/simple/DavResourceImpl.java,0,0,0,11,0,2,32,0,0,0,25,15,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,3.678571429
jackrabbit-jcr-server/src/main/java/org/apache/jackrabbit/server/io/XmlHandler.java,0,0,0,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.964285714
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/test/org/apache/portals/graffito/jcr/testmodel/interfaces/AnotherInterface.java,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.785714286
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/test-config/repository-xml.xml,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
jackrabbit-spi2dav/src/main/java/org/apache/jackrabbit/spi2dav/EventImpl.java,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.428571429
jackrabbit-jcr-server/src/main/java/org/apache/jackrabbit/server/remoting/davex/ProtectedRemoveManager.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,0.428571429
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/persistence/bundle/Oracle9PersistenceManager.java,0,0,0,284,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10.28571429
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/test/org/apache/portals/graffito/jcr/persistence/atomic/AtomicTest.java,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.178571429
jackrabbit-jca/src/test/java/org/apache/jackrabbit/jca/test/ConnectionFactoryTest.java,0,0,0,0,0,16,54,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.607142857
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/NotQuery.java,0,0,0,0,20,0,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.678571429
jackrabbit/src/test/java/org/apache/jackrabbit/test/api/WorkspaceCloneReferenceableTest.java,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.142857143
jackrabbit-jca/src/main/java/org/apache/jackrabbit/jca/JCAManagedConnection.java,0,0,0,5,0,0,0,0,0,59,11,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.857142857
jackrabbit-jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/operation/Update.java,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.642857143
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/security/principal/FallbackPrincipalProvider.java,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.892857143
jackrabbit-core/src/main/resources/org/apache/jackrabbit/core/config/repository-2.4-elements.dtd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,,0.392857143
jackrabbit/src/test/java/org/apache/jackrabbit/test/api/nodetype/spec/nt-query.txt,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.071428571
jackrabbit-core/src/test/java/org/apache/jackrabbit/api/jsr283/security/RSessionAccessControlTest.java,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.892857143
jackrabbit-core/src/main/java/org/apache/jackrabbit/core/observation/EventJournalImpl.java,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.107142857
contrib/jackrabbit-jcr-mapping/jcr-mapping/src/test/java/org/apache/portals/graffito/jcr/testmodel/A.java,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.714285714
jackrabbit-ocm/src/main/java/org/apache/jackrabbit/ocm/manager/objectconverter/impl/AbstractLazyLoader.java,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.571428571
jackrabbit-data/src/main/java/org/apache/jackrabbit/core/data/db/ResettableTempFileInputStream.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,,2.285714286
